model,domain,horizon_s,target,MAE,RMSE,WAPE,R2,seed
dcrnn,see_v2x,10,speed_mean_kmh,4.243743906422093,7.648821542264914,0.5295212386105527,0.4977143595297364,62
dcrnn,see_v2x,10,vehicle_count,1.4483878773407592,2.4045633308431036,0.3191303099804259,0.8454051006535696,62
dcrnn,see_v2x,10,flow_proxy,17109.912003692116,27560.229506579464,0.522636758114321,0.6646247889025483,62
dcrnn,see_v2x,30,speed_mean_kmh,4.3841856231248535,7.690063441332212,0.5573460684590921,0.4854087128020784,62
dcrnn,see_v2x,30,vehicle_count,1.6476412288370603,2.83863973875438,0.36948940582537193,0.7736278709198429,62
dcrnn,see_v2x,30,flow_proxy,15613.523230348295,25409.68176747222,0.490567618769809,0.7082532379475939,62
graph_wavenet,clean,5,speed_mean_kmh,3.873694705910626,7.813105269001028,0.49066912137791646,0.47238203073730456,62
graph_wavenet,clean,5,vehicle_count,0.9981478584872083,1.7047298157641546,0.22141821629871533,0.9235958451334424,62
graph_wavenet,clean,5,flow_proxy,12907.414274672428,22138.544555348482,0.402372302081504,0.7763875881675986,62
graph_wavenet,clean,10,speed_mean_kmh,4.40500295244357,8.352456329168163,0.5496426435938333,0.4010506015153993,62
graph_wavenet,clean,10,vehicle_count,1.2908720719775868,2.1836471169273777,0.2844240903421769,0.8725066202179533,62
graph_wavenet,clean,10,flow_proxy,15861.003174600588,27521.47689041784,0.4844877798217443,0.6655672723077921,62
graph_wavenet,clean,30,speed_mean_kmh,4.479221748055835,8.050074142405599,0.5694276761155936,0.43609967617206813,62
graph_wavenet,clean,30,vehicle_count,1.535807362770994,2.664359975230367,0.3444102635942258,0.800571050837966,62
graph_wavenet,clean,30,flow_proxy,15385.731199557287,26551.273300748013,0.483410528568497,0.6814494942188378,62
graph_wavenet,cicv5g,5,speed_mean_kmh,3.873694705910626,7.813105269001028,0.49066912137791646,0.47238203073730456,62
graph_wavenet,cicv5g,5,vehicle_count,0.9981478584872083,1.7047298157641546,0.22141821629871533,0.9235958451334424,62
graph_wavenet,cicv5g,5,flow_proxy,12907.414274672428,22138.544555348482,0.402372302081504,0.7763875881675986,62
graph_wavenet,cicv5g,10,speed_mean_kmh,4.40500295244357,8.352456329168163,0.5496426435938333,0.4010506015153993,62
graph_wavenet,cicv5g,10,vehicle_count,1.2908720719775868,2.1836471169273777,0.2844240903421769,0.8725066202179533,62
graph_wavenet,cicv5g,10,flow_proxy,15861.003174600588,27521.47689041784,0.4844877798217443,0.6655672723077921,62
graph_wavenet,cicv5g,30,speed_mean_kmh,4.479221748055835,8.050074142405599,0.5694276761155936,0.43609967617206813,62
graph_wavenet,cicv5g,30,vehicle_count,1.535807362770994,2.664359975230367,0.3444102635942258,0.800571050837966,62
graph_wavenet,cicv5g,30,flow_proxy,15385.731199557287,26551.273300748013,0.483410528568497,0.6814494942188378,62
graph_wavenet,see_v2x,5,speed_mean_kmh,3.8773501938636303,7.815119397305165,0.49113215091387125,0.4721099680365699,62
graph_wavenet,see_v2x,5,vehicle_count,1.0018037271483136,1.7163015225208622,0.22222919426263255,0.9225550617877628,62
graph_wavenet,see_v2x,5,flow_proxy,12921.891561486107,22154.30498631493,0.4028236131728776,0.7760690954663148,62
graph_wavenet,see_v2x,10,speed_mean_kmh,4.406755032581415,8.354444210858569,0.5498612627341949,0.4007654680931303,62
graph_wavenet,see_v2x,10,vehicle_count,1.2944300177604602,2.193935827278885,0.2852080297539501,0.8713023663614928,62
graph_wavenet,see_v2x,10,flow_proxy,15854.80037425306,27497.633997933386,0.48429831002995555,0.6661464846502698,62
graph_wavenet,see_v2x,30,speed_mean_kmh,4.4842827679035,8.05892779112122,0.5700710657338643,0.43485861409945303,62
graph_wavenet,see_v2x,30,vehicle_count,1.5408098793374332,2.6690043560686387,0.3455320957269831,0.7998751754512458,62
graph_wavenet,see_v2x,30,flow_proxy,15394.138637890812,26572.956449335565,0.4836746852833129,0.6809289920002568,62
graph_gru,clean,5,speed_mean_kmh,3.9946406911002024,7.629242380213579,0.5059889813030174,0.49692231738001513,62
graph_gru,clean,5,vehicle_count,1.0322555547459364,1.7101993076996225,0.22898429501486045,0.9231047851523024,62
graph_gru,clean,5,flow_proxy,13985.228628629362,23364.713797223434,0.43597180029154703,0.7509315573417752,62
graph_gru,clean,10,speed_mean_kmh,4.501603516660878,8.1245010970128,0.5616961632082988,0.43329752523357246,62
graph_gru,clean,10,vehicle_count,1.3493227122425981,2.327918418106119,0.29730280276317217,0.8551033870037572,62
graph_gru,clean,10,flow_proxy,17799.26452049999,29912.034423571626,0.5436936147775622,0.6049453270256129,62
graph_gru,clean,30,speed_mean_kmh,4.266455694658911,7.816404584789713,0.5423794775318369,0.46836122946785685,62
graph_gru,clean,30,vehicle_count,1.5786336854176017,2.7264850980956994,0.3540142187705293,0.7911624182265986,62
graph_gru,clean,30,flow_proxy,16161.76462018632,26893.450194503595,0.5077930373480534,0.6731860118109914,62
graph_gru,cicv5g,5,speed_mean_kmh,3.9946406911002024,7.629242380213579,0.5059889813030174,0.49692231738001513,62
graph_gru,cicv5g,5,vehicle_count,1.0322555547459364,1.7101993076996225,0.22898429501486045,0.9231047851523024,62
graph_gru,cicv5g,5,flow_proxy,13985.228628629362,23364.713797223434,0.43597180029154703,0.7509315573417752,62
graph_gru,cicv5g,10,speed_mean_kmh,4.501603516660878,8.1245010970128,0.5616961632082988,0.43329752523357246,62
graph_gru,cicv5g,10,vehicle_count,1.3493227122425981,2.327918418106119,0.29730280276317217,0.8551033870037572,62
graph_gru,cicv5g,10,flow_proxy,17799.26452049999,29912.034423571626,0.5436936147775622,0.6049453270256129,62
graph_gru,cicv5g,30,speed_mean_kmh,4.266455694658911,7.816404584789713,0.5423794775318369,0.46836122946785685,62
graph_gru,cicv5g,30,vehicle_count,1.5786336854176017,2.7264850980956994,0.3540142187705293,0.7911624182265986,62
graph_gru,cicv5g,30,flow_proxy,16161.76462018632,26893.450194503595,0.5077930373480534,0.6731860118109914,62
graph_gru,see_v2x,5,speed_mean_kmh,3.9969693181545654,7.630515015370466,0.5062839414063621,0.49675446644215393,62
graph_gru,see_v2x,5,vehicle_count,1.0374173899913617,1.7314600601251955,0.23012934015336542,0.9211810185670981,62
graph_gru,see_v2x,5,flow_proxy,14014.244536414179,23416.62055732758,0.43687633448901764,0.749823673313687,62
graph_gru,see_v2x,10,speed_mean_kmh,4.5049634027138135,8.127628509493723,0.5621153993977513,0.43286115296043026,62
graph_gru,see_v2x,10,vehicle_count,1.3543525819443776,2.3438623489955654,0.2984110582948583,0.8531117940610962,62
graph_gru,see_v2x,10,flow_proxy,17831.16812292669,29968.21920697731,0.5446681373432458,0.6034598441777939,62
graph_gru,see_v2x,30,speed_mean_kmh,4.271147898812612,7.822048446272614,0.542975980910635,0.46759320913158176,62
graph_gru,see_v2x,30,vehicle_count,1.5818066049067059,2.7280035453121996,0.3547257572512629,0.7909297397880781,62
graph_gru,see_v2x,30,flow_proxy,16196.486917267965,26960.780665199167,0.5088839912824255,0.6715475396335776,62
ca_dtnet,clean,5,speed_mean_kmh,3.7354341815901715,7.675950737717685,0.47315608146641946,0.4907434960666984,62
ca_dtnet,clean,5,vehicle_count,0.9591798609787459,1.7688759222054808,0.21277398145145185,0.9177377464117614,62
ca_dtnet,clean,5,flow_proxy,13380.92371612874,23538.028380252195,0.4171333595606898,0.747222776974276,62
ca_dtnet,clean,10,speed_mean_kmh,4.239156957568999,8.074754202293416,0.52894889332024,0.4402161970789419,62
ca_dtnet,clean,10,vehicle_count,1.2666339508069797,2.3168311986427246,0.2790835878127573,0.8564803037209516,62
ca_dtnet,clean,10,flow_proxy,16445.046205805025,28919.27613786584,0.502327869026299,0.6307333081074356,62
ca_dtnet,clean,30,speed_mean_kmh,4.222366362674792,8.203727925833595,0.5367745561268845,0.41436762051752574,62
ca_dtnet,clean,30,vehicle_count,1.672571370989166,3.1331411000595857,0.375080078873427,0.7242202927350304,62
ca_dtnet,clean,30,flow_proxy,14199.454079698713,25432.16839764883,0.4461384066198145,0.7077366392384775,62
ca_dtnet,cicv5g,5,speed_mean_kmh,3.7121293169875176,7.740855744227649,0.4702041251800948,0.48209491530419424,62
ca_dtnet,cicv5g,5,vehicle_count,0.9604507268293389,1.7610230892551204,0.21305589644771275,0.9184665231496295,62
ca_dtnet,cicv5g,5,flow_proxy,13258.665386806744,23302.842148759803,0.4133221108960785,0.7522489174802097,62
ca_dtnet,cicv5g,10,speed_mean_kmh,4.186442556160214,8.135697037567551,0.522371353359746,0.4317345642994471,62
ca_dtnet,cicv5g,10,vehicle_count,1.2678439208662249,2.302765184504395,0.2793501863711372,0.8582176956643641,62
ca_dtnet,cicv5g,10,flow_proxy,16250.030235203021,28584.089661799608,0.49637094098166873,0.6392436116901689,62
ca_dtnet,cicv5g,30,speed_mean_kmh,4.197607614146569,8.278871906640063,0.5336270636759749,0.40359000970981784,62
ca_dtnet,cicv5g,30,vehicle_count,1.681855697632557,3.148792778129483,0.37716212214529654,0.7214580829056112,62
ca_dtnet,cicv5g,30,flow_proxy,14085.230130620093,25210.241650248234,0.4425495580377682,0.7128150942122721,62
ca_dtnet,see_v2x,5,speed_mean_kmh,3.7140773278565473,7.737906131343,0.47045087378939615,0.4824895301931854,62
ca_dtnet,see_v2x,5,vehicle_count,0.9609260536576482,1.7642407364547479,0.21316133775842466,0.9181683037369233,62
ca_dtnet,see_v2x,5,flow_proxy,13261.747278453326,23322.466990847264,0.4134181849671676,0.7518314470981953,62
ca_dtnet,see_v2x,10,speed_mean_kmh,4.19342940126027,8.132213549823803,0.5232431502808004,0.4322210922212901,62
ca_dtnet,see_v2x,10,vehicle_count,1.2672768369150227,2.3064210014861204,0.2792252380199646,0.857767157672997,62
ca_dtnet,see_v2x,10,flow_proxy,16258.76220582172,28626.590570289536,0.496637666422169,0.6381700163335536,62
ca_dtnet,see_v2x,30,speed_mean_kmh,4.216093886604764,8.271144261489647,0.5359771583482198,0.40470288929837794,62
ca_dtnet,see_v2x,30,vehicle_count,1.682352752433045,3.140757754353311,0.3772735884522089,0.7228778240744503,62
ca_dtnet,see_v2x,30,flow_proxy,14089.672088114481,25140.69352968965,0.44268912170181446,0.7143974368558722,62
