model,domain,horizon_s,target,seed_count,MAE_mean,MAE_std,RMSE_mean,RMSE_std,WAPE_mean,WAPE_std,R2_mean,R2_std,MAE_mean_std,RMSE_mean_std,WAPE_mean_std,R2_mean_std
graph_wavenet,clean,5,speed_mean_kmh,3,3.856707930011814,0.08387591520708193,7.682241256402321,0.23382630313687722,0.4885174581627963,0.010624306958581749,0.4895934309699091,0.03077911704312993,3.856708 ± 0.083876,7.682241 ± 0.233826,0.488517 ± 0.010624,0.489593 ± 0.030779
graph_wavenet,clean,5,vehicle_count,3,1.0204849114037642,0.02172018388640862,1.7807967425031794,0.06623623641158202,0.22637322408849278,0.004818168303338907,0.9165483492888483,0.0061388783741332924,1.020485 ± 0.021720,1.780797 ± 0.066236,0.226373 ± 0.004818,0.916548 ± 0.006139
graph_wavenet,clean,10,flow_proxy,3,16057.317741340323,573.0389320377362,27810.670163635456,979.0211898921685,0.49048437458560584,0.01750395967254936,0.6582198299579205,0.02421534532835867,16057.317741 ± 573.038932,27810.670164 ± 979.021190,0.490484 ± 0.017504,0.658220 ± 0.024215
graph_wavenet,clean,10,speed_mean_kmh,3,4.382202720272665,0.21300369060924057,8.160414451695162,0.37154580306598073,0.5467977011453798,0.02657794168713566,0.42748625144112945,0.05138819747555622,4.382203 ± 0.213004,8.160414 ± 0.371546,0.546798 ± 0.026578,0.427486 ± 0.051388
graph_wavenet,clean,10,vehicle_count,3,1.3111501377980088,0.017851553375200637,2.291315051365589,0.09383305148551994,0.288892054712989,0.003933319141499217,0.8594672266392697,0.011369031157514146,1.311150 ± 0.017852,2.291315 ± 0.093833,0.288892 ± 0.003933,0.859467 ± 0.011369
graph_wavenet,clean,30,flow_proxy,3,15438.972232643357,164.95515611270807,26347.427696423085,351.69166628800446,0.48508333018005834,0.005182792950967265,0.6862847580198655,0.008341827890446992,15438.972233 ± 164.955156,26347.427696 ± 351.691666,0.485083 ± 0.005183,0.686285 ± 0.008342
graph_wavenet,clean,30,speed_mean_kmh,3,4.612694779832352,0.1399946940493473,8.094038595157594,0.14388315484434888,0.5863956322882465,0.017797032115151233,0.42980342087502893,0.020342841724355434,4.612695 ± 0.139995,8.094039 ± 0.143883,0.586396 ± 0.017797,0.429803 ± 0.020343
graph_wavenet,clean,30,vehicle_count,3,1.6043750535756889,0.060802562857433795,2.8117548163965864,0.13157947986451263,0.35978681213575897,0.013635190980690598,0.7775712767849843,0.020579886244201144,1.604375 ± 0.060803,2.811755 ± 0.131579,0.359787 ± 0.013635,0.777571 ± 0.020580
graph_wavenet,see_v2x,5,flow_proxy,3,13287.931319679163,434.6328350367763,22705.028959596704,721.2280103905955,0.41423443930917864,0.013549128483241175,0.7646393047248422,0.015056000557967885,13287.931320 ± 434.632835,22705.028960 ± 721.228010,0.414234 ± 0.013549,0.764639 ± 0.015056
graph_wavenet,see_v2x,5,speed_mean_kmh,3,3.859731289093508,0.08385819796560448,7.684162445189172,0.2336901541557864,0.48890041785808697,0.010622062769514507,0.4893386366135683,0.030769084319231952,3.859731 ± 0.083858,7.684162 ± 0.233690,0.488900 ± 0.010622,0.489339 ± 0.030769
graph_wavenet,see_v2x,5,vehicle_count,3,1.0229585129313181,0.020781384367047392,1.7886762619052892,0.06332972843212775,0.22692194082760886,0.004609915274219449,0.9158154982941045,0.005901016699128285,1.022959 ± 0.020781,1.788676 ± 0.063330,0.226922 ± 0.004610,0.915815 ± 0.005901
graph_wavenet,see_v2x,10,flow_proxy,3,16054.320126000166,569.9351274597584,27796.44946839285,981.3621791567729,0.49039280988538314,0.017409151332091238,0.6585676326885584,0.02426554498686974,16054.320126 ± 569.935127,27796.449468 ± 981.362179,0.490393 ± 0.017409,0.658568 ± 0.024266
graph_wavenet,see_v2x,10,speed_mean_kmh,3,4.384501647278139,0.21104708760475804,8.16281992507898,0.36923458198251996,0.5470845541464696,0.026333802816070735,0.4271589433354032,0.05108721543750689,4.384502 ± 0.211047,8.162820 ± 0.369235,0.547085 ± 0.026334,0.427159 ± 0.051087
graph_wavenet,see_v2x,10,vehicle_count,3,1.313860289391705,0.01723343862405444,2.298042688270811,0.09046340079443382,0.2894891955284577,0.003797126927229309,0.8586527580682963,0.010994419510939676,1.313860 ± 0.017233,2.298043 ± 0.090463,0.289489 ± 0.003797,0.858653 ± 0.010994
graph_wavenet,see_v2x,30,flow_proxy,3,15449.068967516423,164.87316741793475,26371.140825020742,341.702944267893,0.48540056358798017,0.005180216914913956,0.6857219594430118,0.008113140763890489,15449.068968 ± 164.873167,26371.140825 ± 341.702944,0.485401 ± 0.005180,0.685722 ± 0.008113
graph_wavenet,see_v2x,30,speed_mean_kmh,3,4.615239776905423,0.13702786455164476,8.09875795794893,0.13903068891198903,0.5867191687976122,0.017419869536173933,0.42914640600499965,0.019662215591083894,4.615240 ± 0.137028,8.098758 ± 0.139031,0.586719 ± 0.017420,0.429146 ± 0.019662
graph_wavenet,see_v2x,30,vehicle_count,3,1.6065709519942948,0.05883813409758597,2.8143153725427097,0.13042945068182782,0.3602792501664074,0.013194660844299922,0.7771722120685984,0.020432682637928492,1.606571 ± 0.058838,2.814315 ± 0.130429,0.360279 ± 0.013195,0.777172 ± 0.020433
