model,seed,epoch,train_total,train_forecast,train_reconstruction,validation_total,validation_forecast,validation_reconstruction
graph_gru,42,5,0.11449509378402464,0.11449509378402464,0.0,0.11350466807683308,0.11350466807683308,0.0
graph_gru,42,6,0.11022211497108783,0.11022211497108783,0.0,0.11083653734789954,0.11083653734789954,0.0
graph_gru,42,7,0.1069942711582107,0.1069942711582107,0.0,0.11024404731061724,0.11024404731061724,0.0
graph_gru,42,8,0.10439549470620771,0.10439549470620771,0.0,0.11227018386125565,0.11227018386125565,0.0
graph_gru,42,9,0.1017919814875049,0.1017919814875049,0.0,0.11293753319316441,0.11293753319316441,0.0
graph_gru,42,10,0.09972832502136307,0.09972832502136307,0.0,0.11225004742542903,0.11225004742542903,0.0
ca_dtnet,42,1,0.209807850420475,0.1478492023964082,0.2065288202176171,0.1249535439742936,0.112400583922863,0.041843193479710154
ca_dtnet,42,2,0.14047698995038385,0.1181617799184976,0.07438403088599443,0.11176547159751256,0.10466405749320984,0.023671379105912313
ca_dtnet,42,3,0.12623585520252104,0.10800490834780278,0.06076982123176417,0.10080623130003612,0.0948130985101064,0.019977110231088266
ca_dtnet,42,4,0.11819183700267345,0.1023094595199631,0.052941255932373386,0.0968793895509508,0.09244509041309357,0.014780997039957179
ca_dtnet,42,5,0.11317846130940222,0.09872104137414886,0.04819139639937108,0.0958218052983284,0.09169960932599173,0.013740654103457928
ca_dtnet,42,6,0.10950492941323788,0.09617279764384992,0.044440437844323534,0.09579340368509293,0.09193417098787096,0.012864110060036182
ca_dtnet,42,7,0.10664640895781978,0.09403300483620936,0.042044679033419775,0.09292132821347979,0.0891833214296235,0.012460020836442709
ca_dtnet,42,8,0.10413989893371059,0.09222042500492066,0.03973157945719938,0.09119444009330538,0.0878220647573471,0.011241252171910472
ca_dtnet,42,9,0.10176105436778837,0.09045159882835803,0.037698184575645194,0.09014664921495649,0.08651641839080387,0.012100772621730963
ca_dtnet,42,10,0.09981605632891578,0.08906471338723937,0.03583780884922993,0.0904871630999777,0.08662258585294087,0.012881923156479994
ca_dtnet,42,11,0.09809026771014737,0.08770571360664983,0.034615177901521806,0.08910736938317616,0.08566475990745756,0.011475365350229872
ca_dtnet,42,12,0.09651765323454334,0.08652077188655254,0.03332293533810204,0.08769155707624224,0.08358351389567058,0.013693470870041184
ca_dtnet,42,13,0.09532131140510883,0.08543278246877654,0.03296176087291491,0.08801423758268356,0.0843342426750395,0.012266650175054869
ca_dtnet,42,14,0.0939727795700873,0.0844756034353087,0.031657252220376846,0.08596686687734392,0.08253798799382316,0.0114295969510244
ca_dtnet,42,15,0.09280317462980747,0.08360043991236918,0.030675780403638078,0.08481510894166099,0.08161966916587618,0.010651463125314977
ca_dtnet,42,16,0.0923309703507731,0.08325624447916785,0.030249085863150896,0.08496262298689948,0.08139768491188686,0.011883129055301348
ca_dtnet,42,17,0.09134260024274549,0.08251288641364343,0.029432377327353723,0.0864815612634023,0.08234153439601262,0.01380008945448531
ca_dtnet,42,18,0.09017245747870015,0.08168318477128783,0.02829757413917011,0.08501141435570186,0.08141636351744334,0.011983506278031401
ca_dtnet,42,19,0.0895064803020608,0.08128216195731394,0.027414393168123018,0.08534937765863207,0.08213385028971566,0.010718426356712977
ca_dtnet,42,20,0.08913706273080842,0.0807515109378484,0.027951837119255817,0.08412774817811118,0.08093283077081044,0.010649722431682877
ca_dtnet,42,21,0.08913813158869743,0.0804331753883631,0.02901652007694206,0.08471130828062694,0.08128533843490812,0.011419897433370352
ca_dtnet,42,22,0.08826835555655341,0.0799728424678887,0.027651707957228346,0.08475959797700246,0.08074439399772221,0.013384011988010671
ca_dtnet,42,23,0.08713951736928956,0.07931865084796183,0.02606955376423655,0.08589691834317313,0.08246364030573103,0.01144425653749042
ca_dtnet,42,24,0.08678191948321558,0.07901859619925099,0.0258777430957003,0.08489208502901925,0.08136726915836334,0.011749390098783705
ca_dtnet,42,25,0.08608589880168438,0.07855668706038306,0.025097372235670205,0.08648984216981465,0.08334076321787304,0.010496929857052036
ca_dtnet,42,26,0.08561899302707564,0.07814517406927,0.024912729558925473,0.0853327280945248,0.08143445683850183,0.012994237451089753
dcrnn,52,1,0.17907639124220417,0.17907639124220417,0.0,0.1331516057252884,0.1331516057252884,0.0
dcrnn,52,2,0.1289136876021662,0.1289136876021662,0.0,0.11950952063004176,0.11950952063004176,0.0
dcrnn,52,3,0.11265512952400793,0.11265512952400793,0.0,0.11927958246734408,0.11927958246734408,0.0
dcrnn,52,4,0.10428757382737051,0.10428757382737051,0.0,0.11269894573423597,0.11269894573423597,0.0
dcrnn,52,5,0.09936862048362533,0.09936862048362533,0.0,0.11445582823620902,0.11445582823620902,0.0
dcrnn,52,6,0.09490142510302606,0.09490142510302606,0.0,0.11011032925711738,0.11011032925711738,0.0
dcrnn,52,7,0.09224908552583187,0.09224908552583187,0.0,0.10771833194626702,0.10771833194626702,0.0
dcrnn,52,8,0.08970967554036648,0.08970967554036648,0.0,0.11349976228343116,0.11349976228343116,0.0
dcrnn,52,9,0.08704504665107496,0.08704504665107496,0.0,0.11074676033523348,0.11074676033523348,0.0
dcrnn,52,10,0.08516525717512254,0.08516525717512254,0.0,0.11066650516457027,0.11066650516457027,0.0
dcrnn,52,11,0.08360840223969952,0.08360840223969952,0.0,0.11416800485716926,0.11416800485716926,0.0
dcrnn,52,12,0.08213439661889307,0.08213439661889307,0.0,0.10882835421297285,0.10882835421297285,0.0
dcrnn,52,13,0.08105384894917088,0.08105384894917088,0.0,0.11344556096527311,0.11344556096527311,0.0
graph_wavenet,52,1,0.18559837197103807,0.18559837197103807,0.0,0.13765394025378758,0.13765394025378758,0.0
graph_wavenet,52,2,0.13132026340932615,0.13132026340932615,0.0,0.12777362101607853,0.12777362101607853,0.0
graph_wavenet,52,3,0.11095510843780733,0.11095510843780733,0.0,0.11023549652761883,0.11023549652761883,0.0
graph_wavenet,52,4,0.10043763639705797,0.10043763639705797,0.0,0.1106485633386506,0.1106485633386506,0.0
graph_wavenet,52,5,0.09381471261862785,0.09381471261862785,0.0,0.10346145431200664,0.10346145431200664,0.0
graph_wavenet,52,6,0.0893166318776146,0.0893166318776146,0.0,0.10630936010016336,0.10630936010016336,0.0
graph_wavenet,52,7,0.08575145047037833,0.08575145047037833,0.0,0.10343620263867909,0.10343620263867909,0.0
graph_wavenet,52,8,0.08304038607785778,0.08304038607785778,0.0,0.1039620041847229,0.1039620041847229,0.0
graph_wavenet,52,9,0.0805182663663741,0.0805182663663741,0.0,0.10755159374740389,0.10755159374740389,0.0
graph_wavenet,52,10,0.07820490236964918,0.07820490236964918,0.0,0.10719588067796496,0.10719588067796496,0.0
graph_wavenet,52,11,0.0766129735256395,0.0766129735256395,0.0,0.10549197263187832,0.10549197263187832,0.0
graph_wavenet,52,12,0.07474894743532903,0.07474894743532903,0.0,0.10517241888576084,0.10517241888576084,0.0
graph_wavenet,52,13,0.07317531610568685,0.07317531610568685,0.0,0.10506563550896114,0.10506563550896114,0.0
graph_gru,52,1,0.2048225031504708,0.2048225031504708,0.0,0.1486718091699812,0.1486718091699812,0.0
graph_gru,52,2,0.15346829268720844,0.15346829268720844,0.0,0.13066772619883218,0.13066772619883218,0.0
graph_gru,52,3,0.13169520168054488,0.13169520168054488,0.0,0.1192699447274208,0.1192699447274208,0.0
graph_gru,52,4,0.12070249748085776,0.12070249748085776,0.0,0.11144962327347861,0.11144962327347861,0.0
graph_gru,52,5,0.11479083118179152,0.11479083118179152,0.0,0.1108719151881006,0.1108719151881006,0.0
graph_gru,52,6,0.11065249030868854,0.11065249030868854,0.0,0.1123434379696846,0.1123434379696846,0.0
graph_gru,52,7,0.10727717991798155,0.10727717991798155,0.0,0.11255154758691788,0.11255154758691788,0.0
graph_gru,52,8,0.1042727694636391,0.1042727694636391,0.0,0.11524593167834812,0.11524593167834812,0.0
graph_gru,52,9,0.10218488166649495,0.10218488166649495,0.0,0.11588878018988504,0.11588878018988504,0.0
graph_gru,52,10,0.09983281923397895,0.09983281923397895,0.0,0.11406916379928589,0.11406916379928589,0.0
graph_gru,52,11,0.09788530788594677,0.09788530788594677,0.0,0.11744410461849636,0.11744410461849636,0.0
ca_dtnet,52,1,0.21650453716997178,0.1515494538170676,0.21651693830086338,0.12538052681419584,0.11316559712092082,0.04071643162104818
ca_dtnet,52,2,0.14009049198319834,0.11768850197474803,0.07467329792017417,0.11037715441650814,0.10351798600620693,0.022863893045319453
ca_dtnet,52,3,0.12457355610545605,0.10645817424501142,0.060384601940430944,0.10164661291572782,0.09665735148721272,0.01663087225622601
ca_dtnet,52,4,0.11716303007016259,0.10134927952481855,0.05271249808250896,0.09885000851419237,0.09480497075451745,0.013483457784685824
ca_dtnet,52,5,0.11263553479746465,0.09846927994681944,0.047220848095152645,0.09714264919360478,0.09313120610184139,0.013371475868754916
ca_dtnet,52,6,0.10954288080815346,0.09642466217760116,0.04372739281144834,0.09410983489619361,0.09092469844553205,0.010617118380549882
ca_dtnet,52,7,0.10686884952648994,0.09465611810165067,0.04070910417865361,0.09336975630786684,0.08974644210603502,0.012077716023971638
ca_dtnet,52,8,0.10513890925193986,0.09302315638670998,0.04038584053576473,0.09496375338898765,0.09162293291754192,0.011136073256946273
ca_dtnet,52,9,0.10233849425229334,0.09111406293607527,0.03741476959699104,0.0913678225543764,0.08845687905947368,0.009703144120673338
ca_dtnet,52,10,0.09994857493908174,0.08924513382296409,0.035678135967182535,0.08978927218251759,0.08671477768156263,0.01024831510666344
ca_dtnet,52,11,0.09874568543126507,0.08800459100354102,0.035803647621745066,0.08854715691672431,0.08550976465145747,0.010124643488476673
ca_dtnet,52,12,0.09671970030232784,0.08653260082487137,0.033956996721005245,0.08762754085991117,0.08467932293812434,0.009827389174865352
ca_dtnet,52,13,0.0952387181741576,0.08528541887719784,0.03317766297127931,0.08609984235631095,0.08315014011330074,0.009832341741356585
ca_dtnet,52,14,0.09406924944731497,0.08422757510937029,0.03280557870804783,0.08732840087678698,0.08438995977242787,0.009794804267585278
ca_dtnet,52,15,0.09253717195843497,0.08326115056632026,0.030920070130378008,0.08451959904697207,0.08173374997244941,0.009286158562948307
ca_dtnet,52,16,0.09173169521795164,0.08243517391383648,0.030988403866367954,0.08451104826397365,0.08159158213271035,0.009731552718828121
ca_dtnet,52,17,0.09145541789550934,0.08191130983252679,0.03181369153542384,0.0839923769235611,0.08127406322293812,0.009061044392486414
ca_dtnet,52,18,0.08997077158381862,0.08138883798833817,0.028606444957756227,0.08573411819007662,0.08323290281825596,0.008337380830198526
ca_dtnet,52,19,0.08926530296523724,0.08069989619956862,0.028551353051537467,0.08429079916742113,0.08126059008969201,0.010100696494595872
ca_dtnet,52,20,0.08841196736020426,0.08019629192929115,0.02738558406370782,0.08437586658530766,0.08147993269893858,0.009653110781477557
ca_dtnet,52,21,0.08765325370815492,0.07957130748658411,0.02693982015273744,0.08368672596083747,0.08073486884435017,0.00983952327320973
ca_dtnet,52,22,0.08739485092941791,0.07920939980014678,0.027284836006020347,0.08443952765729693,0.081779050330321,0.00886825482464499
ca_dtnet,52,23,0.0866604602985805,0.07868368689331316,0.026589243672788143,0.08539034177859624,0.08264813737736808,0.00914067987145649
ca_dtnet,52,24,0.08651006275848035,0.07832433926242013,0.027285743805189288,0.08468377176258299,0.081928717593352,0.009183513518008921
ca_dtnet,52,25,0.08574655772216859,0.07786189248004267,0.026282216572473125,0.08565541025665072,0.08272134512662888,0.009780215823815929
ca_dtnet,52,26,0.08536754560566717,0.07754485333158125,0.026075640242666967,0.08456077426671982,0.08203959547811085,0.008403929985231824
ca_dtnet,52,27,0.08504428107651972,0.07722668103393047,0.026058666423083313,0.08360062456793255,0.08079998940229416,0.009335448706729544
ca_dtnet,52,28,0.08418067682894968,0.07683317687722944,0.024491665509319114,0.08509503884447946,0.08199898898601532,0.010320164728909731
ca_dtnet,52,29,0.08407218694206207,0.07644590398957653,0.025420942343771458,0.08426567167043686,0.08146991829077403,0.009319179587894015
ca_dtnet,52,30,0.08366044015894013,0.07619409503475312,0.02488781576375327,0.0844638306233618,0.08159343153238297,0.009567997004422877
ca_dtnet,52,31,0.08307114970539847,0.07582112648073704,0.024166742888008876,0.08695838103691737,0.0842022920648257,0.009186968259099457
ca_dtnet,52,32,0.08324418048704824,0.0755668670660065,0.025591043267218817,0.08489843375153011,0.081928797894054,0.009898784777356518
ca_dtnet,52,33,0.08244547980927652,0.07521940743730914,0.02408690732573309,0.08509258346425162,0.08222186317046483,0.009569066110998392
dcrnn,62,1,0.17931364476680756,0.17931364476680756,0.0,0.1350412087308036,0.1350412087308036,0.0
dcrnn,62,2,0.12871524270984433,0.12871524270984433,0.0,0.11306744317213695,0.11306744317213695,0.0
dcrnn,62,3,0.11270119117632989,0.11270119117632989,0.0,0.11256860527727339,0.11256860527727339,0.0
dcrnn,62,4,0.10431818772227533,0.10431818772227533,0.0,0.11136942936314477,0.11136942936314477,0.0
dcrnn,62,5,0.09897820188874198,0.09897820188874198,0.0,0.11200832492775387,0.11200832492775387,0.0
dcrnn,62,6,0.09517109261885766,0.09517109261885766,0.0,0.11155168463786443,0.11155168463786443,0.0
dcrnn,62,7,0.09220524883318332,0.09220524883318332,0.0,0.1105298904909028,0.1105298904909028,0.0
dcrnn,62,8,0.08969698642050067,0.08969698642050067,0.0,0.11149324393934673,0.11149324393934673,0.0
dcrnn,62,9,0.08743929694737157,0.08743929694737157,0.0,0.10907582690318425,0.10907582690318425,0.0
dcrnn,62,10,0.08573382227651534,0.08573382227651534,0.0,0.11013829128609763,0.11013829128609763,0.0
dcrnn,62,11,0.08409661439157301,0.08409661439157301,0.0,0.1143029746082094,0.1143029746082094,0.0
dcrnn,62,12,0.08245739689277064,0.08245739689277064,0.0,0.11342467367649078,0.11342467367649078,0.0
dcrnn,62,13,0.08119626060849236,0.08119626060849236,0.0,0.11439582953850429,0.11439582953850429,0.0
dcrnn,62,14,0.07977297956184033,0.07977297956184033,0.0,0.11387577321794298,0.11387577321794298,0.0
dcrnn,62,15,0.0789164093232924,0.0789164093232924,0.0,0.11591670082675086,0.11591670082675086,0.0
graph_wavenet,62,1,0.18597178413502632,0.18597178413502632,0.0,0.14427909751733145,0.14427909751733145,0.0
graph_wavenet,62,2,0.13544237565609715,0.13544237565609715,0.0,0.1299428732858764,0.1299428732858764,0.0
graph_wavenet,62,3,0.1158238296066561,0.1158238296066561,0.0,0.11583133786916733,0.11583133786916733,0.0
graph_wavenet,62,4,0.10389006834837698,0.10389006834837698,0.0,0.11493807203239864,0.11493807203239864,0.0
graph_wavenet,62,5,0.0962734864123406,0.0962734864123406,0.0,0.11147705879476336,0.11147705879476336,0.0
graph_wavenet,62,6,0.09114345685849266,0.09114345685849266,0.0,0.1174195839299096,0.1174195839299096,0.0
graph_wavenet,62,7,0.08734248915026264,0.08734248915026264,0.0,0.11043320927355024,0.11043320927355024,0.0
graph_wavenet,62,8,0.08409465867425164,0.08409465867425164,0.0,0.1081455796957016,0.1081455796957016,0.0
graph_wavenet,62,9,0.08165773136481162,0.08165773136481162,0.0,0.10738085044754876,0.10738085044754876,0.0
graph_wavenet,62,10,0.07953564347999711,0.07953564347999711,0.0,0.10523289028141233,0.10523289028141233,0.0
graph_wavenet,62,11,0.07741427301399169,0.07741427301399169,0.0,0.10586048497094049,0.10586048497094049,0.0
graph_wavenet,62,12,0.07589257208089675,0.07589257208089675,0.0,0.10820284071895811,0.10820284071895811,0.0
graph_wavenet,62,13,0.07427086807306736,0.07427086807306736,0.0,0.11010073704851998,0.11010073704851998,0.0
graph_wavenet,62,14,0.07257394772022963,0.07257394772022963,0.0,0.10979088395833969,0.10979088395833969,0.0
graph_wavenet,62,15,0.07135462172089084,0.07135462172089084,0.0,0.1127718331085311,0.1127718331085311,0.0
graph_wavenet,62,16,0.07030280201785988,0.07030280201785988,0.0,0.11084782580534618,0.11084782580534618,0.0
graph_gru,62,1,0.20370379090309143,0.20370379090309143,0.0,0.14902883105807835,0.14902883105807835,0.0
graph_gru,62,2,0.15465391006681226,0.15465391006681226,0.0,0.13177788588735792,0.13177788588735792,0.0
graph_gru,62,3,0.13327750743877503,0.13327750743877503,0.0,0.11820527331696616,0.11820527331696616,0.0
graph_gru,62,4,0.12150176536412008,0.12150176536412008,0.0,0.11694396535555522,0.11694396535555522,0.0
graph_gru,62,5,0.11576412678245575,0.11576412678245575,0.0,0.11241392294565837,0.11241392294565837,0.0
graph_gru,62,6,0.11191937063009508,0.11191937063009508,0.0,0.11169399238295025,0.11169399238295025,0.0
graph_gru,62,7,0.10869265269608266,0.10869265269608266,0.0,0.11014444049861696,0.11014444049861696,0.0
graph_gru,62,8,0.1063813266734923,0.1063813266734923,0.0,0.11176123470067978,0.11176123470067978,0.0
graph_gru,62,9,0.10430654570941002,0.10430654570941002,0.0,0.11290657768646876,0.11290657768646876,0.0
graph_gru,62,10,0.10199258746879716,0.10199258746879716,0.0,0.11359777135981454,0.11359777135981454,0.0
graph_gru,62,11,0.10033351237014417,0.10033351237014417,0.0,0.11386352446344164,0.11386352446344164,0.0
graph_gru,62,12,0.09871800015530278,0.09871800015530278,0.0,0.11585568636655807,0.11585568636655807,0.0
graph_gru,62,13,0.09704303489096704,0.09704303489096704,0.0,0.11795967651738061,0.11795967651738061,0.0
ca_dtnet,62,1,0.22399907547139353,0.1518536158386738,0.2404848541463575,0.12718517084916434,0.11242127832439211,0.04921297480662664
ca_dtnet,62,2,0.1421556226428478,0.11807452989441733,0.08027030608706898,0.11158949716223611,0.10365997420416938,0.02643174243470033
ca_dtnet,62,3,0.12645738830249156,0.10761541957336088,0.06280655995191585,0.10301707188288371,0.09760153624746534,0.018051789349151984
ca_dtnet,62,4,0.11844126237255911,0.1020585392872172,0.0546090753388501,0.10185569690333472,0.09731957978672451,0.015120387698213259
ca_dtnet,62,5,0.11401286414794383,0.0991136736927494,0.04966396613106612,0.09558655818303426,0.09185707072416942,0.01243162801903155
ca_dtnet,62,6,0.11068810186078472,0.09715324604222851,0.04511618469991992,0.095234461956554,0.09164044095410241,0.011980069025109211
ca_dtnet,62,7,0.10847397617274715,0.09551384630462816,0.04320043095597817,0.09306130972173479,0.08986509177419874,0.010654057220866283
ca_dtnet,62,8,0.10591880075873868,0.09396531324713461,0.03984495557303871,0.09255749069982105,0.08951588637299007,0.010138677019211981
ca_dtnet,62,9,0.10386586471671058,0.09246038411173128,0.03801826749657912,0.0941151769624816,0.09069735556840897,0.011392739239252277
ca_dtnet,62,10,0.10223598790264898,0.09107546772687666,0.03720173233699414,0.09239056375291613,0.0896148681640625,0.00925231670650343
ca_dtnet,62,11,0.10056793407326745,0.08986517805005273,0.03567585116252303,0.08983213288916482,0.0866757333278656,0.01052133035328653
ca_dtnet,62,12,0.09939122344216993,0.08858433287710912,0.03602296734348901,0.08971482432550854,0.08670143451955584,0.010044631651706167
ca_dtnet,62,13,0.09749036642812914,0.08722129404064148,0.03423024012496875,0.08890059424771203,0.08572865939802593,0.010573115872426165
ca_dtnet,62,14,0.09580177855828116,0.08608891382332771,0.03237621338977929,0.08811995635430019,0.08484923839569092,0.010902393557545211
ca_dtnet,62,15,0.09477601699050396,0.08525023008546521,0.03175262298675314,0.08832153843508826,0.08478548129399617,0.011786855653756194
ca_dtnet,62,16,0.09383503407720596,0.08426691135091166,0.031893742511109,0.08798350559340583,0.08450321935945088,0.01160095233677162
ca_dtnet,62,17,0.09312922471473294,0.08363548407871876,0.03164580096340468,0.0873107918434673,0.08444308406776851,0.00955902428055803
ca_dtnet,62,18,0.09215246507477376,0.08283773911816458,0.031049085074975606,0.08782929678757985,0.084804886745082,0.01008136829154359
ca_dtnet,62,19,0.09078157506883144,0.08215111427970472,0.028768201058189714,0.0864555620484882,0.08303429103559917,0.011404236209475331
ca_dtnet,62,20,0.0901604859578994,0.08168017029041244,0.02826771840092636,0.08514565974473953,0.08224583334392971,0.009666082190556658
ca_dtnet,62,21,0.0894044239314333,0.08104251523412043,0.027873028009649244,0.08729614814122517,0.0836926293041971,0.012011728663411405
ca_dtnet,62,22,0.08851558084209118,0.08041381193024497,0.027005895491569273,0.08605333831575182,0.08307093713018629,0.00994133400834269
ca_dtnet,62,23,0.08807104231128769,0.07991392760267181,0.02719038115033219,0.08431624207231733,0.08143769370185004,0.009595158095988963
ca_dtnet,62,24,0.08808559672005715,0.07990032614719483,0.027284234717127778,0.08631586035092671,0.08315837300486034,0.010524956664691368
ca_dtnet,62,25,0.08731336086507767,0.07918146805417153,0.027106307845021927,0.08641704006327523,0.0831816734539138,0.010784552432596684
ca_dtnet,62,26,0.08627881362072883,0.0786120937836747,0.025555730707222415,0.08732826924986309,0.0839999301566018,0.011094465593083037
ca_dtnet,62,27,0.08591694925581256,0.07823694202928774,0.025600023492569884,0.08531573414802551,0.08220426738262177,0.010371554694655869
ca_dtnet,62,28,0.08537027654388259,0.07778413575743476,0.025287135248823513,0.08393418043851852,0.08088499638769361,0.01016395321736733
ca_dtnet,62,29,0.08564607744976398,0.0775225492374551,0.02707842692372299,0.08592320399151908,0.08259664061996672,0.011088543002390198
ca_dtnet,62,30,0.08486662432551384,0.07712833829704792,0.02579428572508116,0.0862719135151969,0.08334345950020684,0.009761513107352786
ca_dtnet,62,31,0.08442846054752026,0.07679458485255318,0.025446250208563382,0.08607534981436199,0.08310412532753414,0.009904078414870633
ca_dtnet,62,32,0.08376899415687207,0.07642015754695862,0.024496121707582665,0.08513201359245512,0.08218707723750009,0.00981645482695765
ca_dtnet,62,33,0.08374895714223385,0.07608386501669884,0.02555030579077861,0.08675389157401191,0.08353383342425029,0.010733529149244228
ca_dtnet,62,34,0.08365454626900534,0.07579104416072369,0.02621167333376023,0.08562922643290626,0.08239415536324184,0.010783566938092312
