domain,communication_metric,baseline,horizon_s,target,severity,samples,ca_dtnet_MAE,baseline_MAE,ca_dtnet_improvement_pct
cicv5g,latency_p95_ms,persistence,30,speed_mean_kmh,Q2-moderate,25,4.5046451624339765,7.193892931384993,37.38237128162312
cicv5g,latency_p95_ms,persistence,30,speed_mean_kmh,Q3-high,12,4.812574889508067,7.788358564975055,38.20809798137111
cicv5g,latency_p95_ms,persistence,30,speed_mean_kmh,Q4-severe,18,4.054581132889005,6.485729672979322,37.48458013090565
cicv5g,latency_p95_ms,persistence,30,vehicle_count,Q1-mild,19,1.9167902655808295,2.414150262228427,20.601865690344955
cicv5g,latency_p95_ms,persistence,30,vehicle_count,Q2-moderate,25,1.9033245942561559,2.5744263291589844,26.0680107523319
cicv5g,latency_p95_ms,persistence,30,vehicle_count,Q3-high,12,1.2304254355601714,2.1161202673367625,41.85465454219266
cicv5g,latency_p95_ms,persistence,30,vehicle_count,Q4-severe,18,1.0330398200175293,2.1994536263147015,53.03197971708824
cicv5g,aoi_mean_s,impaired_gru,5,flow_proxy,Q1-mild,19,13021.156498031565,14975.636196224237,13.051062890297402
cicv5g,aoi_mean_s,impaired_gru,5,flow_proxy,Q2-moderate,18,14789.066554932102,15826.275553968913,6.5537150259970325
cicv5g,aoi_mean_s,impaired_gru,5,flow_proxy,Q3-high,19,14269.807336337626,15538.474922267702,8.164685352171668
cicv5g,aoi_mean_s,impaired_gru,5,flow_proxy,Q4-severe,18,10360.746784320228,10151.561598282256,-2.060620762752029
cicv5g,aoi_mean_s,impaired_gru,5,speed_mean_kmh,Q1-mild,19,3.607514404245196,4.093779208172694,11.878139440664503
cicv5g,aoi_mean_s,impaired_gru,5,speed_mean_kmh,Q2-moderate,18,4.516134296801653,4.67537736467283,3.4059938933233287
cicv5g,aoi_mean_s,impaired_gru,5,speed_mean_kmh,Q3-high,19,3.945838957631851,4.185673658813472,5.729894878537143
cicv5g,aoi_mean_s,impaired_gru,5,speed_mean_kmh,Q4-severe,18,2.9469533635852936,2.8797476297647804,-2.333736918211438
cicv5g,aoi_mean_s,impaired_gru,5,vehicle_count,Q1-mild,19,1.0339920138461944,1.173483431740207,11.886952378906598
cicv5g,aoi_mean_s,impaired_gru,5,vehicle_count,Q2-moderate,18,1.1086861379099613,1.1410278607869406,2.834437589563347
cicv5g,aoi_mean_s,impaired_gru,5,vehicle_count,Q3-high,19,0.9683210952277246,1.0379502881495573,6.708335943056869
cicv5g,aoi_mean_s,impaired_gru,5,vehicle_count,Q4-severe,18,0.7573988331536279,0.7960622076132041,4.856828223238482
cicv5g,aoi_mean_s,impaired_gru,10,flow_proxy,Q1-mild,19,16438.278830532374,19920.84873159578,17.482035770584773
cicv5g,aoi_mean_s,impaired_gru,10,flow_proxy,Q2-moderate,18,17240.44898135148,17429.60528537685,1.0852586787146477
cicv5g,aoi_mean_s,impaired_gru,10,flow_proxy,Q3-high,19,16218.66137048197,17785.460770057445,8.809439461992264
cicv5g,aoi_mean_s,impaired_gru,10,flow_proxy,Q4-severe,18,13461.36420348317,13063.863629378817,-3.042748955294706
cicv5g,aoi_mean_s,impaired_gru,10,speed_mean_kmh,Q1-mild,19,4.304547688555816,4.988956326452173,13.718473198405745
cicv5g,aoi_mean_s,impaired_gru,10,speed_mean_kmh,Q2-moderate,18,4.442616634020693,4.437819299510782,-0.10810116805860032
cicv5g,aoi_mean_s,impaired_gru,10,speed_mean_kmh,Q3-high,19,4.435928875533188,4.809086789400546,7.759433951449411
cicv5g,aoi_mean_s,impaired_gru,10,speed_mean_kmh,Q4-severe,18,3.5382123419998304,3.3853624265048676,-4.515023675065314
cicv5g,aoi_mean_s,impaired_gru,10,vehicle_count,Q1-mild,19,1.371064820582939,1.5369576874260336,10.793587040223546
cicv5g,aoi_mean_s,impaired_gru,10,vehicle_count,Q2-moderate,18,1.4934155692691904,1.47405437016864,-1.3134657283359807
cicv5g,aoi_mean_s,impaired_gru,10,vehicle_count,Q3-high,19,1.1487859222837054,1.2564709982944797,8.570438577563754
cicv5g,aoi_mean_s,impaired_gru,10,vehicle_count,Q4-severe,18,1.0738369171852737,1.0989875138232246,2.2885243092164873
cicv5g,aoi_mean_s,impaired_gru,30,flow_proxy,Q1-mild,19,14825.536062410003,14726.77147378934,-0.6706465758389519
cicv5g,aoi_mean_s,impaired_gru,30,flow_proxy,Q2-moderate,18,14222.489790244214,15813.62187915136,10.061781551789126
cicv5g,aoi_mean_s,impaired_gru,30,flow_proxy,Q3-high,19,16203.51105907118,14236.935918500196,-13.813190926947522
cicv5g,aoi_mean_s,impaired_gru,30,flow_proxy,Q4-severe,18,13867.483742588922,15168.026726065536,8.57423979376853
cicv5g,aoi_mean_s,impaired_gru,30,speed_mean_kmh,Q1-mild,19,3.6517836831555086,4.166428029086745,12.35217171887225
cicv5g,aoi_mean_s,impaired_gru,30,speed_mean_kmh,Q2-moderate,18,4.39159240439266,4.874857741028701,9.913424377030521
cicv5g,aoi_mean_s,impaired_gru,30,speed_mean_kmh,Q3-high,19,4.806229708204122,4.791366336338025,-0.31021155118846144
cicv5g,aoi_mean_s,impaired_gru,30,speed_mean_kmh,Q4-severe,18,4.054581132889005,4.614290677836445,12.129915144333424
cicv5g,aoi_mean_s,impaired_gru,30,vehicle_count,Q1-mild,19,1.9167902655808295,1.765495270071992,-8.569549701807656
cicv5g,aoi_mean_s,impaired_gru,30,vehicle_count,Q2-moderate,18,1.9599797761612057,2.0907871308178545,6.256368814545168
cicv5g,aoi_mean_s,impaired_gru,30,vehicle_count,Q3-high,19,1.4246623216960135,1.3060039272464687,-9.085607712616838
cicv5g,aoi_mean_s,impaired_gru,30,vehicle_count,Q4-severe,18,1.0330398200175293,1.1886462329043523,13.091061685990994
cicv5g,aoi_mean_s,graph_gru,5,flow_proxy,Q1-mild,19,13021.156498031565,15000.038725946637,13.192514126585145
cicv5g,aoi_mean_s,graph_gru,5,flow_proxy,Q2-moderate,18,14789.066554932102,15280.93168330899,3.2188163560329217
cicv5g,aoi_mean_s,graph_gru,5,flow_proxy,Q3-high,19,14269.807336337626,14392.19669840702,0.8503869467185352
cicv5g,aoi_mean_s,graph_gru,5,flow_proxy,Q4-severe,18,10360.746784320228,9275.639442829848,-11.698464005390033
cicv5g,aoi_mean_s,graph_gru,5,speed_mean_kmh,Q1-mild,19,3.607514404245196,4.044272140628883,10.799415076845689
cicv5g,aoi_mean_s,graph_gru,5,speed_mean_kmh,Q2-moderate,18,4.516134296801653,4.666618653580207,3.2246979585665114
cicv5g,aoi_mean_s,graph_gru,5,speed_mean_kmh,Q3-high,19,3.945838957631851,4.167647911405651,5.322161515481114
cicv5g,aoi_mean_s,graph_gru,5,speed_mean_kmh,Q4-severe,18,2.9469533635852936,2.917685519653359,-1.0031185209809679
cicv5g,aoi_mean_s,graph_gru,5,vehicle_count,Q1-mild,19,1.0339920138461944,1.1215291079908714,7.805155723597489
cicv5g,aoi_mean_s,graph_gru,5,vehicle_count,Q2-moderate,18,1.1086861379099613,1.0982743733453775,-0.9480112367611873
cicv5g,aoi_mean_s,graph_gru,5,vehicle_count,Q3-high,19,0.9683210952277246,1.032149486925426,6.1840258497275675
cicv5g,aoi_mean_s,graph_gru,5,vehicle_count,Q4-severe,18,0.7573988331536279,0.8186277272284033,7.479455103986058
cicv5g,aoi_mean_s,graph_gru,10,flow_proxy,Q1-mild,19,16438.278830532374,20092.88543940647,18.18856042300827
cicv5g,aoi_mean_s,graph_gru,10,flow_proxy,Q2-moderate,18,17240.44898135148,18223.7203434652,5.39555778722081
cicv5g,aoi_mean_s,graph_gru,10,flow_proxy,Q3-high,19,16218.66137048197,18261.215009704734,11.185201193546824
cicv5g,aoi_mean_s,graph_gru,10,flow_proxy,Q4-severe,18,13461.36420348317,12750.681321846749,-5.5736855443026005
cicv5g,aoi_mean_s,graph_gru,10,speed_mean_kmh,Q1-mild,19,4.304547688555816,4.871134590626486,11.631518086110779
cicv5g,aoi_mean_s,graph_gru,10,speed_mean_kmh,Q2-moderate,18,4.442616634020693,4.5156761692664436,1.617909087042173
cicv5g,aoi_mean_s,graph_gru,10,speed_mean_kmh,Q3-high,19,4.435928875533188,4.9172955202153,9.789255938030559
cicv5g,aoi_mean_s,graph_gru,10,speed_mean_kmh,Q4-severe,18,3.5382123419998304,3.544636741906668,0.1812428284331858
cicv5g,aoi_mean_s,graph_gru,10,vehicle_count,Q1-mild,19,1.371064820582939,1.5379417473858414,10.85066622331369
cicv5g,aoi_mean_s,graph_gru,10,vehicle_count,Q2-moderate,18,1.4934155692691904,1.4431563405173313,-3.4825906932289445
cicv5g,aoi_mean_s,graph_gru,10,vehicle_count,Q3-high,19,1.1487859222837054,1.273019973013296,9.759002402737078
cicv5g,aoi_mean_s,graph_gru,10,vehicle_count,Q4-severe,18,1.0738369171852737,1.1439933848119332,6.132593767133845
cicv5g,aoi_mean_s,graph_gru,30,flow_proxy,Q1-mild,19,14825.536062410003,15843.004588567803,6.422194227547945
cicv5g,aoi_mean_s,graph_gru,30,flow_proxy,Q2-moderate,18,14222.489790244214,17405.041535393433,18.285229246225125
cicv5g,aoi_mean_s,graph_gru,30,flow_proxy,Q3-high,19,16203.51105907118,15338.181143617809,-5.64167229054319
cicv5g,aoi_mean_s,graph_gru,30,flow_proxy,Q4-severe,18,13867.483742588922,15124.70784915353,8.31238605798352
cicv5g,aoi_mean_s,graph_gru,30,speed_mean_kmh,Q1-mild,19,3.6517836831555086,4.131304464041494,11.607006549601731
cicv5g,aoi_mean_s,graph_gru,30,speed_mean_kmh,Q2-moderate,18,4.39159240439266,4.683134475864076,6.225361931232778
cicv5g,aoi_mean_s,graph_gru,30,speed_mean_kmh,Q3-high,19,4.806229708204122,4.852953227179999,0.9627852709956695
cicv5g,aoi_mean_s,graph_gru,30,speed_mean_kmh,Q4-severe,18,4.054581132889005,4.4837645223193,9.571943092388313
cicv5g,aoi_mean_s,graph_gru,30,vehicle_count,Q1-mild,19,1.9167902655808295,1.797326300138525,-6.646759954963172
cicv5g,aoi_mean_s,graph_gru,30,vehicle_count,Q2-moderate,18,1.9599797761612057,1.9791041069199042,0.9663125145968532
cicv5g,aoi_mean_s,graph_gru,30,vehicle_count,Q3-high,19,1.4246623216960135,1.35278364777941,-5.313390171684372
cicv5g,aoi_mean_s,graph_gru,30,vehicle_count,Q4-severe,18,1.0330398200175293,1.244941356437102,17.02100533666206
cicv5g,aoi_mean_s,persistence,5,flow_proxy,Q1-mild,19,13021.156498031565,15676.616237423756,16.938985423724873
cicv5g,aoi_mean_s,persistence,5,flow_proxy,Q2-moderate,18,14789.066554932102,18538.91137062832,20.22688787236543
cicv5g,aoi_mean_s,persistence,5,flow_proxy,Q3-high,19,14269.807336337626,16319.035120494513,12.55728521340135
cicv5g,aoi_mean_s,persistence,5,flow_proxy,Q4-severe,18,10360.746784320228,13743.569611005683,24.613858862213423
cicv5g,aoi_mean_s,persistence,5,speed_mean_kmh,Q1-mild,19,3.607514404245196,4.234218909753405,14.800947173149648
cicv5g,aoi_mean_s,persistence,5,speed_mean_kmh,Q2-moderate,18,4.516134296801653,5.7980437779616345,22.109344600356167
cicv5g,aoi_mean_s,persistence,5,speed_mean_kmh,Q3-high,19,3.945838957631851,4.456910527590411,11.46694701740337
cicv5g,aoi_mean_s,persistence,5,speed_mean_kmh,Q4-severe,18,2.9469533635852936,3.62668619618692,18.742532272079146
cicv5g,aoi_mean_s,persistence,5,vehicle_count,Q1-mild,19,1.0339920138461944,1.1622088506597705,11.032168240464895
cicv5g,aoi_mean_s,persistence,5,vehicle_count,Q2-moderate,18,1.1086861379099613,1.1384335589176038,2.613013338663727
cicv5g,aoi_mean_s,persistence,5,vehicle_count,Q3-high,19,0.9683210952277246,1.034512546432803,6.398322649008659
cicv5g,aoi_mean_s,persistence,5,vehicle_count,Q4-severe,18,0.7573988331536279,0.8888889074933206,14.792632887188716
cicv5g,aoi_mean_s,persistence,10,flow_proxy,Q1-mild,19,16438.278830532374,21069.35965136427,21.98016882079199
cicv5g,aoi_mean_s,persistence,10,flow_proxy,Q2-moderate,18,17240.44898135148,22134.81186420274,22.111608234467976
cicv5g,aoi_mean_s,persistence,10,flow_proxy,Q3-high,19,16218.66137048197,22031.504736241117,26.384232195427703
cicv5g,aoi_mean_s,persistence,10,flow_proxy,Q4-severe,18,13461.36420348317,17623.902952400593,23.618711247772
cicv5g,aoi_mean_s,persistence,10,speed_mean_kmh,Q1-mild,19,4.304547688555816,5.099902469545169,15.595489995728034
cicv5g,aoi_mean_s,persistence,10,speed_mean_kmh,Q2-moderate,18,4.442616634020693,5.643805265101229,21.283311038029947
cicv5g,aoi_mean_s,persistence,10,speed_mean_kmh,Q3-high,19,4.435928875533188,6.062624904686939,26.831546599774274
cicv5g,aoi_mean_s,persistence,10,speed_mean_kmh,Q4-severe,18,3.5382123419998304,4.323304013236689,18.159529540767558
cicv5g,aoi_mean_s,persistence,10,vehicle_count,Q1-mild,19,1.371064820582939,1.6773080906397428,18.258021286607956
cicv5g,aoi_mean_s,persistence,10,vehicle_count,Q2-moderate,18,1.4934155692691904,1.6393443160432297,8.901653207063417
cicv5g,aoi_mean_s,persistence,10,vehicle_count,Q3-high,19,1.1487859222837054,1.348576407818519,14.814917634255998
cicv5g,aoi_mean_s,persistence,10,vehicle_count,Q4-severe,18,1.0738369171852737,1.305100215233117,17.719964610881515
cicv5g,aoi_mean_s,persistence,30,flow_proxy,Q1-mild,19,14825.536062410003,32530.6631620049,54.42596424000558
cicv5g,aoi_mean_s,persistence,30,flow_proxy,Q2-moderate,18,14222.489790244214,25957.392803250896,45.2083269762458
cicv5g,aoi_mean_s,persistence,30,flow_proxy,Q3-high,19,16203.51105907118,31092.53567603111,47.886170404663794
cicv5g,aoi_mean_s,persistence,30,flow_proxy,Q4-severe,18,13867.483742588922,26701.381009980872,48.06454491095379
cicv5g,aoi_mean_s,persistence,30,speed_mean_kmh,Q1-mild,19,3.6517836831555086,7.755692463570392,52.91479509276647
cicv5g,aoi_mean_s,persistence,30,speed_mean_kmh,Q2-moderate,18,4.39159240439266,7.1456520777322465,38.54175433572807
cicv5g,aoi_mean_s,persistence,30,speed_mean_kmh,Q3-high,19,4.806229708204122,7.615046771849738,36.88509268702534
cicv5g,aoi_mean_s,persistence,30,speed_mean_kmh,Q4-severe,18,4.054581132889005,6.485729672979322,37.48458013090565
cicv5g,aoi_mean_s,persistence,30,vehicle_count,Q1-mild,19,1.9167902655808295,2.414150262228427,20.601865690344955
cicv5g,aoi_mean_s,persistence,30,vehicle_count,Q2-moderate,18,1.9599797761612057,2.6457195950493233,25.918839531573628
cicv5g,aoi_mean_s,persistence,30,vehicle_count,Q3-high,19,1.4246623216960135,2.2174288803225233,35.7516113407904
cicv5g,aoi_mean_s,persistence,30,vehicle_count,Q4-severe,18,1.0330398200175293,2.1994536263147015,53.03197971708824
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q1-mild,19,13021.156498031565,14975.636196224237,13.051062890297402
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q2-moderate,18,14789.066554932102,15826.275553968913,6.5537150259970325
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q3-high,21,13959.963408460248,15036.628719305332,7.160283936930968
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q4-severe,16,10278.784370657117,10136.870574172186,-1.3999764073773802
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q1-mild,19,3.607514404245196,4.093779208172694,11.878139440664503
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q2-moderate,18,4.516134296801653,4.67537736467283,3.4059938933233287
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q3-high,21,3.8527861252152427,4.083792132840348,5.656654392415698
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q4-severe,16,2.9442245068762727,2.850226378973419,-3.2979179572016197
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q1-mild,19,1.0339920138461944,1.173483431740207,11.886952378906598
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q2-moderate,18,1.1086861379099613,1.1410278607869406,2.834437589563347
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q3-high,21,0.9384678702461061,1.0041406311285184,6.540195485824072
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q4-severe,16,0.7702159081827401,0.8102013723862738,4.935250059159993
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q1-mild,19,16438.278830532374,19920.84873159578,17.482035770584773
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q2-moderate,18,17240.44898135148,17429.60528537685,1.0852586787146477
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q3-high,21,16309.74192968503,17828.755689023525,8.520021171599996
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q4-severe,16,12997.158823654308,12416.839405651011,-4.673648414416322
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q1-mild,19,4.304547688555816,4.988956326452173,13.718473198405745
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q2-moderate,18,4.442616634020693,4.437819299510782,-0.10810116805860032
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q3-high,21,4.421921420878793,4.780230708087771,7.495648397329066
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q4-severe,16,3.4443825595420527,3.2452704878659233,-6.135453787505994
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q1-mild,19,1.371064820582939,1.5369576874260336,10.793587040223546
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q2-moderate,18,1.4934155692691904,1.47405437016864,-1.3134657283359807
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q3-high,21,1.1518915358845212,1.2615169326763318,8.689966268644659
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q4-severe,16,1.0603921736968989,1.072679289388137,1.145460315888144
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q1-mild,19,14825.536062410003,14726.77147378934,-0.6706465758389519
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q2-moderate,18,14222.489790244214,15813.62187915136,10.061781551789126
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q3-high,21,16139.22433132229,14064.924686318966,-14.74803236607113
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q4-severe,16,13659.85665819906,15510.177819249071,11.929722422346812
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q1-mild,19,3.6517836831555086,4.166428029086745,12.35217171887225
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q2-moderate,18,4.39159240439266,4.874857741028701,9.913424377030521
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q3-high,21,4.840586238375043,4.870933830933713,0.6230343821063322
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q4-severe,16,3.915532115125282,4.487723883866908,12.750155363247822
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q1-mild,19,1.9167902655808295,1.765495270071992,-8.569549701807656
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q2-moderate,18,1.9599797761612057,2.0907871308178545,6.256368814545168
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q3-high,21,1.3843510807355688,1.2817676387946446,-8.003279068354715
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q4-severe,16,1.036995511068302,1.2057866497046068,13.99842478582863
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q1-mild,19,13021.156498031565,15000.038725946637,13.192514126585145
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q2-moderate,18,14789.066554932102,15280.93168330899,3.2188163560329217
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q3-high,21,13959.963408460248,13890.9132920104,-0.49708838431460795
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q4-severe,16,10278.784370657117,9294.004256778266,-10.595864674363318
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q1-mild,19,3.607514404245196,4.044272140628883,10.799415076845689
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q2-moderate,18,4.516134296801653,4.666618653580207,3.2246979585665114
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q3-high,21,3.8527861252152427,4.060844349593074,5.1235212668598855
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q4-severe,16,2.9442245068762727,2.90161989556333,-1.4683043506579267
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q1-mild,19,1.0339920138461944,1.1215291079908714,7.805155723597489
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q2-moderate,18,1.1086861379099613,1.0982743733453775,-0.9480112367611873
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q3-high,21,0.9384678702461061,1.0030266838293032,6.4364003451122285
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q4-severe,16,0.7702159081827401,0.8301611863299366,7.220920275749923
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q1-mild,19,16438.278830532374,20092.88543940647,18.18856042300827
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q2-moderate,18,17240.44898135148,18223.7203434652,5.39555778722081
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q3-high,21,16309.74192968503,18125.467828104396,10.017539495466131
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q4-severe,16,12997.158823654308,12240.032786714944,-6.185653667206782
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q1-mild,19,4.304547688555816,4.871134590626486,11.631518086110779
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q2-moderate,18,4.442616634020693,4.5156761692664436,1.617909087042173
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q3-high,21,4.421921420878793,4.882205138977075,9.42778322608424
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q4-severe,16,3.4443825595420527,3.4191105199932603,-0.7391407597707068
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q1-mild,19,1.371064820582939,1.5379417473858414,10.85066622331369
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q2-moderate,18,1.4934155692691904,1.4431563405173313,-3.4825906932289445
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q3-high,21,1.1518915358845212,1.2752505030367693,9.673312489676398
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q4-severe,16,1.0603921736968989,1.1249374906309542,5.73768026204595
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q1-mild,19,14825.536062410003,15843.004588567803,6.422194227547945
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q2-moderate,18,14222.489790244214,17405.041535393433,18.285229246225125
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q3-high,21,16139.22433132229,15166.49130488341,-6.413698507347125
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q4-severe,16,13659.85665819906,15323.3666006844,10.856034354813096
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q1-mild,19,3.6517836831555086,4.131304464041494,11.607006549601731
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q2-moderate,18,4.39159240439266,4.683134475864076,6.225361931232778
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q3-high,21,4.840586238375043,4.918508946419036,1.5842750055847148
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q4-severe,16,3.915532115125282,4.3515740527104745,10.020326697912022
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q1-mild,19,1.9167902655808295,1.797326300138525,-6.646759954963172
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q2-moderate,18,1.9599797761612057,1.9791041069199042,0.9663125145968532
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q3-high,21,1.3843510807355688,1.3483674610498209,-2.6686804938813573
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q4-severe,16,1.036995511068302,1.2372573151018995,16.18594612217019
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q1-mild,19,13021.156498031565,15676.616237423756,16.938985423724873
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q2-moderate,18,14789.066554932102,18538.91137062832,20.22688787236543
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q3-high,21,13959.963408460248,15998.835904630705,12.743880294309735
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q4-severe,16,10278.784370657117,13841.897893140831,25.741509943132822
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q1-mild,19,3.607514404245196,4.234218909753405,14.800947173149648
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q2-moderate,18,4.516134296801653,5.7980437779616345,22.109344600356167
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q3-high,21,3.8527861252152427,4.336819048773798,11.161012645416006
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q4-severe,16,2.9442245068762727,3.680528220708289,20.005381501728632
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q1-mild,19,1.0339920138461944,1.1622088506597705,11.032168240464895
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q2-moderate,18,1.1086861379099613,1.1384335589176038,2.613013338663727
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q3-high,21,0.9384678702461061,1.0093677140218853,7.024183762610773
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q4-severe,16,0.7702159081827401,0.903688545165215,14.769760690183029
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q1-mild,19,16438.278830532374,21069.35965136427,21.98016882079199
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q2-moderate,18,17240.44898135148,22134.81186420274,22.111608234467976
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q3-high,21,16309.74192968503,21650.677178143895,24.668675277501293
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q4-severe,16,12997.158823654308,17572.788899423125,26.038155365972788
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q1-mild,19,4.304547688555816,5.099902469545169,15.595489995728034
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q2-moderate,18,4.442616634020693,5.643805265101229,21.283311038029947
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q3-high,21,4.421921420878793,5.895672983840091,24.997172748575117
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q4-severe,16,3.4443825595420527,4.325013297916894,20.36134170414818
cicv5g,aoi_p95_s,persistence,10,vehicle_count,Q1-mild,19,1.371064820582939,1.6773080906397428,18.258021286607956
cicv5g,aoi_p95_s,persistence,10,vehicle_count,Q2-moderate,18,1.4934155692691904,1.6393443160432297,8.901653207063417
cicv5g,aoi_p95_s,persistence,10,vehicle_count,Q3-high,21,1.1518915358845212,1.3590945036238582,15.24566287791537
cicv5g,aoi_p95_s,persistence,10,vehicle_count,Q4-severe,16,1.0603921736968989,1.2858606904154342,17.534443400104788
cicv5g,aoi_p95_s,persistence,30,flow_proxy,Q1-mild,19,14825.536062410003,32530.6631620049,54.42596424000558
cicv5g,aoi_p95_s,persistence,30,flow_proxy,Q2-moderate,18,14222.489790244214,25957.392803250896,45.2083269762458
cicv5g,aoi_p95_s,persistence,30,flow_proxy,Q3-high,21,16139.22433132229,30596.72930060348,47.251798802531845
cicv5g,aoi_p95_s,persistence,30,flow_proxy,Q4-severe,16,13659.85665819906,26803.232544473358,49.03653268112792
