domain,communication_metric,model,horizon_s,target,samples,severity_error_rho,p_value
see_v2x,latency_p95_ms,impaired_gru,5,speed_mean_kmh,74,0.2622917296036278,0.023971294797566003
see_v2x,latency_p95_ms,impaired_gru,5,vehicle_count,74,0.12872977693818038,0.27435948001803556
see_v2x,latency_p95_ms,impaired_gru,10,flow_proxy,74,0.04912199019565713,0.677687809093692
see_v2x,latency_p95_ms,impaired_gru,10,speed_mean_kmh,74,0.16827975024734043,0.15180207930425033
see_v2x,latency_p95_ms,impaired_gru,10,vehicle_count,74,0.2272507610336055,0.051515376457101976
see_v2x,latency_p95_ms,impaired_gru,30,flow_proxy,74,-0.2176325768630899,0.06250907329549334
see_v2x,latency_p95_ms,impaired_gru,30,speed_mean_kmh,74,-0.10490745838464742,0.3737117865076873
see_v2x,latency_p95_ms,impaired_gru,30,vehicle_count,74,0.21929459908775498,0.06048416158141664
see_v2x,latency_p95_ms,persistence,5,flow_proxy,74,0.2882839105060291,0.012744935742818157
see_v2x,latency_p95_ms,persistence,5,speed_mean_kmh,74,0.20407478445633115,0.08115294594984968
see_v2x,latency_p95_ms,persistence,5,vehicle_count,74,0.0714669556605989,0.5451191883097548
see_v2x,latency_p95_ms,persistence,10,flow_proxy,74,0.08143908900858944,0.49032897732719327
see_v2x,latency_p95_ms,persistence,10,speed_mean_kmh,74,0.1507977386990113,0.1996762365103593
see_v2x,latency_p95_ms,persistence,10,vehicle_count,74,0.12680614010407726,0.2816546374180579
see_v2x,latency_p95_ms,persistence,30,flow_proxy,74,0.2887455833462138,0.0125962156625759
see_v2x,latency_p95_ms,persistence,30,speed_mean_kmh,74,0.1924252397890027,0.1004837578491413
see_v2x,latency_p95_ms,persistence,30,vehicle_count,74,0.031655367742000846,0.7888987918047492
see_v2x,aoi_mean_s,ca_dtnet,5,flow_proxy,74,0.3167567567567567,0.005966032010723863
see_v2x,aoi_mean_s,ca_dtnet,5,speed_mean_kmh,74,0.15829692706405032,0.17796435207535485
see_v2x,aoi_mean_s,ca_dtnet,5,vehicle_count,74,0.06102924842650869,0.6054790662424157
see_v2x,aoi_mean_s,ca_dtnet,10,flow_proxy,74,0.1407922991484635,0.23150445475783984
see_v2x,aoi_mean_s,ca_dtnet,10,speed_mean_kmh,74,0.09082562014068862,0.44153569072352405
see_v2x,aoi_mean_s,ca_dtnet,10,vehicle_count,74,-0.171714179933358,0.1434993034424003
see_v2x,aoi_mean_s,ca_dtnet,30,flow_proxy,74,0.24022213994816732,0.039247651215179376
see_v2x,aoi_mean_s,ca_dtnet,30,speed_mean_kmh,74,0.5530248056275453,3.229957659883805e-07
see_v2x,aoi_mean_s,ca_dtnet,30,vehicle_count,74,-0.20494631617919284,0.07983481152283686
see_v2x,aoi_mean_s,graph_gru,5,flow_proxy,74,0.1203258052573121,0.30717119440115054
see_v2x,aoi_mean_s,graph_gru,5,speed_mean_kmh,74,0.2504701962236208,0.03136740122443365
see_v2x,aoi_mean_s,graph_gru,5,vehicle_count,74,0.030936690114772295,0.793584085281954
see_v2x,aoi_mean_s,graph_gru,10,flow_proxy,74,0.04906330988522768,0.6780516508102373
see_v2x,aoi_mean_s,graph_gru,10,speed_mean_kmh,74,0.2220955201777119,0.05719233642994996
see_v2x,aoi_mean_s,graph_gru,10,vehicle_count,74,-0.22120696038504253,0.05822044604497249
see_v2x,aoi_mean_s,graph_gru,30,flow_proxy,74,-0.3508774527952609,0.0021762828562593485
see_v2x,aoi_mean_s,graph_gru,30,speed_mean_kmh,74,0.4907663828211773,9.031528925298993e-06
see_v2x,aoi_mean_s,graph_gru,30,vehicle_count,74,-0.2492262125138837,0.0322467178635576
see_v2x,aoi_mean_s,historical_average,5,flow_proxy,74,0.18027397260273967,0.12429425678834732
see_v2x,aoi_mean_s,historical_average,5,speed_mean_kmh,74,0.03751203258052573,0.7510093796972441
see_v2x,aoi_mean_s,historical_average,5,vehicle_count,74,-0.277067752684191,0.016855717327966036
see_v2x,aoi_mean_s,historical_average,10,flow_proxy,74,0.2558311736393928,0.027804904626473056
see_v2x,aoi_mean_s,historical_average,10,speed_mean_kmh,74,0.007715660866345796,0.9479800454878833
see_v2x,aoi_mean_s,historical_average,10,vehicle_count,74,-0.23924472417623097,0.04007841774547565
see_v2x,aoi_mean_s,historical_average,30,flow_proxy,74,0.3018585708996668,0.008955375723282498
see_v2x,aoi_mean_s,historical_average,30,speed_mean_kmh,74,0.2748167345427619,0.017805572298945638
see_v2x,aoi_mean_s,historical_average,30,vehicle_count,74,0.07844502036282856,0.5064688793977793
see_v2x,aoi_mean_s,impaired_gru,5,flow_proxy,74,0.2570751573491299,0.027028955558071492
see_v2x,aoi_mean_s,impaired_gru,5,speed_mean_kmh,74,0.2014513143280266,0.08522538242154826
see_v2x,aoi_mean_s,impaired_gru,5,vehicle_count,74,-0.054542761940022194,0.6444036950757284
see_v2x,aoi_mean_s,impaired_gru,10,flow_proxy,74,0.07201777119585337,0.542017009572435
see_v2x,aoi_mean_s,impaired_gru,10,speed_mean_kmh,74,0.16469455757126988,0.16084597691692565
see_v2x,aoi_mean_s,impaired_gru,10,vehicle_count,74,-0.14905590522028875,0.204979404025299
see_v2x,aoi_mean_s,impaired_gru,30,flow_proxy,74,-0.370455386893743,0.0011583209499736937
see_v2x,aoi_mean_s,impaired_gru,30,speed_mean_kmh,74,0.4340466493891151,0.00011173262536633948
see_v2x,aoi_mean_s,impaired_gru,30,vehicle_count,74,-0.3061532765642354,0.007982263229703461
see_v2x,aoi_mean_s,persistence,5,flow_proxy,74,0.16093298778230283,0.17075684435286492
see_v2x,aoi_mean_s,persistence,5,speed_mean_kmh,74,0.055312847093669,0.6397294989814051
see_v2x,aoi_mean_s,persistence,5,vehicle_count,74,-0.051817845242502755,0.6610529359792094
see_v2x,aoi_mean_s,persistence,10,flow_proxy,74,0.07566086634579784,0.5217188925518348
see_v2x,aoi_mean_s,persistence,10,speed_mean_kmh,74,0.13614216956682706,0.24743770457506656
see_v2x,aoi_mean_s,persistence,10,vehicle_count,74,-0.24217697149203996,0.03762902803281663
see_v2x,aoi_mean_s,persistence,30,flow_proxy,74,-0.02750092558311736,0.8160811083772879
see_v2x,aoi_mean_s,persistence,30,speed_mean_kmh,74,0.02439096630877452,0.836574093406043
see_v2x,aoi_mean_s,persistence,30,vehicle_count,74,-0.4001036653091447,0.0004124567415780327
see_v2x,aoi_p95_s,ca_dtnet,5,flow_proxy,74,0.28553818167236084,0.01366123518230061
see_v2x,aoi_p95_s,ca_dtnet,5,speed_mean_kmh,74,0.1677555873530517,0.15310011927422362
see_v2x,aoi_p95_s,ca_dtnet,5,vehicle_count,74,0.3756359207905483,0.0009737774542388915
see_v2x,aoi_p95_s,ca_dtnet,10,flow_proxy,74,0.18694899742915969,0.11073164235261804
see_v2x,aoi_p95_s,ca_dtnet,10,speed_mean_kmh,74,0.21974091567674367,0.05994955722641614
see_v2x,aoi_p95_s,ca_dtnet,10,vehicle_count,74,0.23349187349139766,0.04526915558477836
see_v2x,aoi_p95_s,ca_dtnet,30,flow_proxy,74,0.14418687251773565,0.22033331340858092
see_v2x,aoi_p95_s,ca_dtnet,30,speed_mean_kmh,74,-0.18617150424895199,0.1122498376752308
see_v2x,aoi_p95_s,ca_dtnet,30,vehicle_count,74,0.5979379904726821,1.852804228924495e-08
see_v2x,aoi_p95_s,graph_gru,5,flow_proxy,74,0.6274065064989861,2.2076005313863024e-09
see_v2x,aoi_p95_s,graph_gru,5,speed_mean_kmh,74,0.41675158955565017,0.00022114705379511638
see_v2x,aoi_p95_s,graph_gru,5,vehicle_count,74,0.5129168244723213,2.9759552638633773e-06
see_v2x,aoi_p95_s,graph_gru,10,flow_proxy,74,0.5781652717524978,6.875735477868263e-08
see_v2x,aoi_p95_s,graph_gru,10,speed_mean_kmh,74,0.45587016799512037,4.472419267338259e-05
see_v2x,aoi_p95_s,graph_gru,10,vehicle_count,74,0.5527061813417747,3.2912496249880635e-07
see_v2x,aoi_p95_s,graph_gru,30,flow_proxy,74,0.14911099599238448,0.2048101550070669
see_v2x,aoi_p95_s,graph_gru,30,speed_mean_kmh,74,-0.17877769655481981,0.12750160941639893
see_v2x,aoi_p95_s,graph_gru,30,vehicle_count,74,0.5841870326580282,4.6546627757562535e-08
see_v2x,aoi_p95_s,historical_average,5,flow_proxy,74,0.43474064745065205,0.00010862906723327294
see_v2x,aoi_p95_s,historical_average,5,speed_mean_kmh,74,0.27495817643580883,0.01774456512628497
see_v2x,aoi_p95_s,historical_average,5,vehicle_count,74,0.37461450818125586,0.0010079005801349734
see_v2x,aoi_p95_s,historical_average,10,flow_proxy,74,0.21117324573014104,0.07090570868271165
see_v2x,aoi_p95_s,historical_average,10,speed_mean_kmh,74,0.2610700139422947,0.02465971564424663
see_v2x,aoi_p95_s,historical_average,10,vehicle_count,74,0.3426153280781974,0.0028070542526677034
see_v2x,aoi_p95_s,historical_average,30,flow_proxy,74,-0.17501219036832366,0.13585182658330916
see_v2x,aoi_p95_s,historical_average,30,speed_mean_kmh,74,-0.023019896119875326,0.8456441837518427
see_v2x,aoi_p95_s,historical_average,30,vehicle_count,74,0.45579394317353145,4.4872356815397467e-05
see_v2x,aoi_p95_s,impaired_gru,5,flow_proxy,74,0.5516085439108933,3.510915280849276e-07
see_v2x,aoi_p95_s,impaired_gru,5,speed_mean_kmh,74,0.42158424324439225,0.0001834140345151776
see_v2x,aoi_p95_s,impaired_gru,5,vehicle_count,74,0.5985782789740296,1.7731342919973037e-08
see_v2x,aoi_p95_s,impaired_gru,10,flow_proxy,74,0.5515628090179399,3.5203619675295537e-07
see_v2x,aoi_p95_s,impaired_gru,10,speed_mean_kmh,74,0.4622273181156423,3.3848664003430065e-05
see_v2x,aoi_p95_s,impaired_gru,10,vehicle_count,74,0.5439708167876764,5.469145043191912e-07
see_v2x,aoi_p95_s,impaired_gru,30,flow_proxy,74,-0.2136124400209888,0.0676344275081685
see_v2x,aoi_p95_s,impaired_gru,30,speed_mean_kmh,74,-0.20923713526178067,0.0735916975024247
see_v2x,aoi_p95_s,impaired_gru,30,vehicle_count,74,0.45840083207187493,4.0055393527613845e-05
see_v2x,aoi_p95_s,persistence,5,flow_proxy,74,0.30011236756017595,0.009379770926508107
see_v2x,aoi_p95_s,persistence,5,speed_mean_kmh,74,0.14022318179510812,0.23341522125459313
see_v2x,aoi_p95_s,persistence,5,vehicle_count,74,0.5248383865688396,1.584155855050189e-06
see_v2x,aoi_p95_s,persistence,10,flow_proxy,74,0.1481353182760454,0.20782235967212007
see_v2x,aoi_p95_s,persistence,10,speed_mean_kmh,74,0.09229301397995049,0.43416206694847437
see_v2x,aoi_p95_s,persistence,10,vehicle_count,74,0.4951564410420865,7.292223122083188e-06
see_v2x,aoi_p95_s,persistence,30,flow_proxy,74,0.5345341838749593,9.317093632195308e-07
see_v2x,aoi_p95_s,persistence,30,speed_mean_kmh,74,0.3492316425921218,0.0022907021475072203
see_v2x,aoi_p95_s,persistence,30,vehicle_count,74,0.1783355925896037,0.1284612441929882
see_v2x,packet_loss_mean,ca_dtnet,5,flow_proxy,74,0.012611894960944604,0.9150676039699075
see_v2x,packet_loss_mean,ca_dtnet,5,speed_mean_kmh,74,-0.014479226059744861,0.9025498584879932
see_v2x,packet_loss_mean,ca_dtnet,5,vehicle_count,74,-0.1731579091935097,0.14011271368666464
see_v2x,packet_loss_mean,ca_dtnet,10,flow_proxy,74,-0.006031775850886549,0.9593220297953216
see_v2x,packet_loss_mean,ca_dtnet,10,speed_mean_kmh,74,-0.07934675161092526,0.5015793846441366
see_v2x,packet_loss_mean,ca_dtnet,10,vehicle_count,74,-0.1945136561250269,0.09677652866572221
see_v2x,packet_loss_mean,ca_dtnet,30,flow_proxy,74,-0.045675511480177754,0.699179627439837
see_v2x,packet_loss_mean,ca_dtnet,30,speed_mean_kmh,74,0.5109225367550707,3.299358826209168e-06
see_v2x,packet_loss_mean,ca_dtnet,30,vehicle_count,74,-0.39612613444311195,0.00047642566713861507
see_v2x,packet_loss_mean,graph_gru,5,flow_proxy,74,-0.35320715934687746,0.0020230824632645377
see_v2x,packet_loss_mean,graph_gru,5,speed_mean_kmh,74,-0.19581782387656999,0.09451633160944188
see_v2x,packet_loss_mean,graph_gru,5,vehicle_count,74,-0.4027803539935986,0.00037393778473610007
see_v2x,packet_loss_mean,graph_gru,10,flow_proxy,74,-0.3769044801959379,0.0009328569988800844
see_v2x,packet_loss_mean,graph_gru,10,speed_mean_kmh,74,-0.28242641864949625,0.014768034723396217
see_v2x,packet_loss_mean,graph_gru,10,vehicle_count,74,-0.5880018148888815,3.620474535535783e-08
see_v2x,packet_loss_mean,graph_gru,30,flow_proxy,74,-0.11399611755533007,0.3334970637916149
see_v2x,packet_loss_mean,graph_gru,30,speed_mean_kmh,74,0.5389917835894176,7.258874054543305e-07
see_v2x,packet_loss_mean,graph_gru,30,vehicle_count,74,-0.40958277442494234,0.0002903848205534432
see_v2x,packet_loss_mean,historical_average,5,flow_proxy,74,-0.1739137336858812,0.13836393975772301
see_v2x,packet_loss_mean,historical_average,5,speed_mean_kmh,74,-0.06771298246363795,0.5664883380416992
see_v2x,packet_loss_mean,historical_average,5,vehicle_count,74,-0.2609521110132933,0.02472703070462292
see_v2x,packet_loss_mean,historical_average,10,flow_proxy,74,0.042859694743891646,0.7169165389074161
see_v2x,packet_loss_mean,historical_average,10,speed_mean_kmh,74,-0.23851449765151875,0.04070856838773539
see_v2x,packet_loss_mean,historical_average,10,vehicle_count,74,-0.3368309620121609,0.0033412136709615433
see_v2x,packet_loss_mean,historical_average,30,flow_proxy,74,0.29395644718018354,0.01101915181771234
see_v2x,packet_loss_mean,historical_average,30,speed_mean_kmh,74,0.2993954195076415,0.009559039519809328
see_v2x,packet_loss_mean,historical_average,30,vehicle_count,74,-0.21622508517060135,0.06426649084720004
see_v2x,packet_loss_mean,impaired_gru,5,flow_proxy,74,-0.23452789395646106,0.044295435574289346
see_v2x,packet_loss_mean,impaired_gru,5,speed_mean_kmh,74,-0.16476973933699424,0.16065232360091805
see_v2x,packet_loss_mean,impaired_gru,5,vehicle_count,74,-0.48747715740346753,1.058114982618865e-05
see_v2x,packet_loss_mean,impaired_gru,10,flow_proxy,74,-0.3875897637057394,0.0006453160044408117
see_v2x,packet_loss_mean,impaired_gru,10,speed_mean_kmh,74,-0.28346382481549637,0.01439074835864044
see_v2x,packet_loss_mean,impaired_gru,10,vehicle_count,74,-0.5721295005490793,1.0086874529762683e-07
see_v2x,packet_loss_mean,impaired_gru,30,flow_proxy,74,0.038754530344148226,0.7430427859137694
see_v2x,packet_loss_mean,impaired_gru,30,speed_mean_kmh,74,0.5225266657261867,1.7935425683677704e-06
see_v2x,packet_loss_mean,impaired_gru,30,vehicle_count,74,-0.33395586492353196,0.0036390147473056352
see_v2x,packet_loss_mean,persistence,5,flow_proxy,74,-0.07424864130943885,0.5295416766313967
see_v2x,packet_loss_mean,persistence,5,speed_mean_kmh,74,-0.051040383367207065,0.6658339442082961
see_v2x,packet_loss_mean,persistence,5,vehicle_count,74,-0.4986811439962691,6.128264475142617e-06
see_v2x,packet_loss_mean,persistence,10,flow_proxy,74,-0.004905449156372108,0.9669131624676399
see_v2x,packet_loss_mean,persistence,10,speed_mean_kmh,74,0.0005631633472572208,0.9962004587322377
see_v2x,packet_loss_mean,persistence,10,vehicle_count,74,-0.5485952006689617,4.187343850769689e-07
see_v2x,packet_loss_mean,persistence,30,flow_proxy,74,-0.5750935181662225,8.364528720901678e-08
see_v2x,packet_loss_mean,persistence,30,speed_mean_kmh,74,-0.2515265349907777,0.030636615985349086
see_v2x,packet_loss_mean,persistence,30,vehicle_count,74,-0.12469622115321727,0.2898031059024153
see_v2x,jitter_mean_ms,ca_dtnet,5,flow_proxy,74,-0.13350610884857458,0.2567962787217118
see_v2x,jitter_mean_ms,ca_dtnet,5,speed_mean_kmh,74,-0.1401406886338393,0.23369309120625587
see_v2x,jitter_mean_ms,ca_dtnet,5,vehicle_count,74,0.102258422806368,0.38596392844472305
see_v2x,jitter_mean_ms,ca_dtnet,10,flow_proxy,74,-0.3983857830433172,0.00043905414147951384
see_v2x,jitter_mean_ms,ca_dtnet,10,speed_mean_kmh,74,-0.11303961495742315,0.3375956644220901
see_v2x,jitter_mean_ms,ca_dtnet,10,vehicle_count,74,-0.08872269529803775,0.4522242198080011
see_v2x,jitter_mean_ms,ca_dtnet,30,flow_proxy,74,-0.3872491669751943,0.0006530664188551633
see_v2x,jitter_mean_ms,ca_dtnet,30,speed_mean_kmh,74,-0.5291817845242502,1.2514640275579745e-06
see_v2x,jitter_mean_ms,ca_dtnet,30,vehicle_count,74,0.1440503517215846,0.22077514764420764
see_v2x,jitter_mean_ms,graph_gru,5,flow_proxy,74,0.07213624583487596,0.5413508919865859
see_v2x,jitter_mean_ms,graph_gru,5,speed_mean_kmh,74,-0.19013698630136985,0.10467196250998763
see_v2x,jitter_mean_ms,graph_gru,5,vehicle_count,74,0.16140688633839317,0.16948414457290484
see_v2x,jitter_mean_ms,graph_gru,10,flow_proxy,74,-0.14040725657164013,0.23279601083432505
see_v2x,jitter_mean_ms,graph_gru,10,speed_mean_kmh,74,-0.131462421325435,0.26421532101949136
see_v2x,jitter_mean_ms,graph_gru,10,vehicle_count,74,0.2064568678267308,0.07759060177106417
see_v2x,jitter_mean_ms,graph_gru,30,flow_proxy,74,0.06834505738615326,0.5628629282999187
see_v2x,jitter_mean_ms,graph_gru,30,speed_mean_kmh,74,-0.5127138097001109,3.007462588842259e-06
see_v2x,jitter_mean_ms,graph_gru,30,vehicle_count,74,0.2851240281377267,0.01380427514363746
see_v2x,jitter_mean_ms,historical_average,5,flow_proxy,74,0.35691965938541276,0.0017988889385526315
see_v2x,jitter_mean_ms,historical_average,5,speed_mean_kmh,74,-0.13889670492410217,0.23791117361281955
see_v2x,jitter_mean_ms,historical_average,5,vehicle_count,74,-0.061799333580155484,0.6009271216884611
see_v2x,jitter_mean_ms,historical_average,10,flow_proxy,74,0.03570529433543131,0.7626400525413936
see_v2x,jitter_mean_ms,historical_average,10,speed_mean_kmh,74,0.006145871899296555,0.958553243850337
see_v2x,jitter_mean_ms,historical_average,10,vehicle_count,74,-0.08543502406516104,0.4692176535177338
see_v2x,jitter_mean_ms,historical_average,30,flow_proxy,74,-0.3416068122917437,0.0028942969507846808
see_v2x,jitter_mean_ms,historical_average,30,speed_mean_kmh,74,-0.2889152165864494,0.01254195026539476
see_v2x,jitter_mean_ms,historical_average,30,vehicle_count,74,-0.0602591632728619,0.610046066748028
see_v2x,jitter_mean_ms,impaired_gru,5,flow_proxy,74,-0.09269159570529431,0.43217130059305653
see_v2x,jitter_mean_ms,impaired_gru,5,speed_mean_kmh,74,-0.18296927064050347,0.11867268317549177
see_v2x,jitter_mean_ms,impaired_gru,5,vehicle_count,74,0.11069974083672711,0.34775488451030057
see_v2x,jitter_mean_ms,impaired_gru,10,flow_proxy,74,-0.09298778230285078,0.43069531792650884
see_v2x,jitter_mean_ms,impaired_gru,10,speed_mean_kmh,74,-0.10744168826360603,0.3622139607506075
see_v2x,jitter_mean_ms,impaired_gru,10,vehicle_count,74,0.2101888189559422,0.07226141087143227
see_v2x,jitter_mean_ms,impaired_gru,30,flow_proxy,74,-0.12174750092558309,0.3014488330838441
see_v2x,jitter_mean_ms,impaired_gru,30,speed_mean_kmh,74,-0.43777860051832646,9.595783046431594e-05
see_v2x,jitter_mean_ms,impaired_gru,30,vehicle_count,74,0.14194742687893372,0.2276597094366283
see_v2x,jitter_mean_ms,persistence,5,flow_proxy,74,0.030285079600148087,0.7978384645802422
see_v2x,jitter_mean_ms,persistence,5,speed_mean_kmh,74,-0.09221769714920398,0.43453882813877587
see_v2x,jitter_mean_ms,persistence,5,vehicle_count,74,0.3301443909663087,0.004070136869499696
see_v2x,jitter_mean_ms,persistence,10,flow_proxy,74,-0.4915660866345796,8.688272240258662e-06
see_v2x,jitter_mean_ms,persistence,10,speed_mean_kmh,74,-0.40818955942243607,0.0003059552235672935
see_v2x,jitter_mean_ms,persistence,10,vehicle_count,74,0.33393557941503144,0.003641197259180632
see_v2x,jitter_mean_ms,persistence,30,flow_proxy,74,0.12956682710107364,0.27122488368578257
see_v2x,jitter_mean_ms,persistence,30,speed_mean_kmh,74,-0.15625323954091075,0.18370290151051327
see_v2x,jitter_mean_ms,persistence,30,vehicle_count,74,-0.018200666419844497,0.8776765648995397
see_v2x,throughput_mean_bps,ca_dtnet,5,flow_proxy,74,-0.22097001110699738,0.05849713260560961
see_v2x,throughput_mean_bps,ca_dtnet,5,speed_mean_kmh,74,-0.23346908552388,0.04529077014936996
see_v2x,throughput_mean_bps,ca_dtnet,5,vehicle_count,74,-0.032891521658644944,0.7808574480843249
see_v2x,throughput_mean_bps,ca_dtnet,10,flow_proxy,74,-0.2973861532765642,0.010077472202971276
see_v2x,throughput_mean_bps,ca_dtnet,10,speed_mean_kmh,74,-0.1296556830803406,0.2708935506353681
see_v2x,throughput_mean_bps,ca_dtnet,10,vehicle_count,74,-0.11854868567197333,0.3144225171734782
see_v2x,throughput_mean_bps,ca_dtnet,30,flow_proxy,74,-0.24733061828952232,0.03362633137357266
see_v2x,throughput_mean_bps,ca_dtnet,30,speed_mean_kmh,74,-0.5833839318770824,4.9054966276573715e-08
see_v2x,throughput_mean_bps,ca_dtnet,30,vehicle_count,74,0.14671603109959272,0.21226006511226073
see_v2x,throughput_mean_bps,graph_gru,5,flow_proxy,74,0.15939281747500922,0.17494150824808943
see_v2x,throughput_mean_bps,graph_gru,5,speed_mean_kmh,74,-0.12494631617919287,0.288829208835593
see_v2x,throughput_mean_bps,graph_gru,5,vehicle_count,74,0.13368382080710844,0.2561579039644878
see_v2x,throughput_mean_bps,graph_gru,10,flow_proxy,74,0.12154017030729357,0.3022789873332638
see_v2x,throughput_mean_bps,graph_gru,10,speed_mean_kmh,74,0.010410958904109587,0.929847975946881
see_v2x,throughput_mean_bps,graph_gru,10,vehicle_count,74,0.31918548685671966,0.005573083228844535
see_v2x,throughput_mean_bps,graph_gru,30,flow_proxy,74,-0.09088485746019992,0.4412366712558178
see_v2x,throughput_mean_bps,graph_gru,30,speed_mean_kmh,74,-0.5563420955201777,2.652728476482319e-07
see_v2x,throughput_mean_bps,graph_gru,30,vehicle_count,74,0.2308330248056275,0.0478491887956778
see_v2x,throughput_mean_bps,historical_average,5,flow_proxy,74,0.23385412810070338,0.04492669596204735
see_v2x,throughput_mean_bps,historical_average,5,speed_mean_kmh,74,0.04725657164013328,0.6892897770187125
see_v2x,throughput_mean_bps,historical_average,5,vehicle_count,74,0.005908922621251388,0.9601498635381389
see_v2x,throughput_mean_bps,historical_average,10,flow_proxy,74,-0.06911514253980006,0.5584607980690062
see_v2x,throughput_mean_bps,historical_average,10,speed_mean_kmh,74,0.1291521658644946,0.27277469741494437
see_v2x,throughput_mean_bps,historical_average,10,vehicle_count,74,0.00738985560903369,0.9501738060855528
see_v2x,throughput_mean_bps,historical_average,30,flow_proxy,74,-0.29066271751203254,0.011994618772327789
see_v2x,throughput_mean_bps,historical_average,30,speed_mean_kmh,74,-0.3172010366530914,0.005892375740790462
see_v2x,throughput_mean_bps,historical_average,30,vehicle_count,74,-0.14253980007404662,0.2257054220354759
see_v2x,throughput_mean_bps,impaired_gru,5,flow_proxy,74,0.015742317660125876,0.8940959005347174
see_v2x,throughput_mean_bps,impaired_gru,5,speed_mean_kmh,74,-0.10898185857089965,0.3553333998461278
see_v2x,throughput_mean_bps,impaired_gru,5,vehicle_count,74,0.2063383931877082,0.0777647800202525
see_v2x,throughput_mean_bps,impaired_gru,10,flow_proxy,74,0.13560903369122543,0.24931132992137256
see_v2x,throughput_mean_bps,impaired_gru,10,speed_mean_kmh,74,0.021458718992965562,0.8559962693697079
see_v2x,throughput_mean_bps,impaired_gru,10,vehicle_count,74,0.27149944465012954,0.019288874585611394
see_v2x,throughput_mean_bps,impaired_gru,30,flow_proxy,74,-0.2269825990373935,0.051798834427826686
see_v2x,throughput_mean_bps,impaired_gru,30,speed_mean_kmh,74,-0.5327360236949277,1.0293773747660281e-06
see_v2x,throughput_mean_bps,impaired_gru,30,vehicle_count,74,0.08176231025546092,0.48860295722041347
see_v2x,throughput_mean_bps,persistence,5,flow_proxy,74,-0.07803035912624952,0.5087255211699115
see_v2x,throughput_mean_bps,persistence,5,speed_mean_kmh,74,-0.18045168456127358,0.12391745230666498
see_v2x,throughput_mean_bps,persistence,5,vehicle_count,74,0.346019992595335,0.0025296283159680433
see_v2x,throughput_mean_bps,persistence,10,flow_proxy,74,-0.34753054424287294,0.0024146058880113344
see_v2x,throughput_mean_bps,persistence,10,speed_mean_kmh,74,-0.3259089226212513,0.004601929644551772
see_v2x,throughput_mean_bps,persistence,10,vehicle_count,74,0.3683524620510922,0.0012418590261243953
see_v2x,throughput_mean_bps,persistence,30,flow_proxy,74,0.4992077008515364,5.970120069836718e-06
see_v2x,throughput_mean_bps,persistence,30,speed_mean_kmh,74,0.13830433172898923,0.2399381717748671
see_v2x,throughput_mean_bps,persistence,30,vehicle_count,74,-0.06603480192521287,0.5761667603586729
