domain,communication_metric,model,horizon_s,target,severity,samples,communication_mean,MAE,MAE_CI_lower,MAE_CI_upper,RMSE,RMSE_CI_lower,RMSE_CI_upper
see_v2x,latency_mean_ms,persistence,30,vehicle_count,Q4-severe,18,18.51167197016461,2.14298730528012,2.091985479248204,2.193078386246509,3.7502403772347517,3.6801540931226273,3.8284782252254557
see_v2x,latency_p95_ms,ca_dtnet,5,flow_proxy,S1,46,22.85777025362319,13234.655381939572,12489.917591331465,14023.977493519407,23098.089761930518,21613.01240141855,24629.264873640077
see_v2x,latency_p95_ms,ca_dtnet,5,flow_proxy,S2,16,23.212815476190478,12488.045367398856,11200.378438588394,13668.169540385095,22103.176643583516,19971.241793277317,24204.46580424157
see_v2x,latency_p95_ms,ca_dtnet,5,flow_proxy,S3,12,24.33567041666667,13515.383180438197,12265.515380045521,14728.899401279343,22609.37868186271,20174.865888612596,24962.9694944533
see_v2x,latency_p95_ms,ca_dtnet,5,speed_mean_kmh,S1,46,22.85777025362319,3.8528539541213904,3.53178046222312,4.186558098420592,7.51812535262915,6.873161651219273,8.181846897925235
see_v2x,latency_p95_ms,ca_dtnet,5,speed_mean_kmh,S2,16,23.212815476190478,3.4360796062682786,3.065555066975646,3.850489984286877,6.649674248603872,5.805141507115453,7.633299470910629
see_v2x,latency_p95_ms,ca_dtnet,5,speed_mean_kmh,S3,12,24.33567041666667,3.815972759778712,3.2355755876031815,4.406018881281768,7.65861495847015,6.191415889532447,9.266504987602255
see_v2x,latency_p95_ms,ca_dtnet,5,vehicle_count,S1,46,22.85777025362319,1.0167815590049374,0.9613434172237266,1.0706622182526295,1.779378957380755,1.6682627159552863,1.8988725585536288
see_v2x,latency_p95_ms,ca_dtnet,5,vehicle_count,S2,16,23.212815476190478,0.8128003375957286,0.7386231803523421,0.8819461338604384,1.4114661954506387,1.2790761009688982,1.548879365303448
see_v2x,latency_p95_ms,ca_dtnet,5,vehicle_count,S3,12,24.33567041666667,0.9833624455014415,0.94473005544108,1.0181707193553708,1.677823545566885,1.562156568754473,1.8011477840761234
see_v2x,latency_p95_ms,ca_dtnet,10,flow_proxy,S1,46,22.85777025362319,16701.2073319291,15683.377614131248,17675.509286703375,29351.481261070003,27469.013345623855,31235.141564226276
see_v2x,latency_p95_ms,ca_dtnet,10,flow_proxy,S2,16,23.212815476190478,13413.684892490102,12627.893054860186,14241.883713760128,23455.529887378027,22000.735709588407,24935.449150325305
see_v2x,latency_p95_ms,ca_dtnet,10,flow_proxy,S3,12,24.33567041666667,15656.49250786831,14092.02450383671,16972.119423726122,26796.801432236276,24202.61046726595,29474.397189820837
see_v2x,latency_p95_ms,ca_dtnet,10,speed_mean_kmh,S1,46,22.85777025362319,4.311900660336125,3.9486194634977925,4.6665402261598565,8.026833046103405,7.335252111038622,8.764529927725523
see_v2x,latency_p95_ms,ca_dtnet,10,speed_mean_kmh,S2,16,23.212815476190478,3.4478148199559246,3.150636280401281,3.8432679868552846,6.257268649974549,5.554388336308151,7.067141792516494
see_v2x,latency_p95_ms,ca_dtnet,10,speed_mean_kmh,S3,12,24.33567041666667,4.641086213912336,4.143510466430949,5.108259014802621,8.57282713186179,7.561400580901664,9.577953806625613
see_v2x,latency_p95_ms,ca_dtnet,10,vehicle_count,S1,46,22.85777025362319,1.3345703418681736,1.2626651895050434,1.4026316739182907,2.3324171560820215,2.182720619529608,2.471264971059624
see_v2x,latency_p95_ms,ca_dtnet,10,vehicle_count,S2,16,23.212815476190478,0.9767752256839396,0.9115601751166302,1.0439747160381558,1.6848342783631307,1.5912190391075176,1.7743590737606905
see_v2x,latency_p95_ms,ca_dtnet,10,vehicle_count,S3,12,24.33567041666667,1.4198908176363176,1.366384716853082,1.4818256655155029,2.3449487779698814,2.150214860387449,2.5542535760478047
see_v2x,latency_p95_ms,ca_dtnet,30,flow_proxy,S1,46,22.85777025362319,14448.94817492611,13986.507630523105,14924.742942946967,25124.59902146059,24285.263765643373,25975.71214097468
see_v2x,latency_p95_ms,ca_dtnet,30,flow_proxy,S2,16,23.212815476190478,15402.632118740927,14767.926308169895,16049.590110052357,27198.229762897157,25993.954609490178,28471.523794884088
see_v2x,latency_p95_ms,ca_dtnet,30,flow_proxy,S3,12,24.33567041666667,15072.061385701782,14041.0520291286,16256.640811853851,25448.110846094187,23296.18885304347,27792.972218516985
see_v2x,latency_p95_ms,ca_dtnet,30,speed_mean_kmh,S1,46,22.85777025362319,4.214241093537794,3.9342540775187422,4.485196370864101,7.836999421748267,7.277558451695071,8.472958588585795
see_v2x,latency_p95_ms,ca_dtnet,30,speed_mean_kmh,S2,16,23.212815476190478,4.432552092923071,4.058298134152362,4.840508846559535,8.358856329504384,7.430352570840241,9.406537247795011
see_v2x,latency_p95_ms,ca_dtnet,30,speed_mean_kmh,S3,12,24.33567041666667,4.023199991670247,3.7859999486541214,4.278922787626767,7.449067473546402,7.058314089714717,7.893074443571767
see_v2x,latency_p95_ms,ca_dtnet,30,vehicle_count,S1,46,22.85777025362319,1.628866026003227,1.5046239076461863,1.745374955614118,2.8722526304599354,2.647329788416285,3.069074415807575
see_v2x,latency_p95_ms,ca_dtnet,30,vehicle_count,S2,16,23.212815476190478,1.1735840663122512,1.0917210964921042,1.2559698981096339,2.0122227732568017,1.9020923629957907,2.150985169372555
see_v2x,latency_p95_ms,ca_dtnet,30,vehicle_count,S3,12,24.33567041666667,1.892862761631921,1.809469621183331,1.9733883944161834,3.3075356746062066,3.1426604137264604,3.457725266704758
see_v2x,latency_p95_ms,graph_gru,5,flow_proxy,S1,46,22.85777025362319,13465.110869546135,12517.568677247236,14409.04852763436,22215.28448283601,20907.431021612967,23583.173608271733
see_v2x,latency_p95_ms,graph_gru,5,flow_proxy,S2,16,23.212815476190478,13239.333998525331,11869.955748058104,14620.222397507781,22370.272766197202,20004.29806422815,24699.37154996338
see_v2x,latency_p95_ms,graph_gru,5,flow_proxy,S3,12,24.33567041666667,14383.858489029773,13616.964112064847,15126.724894523464,22841.753424932813,21947.303812941977,23700.70771050937
see_v2x,latency_p95_ms,graph_gru,5,speed_mean_kmh,S1,46,22.85777025362319,4.043353230406199,3.723048486195735,4.358401494037669,7.181492380148013,6.551992285725452,7.849887841502744
see_v2x,latency_p95_ms,graph_gru,5,speed_mean_kmh,S2,16,23.212815476190478,3.687642176253554,3.345886400527823,4.063271458734879,6.45779919199965,5.697319625344441,7.308664497609706
see_v2x,latency_p95_ms,graph_gru,5,speed_mean_kmh,S3,12,24.33567041666667,4.021107326547424,3.6343094141350574,4.4028947056619785,7.290853027263839,6.240444520736156,8.514879685006571
see_v2x,latency_p95_ms,graph_gru,5,vehicle_count,S1,46,22.85777025362319,1.046000057048201,0.9935366580010311,1.098656375730026,1.7371319058104875,1.649942451053916,1.822907691721929
see_v2x,latency_p95_ms,graph_gru,5,vehicle_count,S2,16,23.212815476190478,0.9201910504598909,0.8558884391174322,0.9929570751713471,1.535739764406134,1.4042697892180673,1.676793472616799
see_v2x,latency_p95_ms,graph_gru,5,vehicle_count,S3,12,24.33567041666667,1.0663348262705998,1.0254919886241831,1.1052109417185931,1.7362921860161444,1.6462450611959538,1.8213444325783341
see_v2x,latency_p95_ms,graph_gru,10,flow_proxy,S1,46,22.85777025362319,17787.64482763699,16691.042539776194,18751.334795948038,28944.255447700463,27397.273523908272,30473.086232922637
see_v2x,latency_p95_ms,graph_gru,10,flow_proxy,S2,16,23.212815476190478,16171.763539285417,14544.207228654412,17735.98953812928,27306.651375857968,25074.215223069386,29577.891926724173
see_v2x,latency_p95_ms,graph_gru,10,flow_proxy,S3,12,24.33567041666667,17819.65974083942,16839.714246693995,18739.069831137982,27858.751095205113,26197.75384910757,29658.932500212308
see_v2x,latency_p95_ms,graph_gru,10,speed_mean_kmh,S1,46,22.85777025362319,4.549297616806968,4.202057226575634,4.878550960358725,7.665490093196615,6.9851094630636625,8.38222125642789
see_v2x,latency_p95_ms,graph_gru,10,speed_mean_kmh,S2,16,23.212815476190478,3.965410178946396,3.6372886665585678,4.367615660316156,6.438409399717807,5.864696074245042,7.104335130682226
see_v2x,latency_p95_ms,graph_gru,10,speed_mean_kmh,S3,12,24.33567041666667,4.898218290832513,4.4789504604688135,5.312072518566024,8.097006013786432,7.1191805445301455,9.003301212844848
see_v2x,latency_p95_ms,graph_gru,10,vehicle_count,S1,46,22.85777025362319,1.3811178110696283,1.3273200811851429,1.434394209611816,2.3280080969605037,2.2353751153319226,2.426665684136173
see_v2x,latency_p95_ms,graph_gru,10,vehicle_count,S2,16,23.212815476190478,1.1248914512373949,1.076561099285389,1.168796622749288,1.8555036007416628,1.7893309642814537,1.9176578505523574
see_v2x,latency_p95_ms,graph_gru,10,vehicle_count,S3,12,24.33567041666667,1.558750387926194,1.4836864237832192,1.6314972105009748,2.508676533349151,2.3371608397579307,2.6908986226592804
see_v2x,latency_p95_ms,graph_gru,30,flow_proxy,S1,46,22.85777025362319,15991.581717848103,15527.681832617167,16479.14626701008,25685.845619604534,24776.00420344817,26566.621988895262
see_v2x,latency_p95_ms,graph_gru,30,flow_proxy,S2,16,23.212815476190478,14985.101177953873,14316.969173097035,15621.31698540997,24717.977145159093,23148.236334068286,26239.259067756095
see_v2x,latency_p95_ms,graph_gru,30,flow_proxy,S3,12,24.33567041666667,17019.527949505744,16010.957735064509,18091.337744424363,27454.967430375433,25690.484754019875,29131.196320917683
see_v2x,latency_p95_ms,graph_gru,30,speed_mean_kmh,S1,46,22.85777025362319,4.609522299571624,4.36322086513271,4.853946309398538,7.5897708415479945,7.063804236284289,8.171839562324267
see_v2x,latency_p95_ms,graph_gru,30,speed_mean_kmh,S2,16,23.212815476190478,4.49966204808468,4.199182465885919,4.817795855610886,7.652419320206939,6.872000606633872,8.583945989929155
see_v2x,latency_p95_ms,graph_gru,30,speed_mean_kmh,S3,12,24.33567041666667,4.3176274710561495,4.117623472669829,4.526857136151552,6.742358826428087,6.330546164705053,7.2095250385975405
see_v2x,latency_p95_ms,graph_gru,30,vehicle_count,S1,46,22.85777025362319,1.6250170227599796,1.5310133901030876,1.719236312678316,2.684860694713961,2.5283443415808664,2.8309035609943054
see_v2x,latency_p95_ms,graph_gru,30,vehicle_count,S2,16,23.212815476190478,1.284801983295254,1.2380512459614956,1.3315297614509443,2.148004210127503,2.06128844520489,2.247656766326062
see_v2x,latency_p95_ms,graph_gru,30,vehicle_count,S3,12,24.33567041666667,1.8473132007238349,1.6708040633545356,2.0062640178700617,3.146207444677947,2.892979254915356,3.3779218298472933
see_v2x,latency_p95_ms,historical_average,5,flow_proxy,S1,46,22.85777025362319,18563.983525657128,18027.510340265544,19164.929238524648,30445.744325101736,29491.572758700448,31464.982537550182
see_v2x,latency_p95_ms,historical_average,5,flow_proxy,S2,16,23.212815476190478,19238.128292507325,18244.65075265141,20218.165134192965,31087.803048782076,29635.839650270493,32628.14597955144
see_v2x,latency_p95_ms,historical_average,5,flow_proxy,S3,12,24.33567041666667,18935.210535677663,17488.56878672107,20246.537234632146,31682.65524178858,29638.621582573873,33567.57085362601
see_v2x,latency_p95_ms,historical_average,5,speed_mean_kmh,S1,46,22.85777025362319,5.706746737573546,5.459767536034028,5.975057037404475,8.959101623728273,8.42209867356296,9.485784215119072
see_v2x,latency_p95_ms,historical_average,5,speed_mean_kmh,S2,16,23.212815476190478,5.519770553435236,5.3416483240479105,5.739647961872308,8.430535891018856,8.031077806474004,8.861658075557674
see_v2x,latency_p95_ms,historical_average,5,speed_mean_kmh,S3,12,24.33567041666667,5.256744796622504,4.78664776724279,5.710857249634534,8.524203466182039,7.463594830118148,9.799999702221587
see_v2x,latency_p95_ms,historical_average,5,vehicle_count,S1,46,22.85777025362319,1.9929682611672428,1.8700997036158753,2.106962618397528,3.593378076835876,3.3239842811724905,3.8305190707463237
see_v2x,latency_p95_ms,historical_average,5,vehicle_count,S2,16,23.212815476190478,1.356771323417937,1.3057610145941825,1.4016310906667233,2.3965253235917494,2.2990652313207884,2.4894039255371467
see_v2x,latency_p95_ms,historical_average,5,vehicle_count,S3,12,24.33567041666667,2.1037937236283635,2.0508774540000543,2.1578399723003243,3.891686148843204,3.6954798599434326,4.101281605224509
see_v2x,latency_p95_ms,historical_average,10,flow_proxy,S1,46,22.85777025362319,19255.227847169393,18662.38161960675,19881.10752755443,31769.182025659025,30822.830558033467,32755.144828691817
see_v2x,latency_p95_ms,historical_average,10,flow_proxy,S2,16,23.212815476190478,19131.92168939783,18156.110889259922,20002.48785565974,30605.915136622392,28998.23118414122,32320.12835728083
see_v2x,latency_p95_ms,historical_average,10,flow_proxy,S3,12,24.33567041666667,18680.02047751129,17772.637464778152,19551.571797258814,30352.978141773605,29526.67320621946,31159.63020945606
see_v2x,latency_p95_ms,historical_average,10,speed_mean_kmh,S1,46,22.85777025362319,5.630184739631842,5.3559961491815695,5.881880112974416,8.939256702085894,8.392743240797605,9.53129953076099
see_v2x,latency_p95_ms,historical_average,10,speed_mean_kmh,S2,16,23.212815476190478,5.322733888717599,5.093940229871805,5.5895129612764025,7.876393648009069,7.4336165478289455,8.334753273919437
see_v2x,latency_p95_ms,historical_average,10,speed_mean_kmh,S3,12,24.33567041666667,5.672919556881805,5.2783857967512455,6.0784464485069805,8.997086232198285,8.21993719452099,9.893767794727536
see_v2x,latency_p95_ms,historical_average,10,vehicle_count,S1,46,22.85777025362319,1.9885963004959957,1.8718543489474126,2.107504091128461,3.5298007209628968,3.285913968727203,3.747423703069291
see_v2x,latency_p95_ms,historical_average,10,vehicle_count,S2,16,23.212815476190478,1.2619279177837592,1.2171648988621753,1.3068830771812663,2.1913306355804356,2.1414704989520086,2.2392311369993485
see_v2x,latency_p95_ms,historical_average,10,vehicle_count,S3,12,24.33567041666667,2.154219796745744,2.0662290740368845,2.247425701933494,3.786136587067222,3.464776955407496,4.146772205330276
see_v2x,latency_p95_ms,historical_average,30,flow_proxy,S1,46,22.85777025362319,18832.123722402055,18356.714148400977,19318.58544147969,30798.73812999544,30036.836559969746,31606.332804808382
see_v2x,latency_p95_ms,historical_average,30,flow_proxy,S2,16,23.212815476190478,21267.687673968794,20681.26322232788,21893.747760354585,34299.53191608869,33414.947001331646,35228.16153701628
see_v2x,latency_p95_ms,historical_average,30,flow_proxy,S3,12,24.33567041666667,18809.133983632088,18019.439857494264,19610.660453146636,30773.291780783708,29708.139769187743,31805.56365342024
see_v2x,latency_p95_ms,historical_average,30,speed_mean_kmh,S1,46,22.85777025362319,5.721308186881266,5.520152653200678,5.92522269074593,8.770690720164163,8.392160740122735,9.193880318221758
see_v2x,latency_p95_ms,historical_average,30,speed_mean_kmh,S2,16,23.212815476190478,5.616137236115549,5.271596288691792,5.993698550474457,8.741764450410539,7.9696976009096545,9.676226465953889
see_v2x,latency_p95_ms,historical_average,30,speed_mean_kmh,S3,12,24.33567041666667,5.482690615374621,5.289274069320199,5.665994468643887,8.167189195104006,7.91456639013397,8.418164504461185
see_v2x,latency_p95_ms,historical_average,30,vehicle_count,S1,46,22.85777025362319,1.8891607118355602,1.7813246186973375,1.986338105535887,3.352479798368127,3.1771877035375033,3.513766646289941
see_v2x,latency_p95_ms,historical_average,30,vehicle_count,S2,16,23.212815476190478,1.5449514686708443,1.420056271161662,1.6566113964735736,2.774213141363804,2.5536251746842957,2.989638212364415
see_v2x,latency_p95_ms,historical_average,30,vehicle_count,S3,12,24.33567041666667,2.068356407090701,1.9528881563165663,2.1894603354378748,3.6216894404791415,3.4623407373952872,3.77525038180568
see_v2x,latency_p95_ms,impaired_gru,5,flow_proxy,S1,46,22.85777025362319,13975.490141448034,13197.55246955916,14775.11042896479,23128.54575080089,21920.85072603736,24394.521245017306
see_v2x,latency_p95_ms,impaired_gru,5,flow_proxy,S2,16,23.212815476190478,14186.300459300142,12607.166295080484,15756.653891751896,23297.06771691691,20932.037364446416,25827.541324054047
see_v2x,latency_p95_ms,impaired_gru,5,flow_proxy,S3,12,24.33567041666667,14925.473064949203,14049.63426005639,15814.683908029552,24238.666927487047,22625.963991041477,25758.90842618026
see_v2x,latency_p95_ms,impaired_gru,5,speed_mean_kmh,S1,46,22.85777025362319,4.051349939543833,3.721346864051244,4.370641792964074,7.381495385349672,6.696801768627968,8.056161602113209
see_v2x,latency_p95_ms,impaired_gru,5,speed_mean_kmh,S2,16,23.212815476190478,3.6995495312194766,3.3252104099563615,4.126577625091953,6.5855435584056075,5.813044045137264,7.483574076261203
see_v2x,latency_p95_ms,impaired_gru,5,speed_mean_kmh,S3,12,24.33567041666667,4.008656844959789,3.5777652818007537,4.469542577744052,7.580260398276231,6.441249255961355,8.879235580538174
see_v2x,latency_p95_ms,impaired_gru,5,vehicle_count,S1,46,22.85777025362319,1.0651432890174939,1.0022064636296106,1.1263105501972628,1.8283461606014153,1.7085149883605122,1.9424633556306563
see_v2x,latency_p95_ms,impaired_gru,5,vehicle_count,S2,16,23.212815476190478,0.9136586946374704,0.8524848884995613,0.9758365272903605,1.4791464203284934,1.3656091976593234,1.5933484583327602
see_v2x,latency_p95_ms,impaired_gru,5,vehicle_count,S3,12,24.33567041666667,1.1145859777041738,1.0688085831839718,1.1607839623700156,1.8855138922431356,1.771891148342445,2.0099162711431493
see_v2x,latency_p95_ms,impaired_gru,10,flow_proxy,S1,46,22.85777025362319,17666.594274433097,16682.22701376215,18678.159401937406,29238.17088039479,27637.109121126425,30800.26097909417
see_v2x,latency_p95_ms,impaired_gru,10,flow_proxy,S2,16,23.212815476190478,15169.675334879463,13598.129295771612,16693.45197244132,24394.590085936743,22232.964204943863,26612.54342849575
see_v2x,latency_p95_ms,impaired_gru,10,flow_proxy,S3,12,24.33567041666667,17520.48138971356,16611.85981221827,18481.379848770892,28136.676631949184,27044.16475049133,29379.842492731645
see_v2x,latency_p95_ms,impaired_gru,10,speed_mean_kmh,S1,46,22.85777025362319,4.559609162429401,4.192628437624128,4.9152809339710775,7.945863089450133,7.223218145001373,8.745355614277182
see_v2x,latency_p95_ms,impaired_gru,10,speed_mean_kmh,S2,16,23.212815476190478,3.7617525575851847,3.427579482736223,4.192206876487951,6.379020175969227,5.809838398521644,7.053222410200319
see_v2x,latency_p95_ms,impaired_gru,10,speed_mean_kmh,S3,12,24.33567041666667,4.787068938467599,4.3552247453834045,5.229444256290622,8.458796703918358,7.535921344100813,9.389464387055257
see_v2x,latency_p95_ms,impaired_gru,10,vehicle_count,S1,46,22.85777025362319,1.3758636654113316,1.3148358113206526,1.4349408298821902,2.386315623950963,2.271523603375446,2.506530415967281
see_v2x,latency_p95_ms,impaired_gru,10,vehicle_count,S2,16,23.212815476190478,1.0591061723979827,1.0182602128374907,1.0956429808794756,1.6991608819598953,1.6406668913575926,1.7521986765585722
see_v2x,latency_p95_ms,impaired_gru,10,vehicle_count,S3,12,24.33567041666667,1.612850656252079,1.5412310241166207,1.6774773876297528,2.6440603916675918,2.4629074883654822,2.8286625452057836
see_v2x,latency_p95_ms,impaired_gru,30,flow_proxy,S1,46,22.85777025362319,15512.848867003275,15040.572360105383,15990.7446217018,26184.915300524313,25227.954453496015,27174.899773410398
see_v2x,latency_p95_ms,impaired_gru,30,flow_proxy,S2,16,23.212815476190478,13809.731026001475,13149.973322003605,14469.627096950982,23768.80854494073,22149.918873414135,25256.17705159282
see_v2x,latency_p95_ms,impaired_gru,30,flow_proxy,S3,12,24.33567041666667,14718.30625423415,13858.419889597773,15605.206273254176,25189.8746527269,23193.312691543935,27164.186679047823
see_v2x,latency_p95_ms,impaired_gru,30,speed_mean_kmh,S1,46,22.85777025362319,4.70323494768828,4.460494630969071,4.943025599668754,8.128631496767145,7.5734345289711795,8.742797176148308
see_v2x,latency_p95_ms,impaired_gru,30,speed_mean_kmh,S2,16,23.212815476190478,4.527325609122935,4.260149855460857,4.822259960770066,8.09535063739649,7.398360252562751,8.96989427659741
see_v2x,latency_p95_ms,impaired_gru,30,speed_mean_kmh,S3,12,24.33567041666667,4.347116168806125,4.139583501412518,4.587065309068241,6.982499596919484,6.502725946816865,7.503381299217168
see_v2x,latency_p95_ms,impaired_gru,30,vehicle_count,S1,46,22.85777025362319,1.6374053378510307,1.527599841085916,1.7426591572758716,2.7346835357223362,2.557576603519632,2.8928004130424045
see_v2x,latency_p95_ms,impaired_gru,30,vehicle_count,S2,16,23.212815476190478,1.187980761179206,1.113713602896938,1.2613216113527004,2.146385243178355,2.0291559991668806,2.259122565502846
see_v2x,latency_p95_ms,impaired_gru,30,vehicle_count,S3,12,24.33567041666667,1.9199022956509761,1.7461714474299537,2.094719468632498,3.1610893875841763,2.9352877384263922,3.3702556664695837
see_v2x,latency_p95_ms,persistence,5,flow_proxy,S1,46,22.85777025362319,15922.060163732995,15190.868953231033,16728.07354943845,27710.25930054468,26613.92253070489,28824.341448310304
see_v2x,latency_p95_ms,persistence,5,flow_proxy,S2,16,23.212815476190478,16010.394539968842,14691.267575641372,17550.160993665406,29607.990014880277,27260.271244592797,32458.746104801005
see_v2x,latency_p95_ms,persistence,5,flow_proxy,S3,12,24.33567041666667,16863.427164335164,15887.223333967888,17937.967158266994,27985.884043398688,26656.773446906445,29154.34566196832
see_v2x,latency_p95_ms,persistence,5,speed_mean_kmh,S1,46,22.85777025362319,4.555292772064126,4.149690038408611,4.979359860235977,9.41652543817487,8.701635140416062,10.197956586747884
see_v2x,latency_p95_ms,persistence,5,speed_mean_kmh,S2,16,23.212815476190478,4.280462836602021,3.741518321448687,4.904582644270422,8.728469237858603,7.7536573909222515,9.785984535780626
see_v2x,latency_p95_ms,persistence,5,speed_mean_kmh,S3,12,24.33567041666667,4.760628164094084,4.137733081564461,5.422917692961863,10.519196572269694,8.814661052940473,12.251235869001157
see_v2x,latency_p95_ms,persistence,5,vehicle_count,S1,46,22.85777025362319,1.0848182876264645,1.0359765164029655,1.1372149418464739,1.8949591325124544,1.8155092020381745,1.9723247443863905
see_v2x,latency_p95_ms,persistence,5,vehicle_count,S2,16,23.212815476190478,0.9293033060187891,0.8534836304767993,1.005148599512708,1.7397186919603624,1.59678163493776,1.8950321316524121
see_v2x,latency_p95_ms,persistence,5,vehicle_count,S3,12,24.33567041666667,1.1352459389010365,1.064173528190317,1.2076503141230555,1.8902344477469546,1.7783977529313197,2.013737384134658
see_v2x,latency_p95_ms,persistence,10,flow_proxy,S1,46,22.85777025362319,21022.79345190526,19967.26718906123,21949.786513850904,36737.75702956576,34982.658154936085,38359.366414768556
see_v2x,latency_p95_ms,persistence,10,flow_proxy,S2,16,23.212815476190478,20086.874901031515,18835.92100370369,21340.260245989848,36855.03443644622,34732.392034624594,38960.726393085686
see_v2x,latency_p95_ms,persistence,10,flow_proxy,S3,12,24.33567041666667,20660.07188102019,19708.261099149833,21749.12107490994,35680.15688000926,34059.54115832638,37435.0690625683
see_v2x,latency_p95_ms,persistence,10,speed_mean_kmh,S1,46,22.85777025362319,5.359434859325748,4.946910390131059,5.756421153227825,9.968667701792185,9.208787576912586,10.735162166306754
see_v2x,latency_p95_ms,persistence,10,speed_mean_kmh,S2,16,23.212815476190478,5.276568783001754,4.919233120619643,5.645895273480831,9.61142057891347,8.951859032848981,10.272581190128053
see_v2x,latency_p95_ms,persistence,10,speed_mean_kmh,S3,12,24.33567041666667,5.068491843986432,4.452512825186514,5.6983481474531805,9.804981491302849,8.769667163689197,10.950652733344544
see_v2x,latency_p95_ms,persistence,10,vehicle_count,S1,46,22.85777025362319,1.5342124569326414,1.4682733890961592,1.599073470797451,2.742619438612133,2.644356656664073,2.84739354198081
see_v2x,latency_p95_ms,persistence,10,vehicle_count,S2,16,23.212815476190478,1.2254098687306447,1.1659836354657829,1.295082001298799,2.216907029742984,2.105811304514382,2.314404298583221
see_v2x,latency_p95_ms,persistence,10,vehicle_count,S3,12,24.33567041666667,1.7062842142917358,1.6530055309672573,1.7595628998817299,2.9714179507055714,2.8792697025347658,3.076170120346106
see_v2x,latency_p95_ms,persistence,30,flow_proxy,S1,46,22.85777025362319,28340.36017175606,27160.155390767075,29567.786697600375,47647.71093902823,45850.3378645137,49574.9325132181
see_v2x,latency_p95_ms,persistence,30,flow_proxy,S2,16,23.212815476190478,31229.62317085843,29809.676416284165,32590.77900718765,52181.92444974529,50812.45689107827,53678.980297076996
see_v2x,latency_p95_ms,persistence,30,flow_proxy,S3,12,24.33567041666667,29484.890736534657,27682.687417757243,31361.868753084425,50776.03945045388,47748.37384944602,53772.766905879886
see_v2x,latency_p95_ms,persistence,30,speed_mean_kmh,S1,46,22.85777025362319,7.186270227126319,6.858460786026877,7.494320558435864,12.238899233085522,11.684238677662615,12.828399936900905
see_v2x,latency_p95_ms,persistence,30,speed_mean_kmh,S2,16,23.212815476190478,7.532352725364687,7.0222856944592085,8.053548305459051,12.816315354058823,11.79319113690037,13.993224431008345
see_v2x,latency_p95_ms,persistence,30,speed_mean_kmh,S3,12,24.33567041666667,7.202265637893819,6.6675530671705,7.775725444782175,12.095141625877362,11.289441090985045,12.999018274507288
see_v2x,latency_p95_ms,persistence,30,vehicle_count,S1,46,22.85777025362319,2.415894613900118,2.337785198943537,2.485780577935095,4.515807286525912,4.303137847261013,4.733212734044044
see_v2x,latency_p95_ms,persistence,30,vehicle_count,S2,16,23.212815476190478,2.1557377663293265,2.107556403213157,2.2028945376309297,3.798527515305147,3.6827976669885003,3.9248314434279954
see_v2x,latency_p95_ms,persistence,30,vehicle_count,S3,12,24.33567041666667,2.482240544761615,2.4043375260539555,2.5737706037333683,4.649161816225615,4.319729074407065,4.982883785225035
see_v2x,aoi_mean_s,ca_dtnet,5,flow_proxy,Q1-mild,19,0.022283136818086885,11456.829050671498,10318.774099837769,12613.293480554363,19623.104206274496,17870.236444057246,21468.43514754785
see_v2x,aoi_mean_s,ca_dtnet,5,flow_proxy,Q2-moderate,18,0.022556692118907328,13236.094094377764,12311.089330295974,14112.321901134754,21893.23896769375,20181.97883596404,23655.010794279766
see_v2x,aoi_mean_s,ca_dtnet,5,flow_proxy,Q3-high,19,0.022975109456279584,14929.004117977147,13822.81924066402,15970.983913331782,27013.939545094443,24797.017673094306,29249.935266777626
see_v2x,aoi_mean_s,ca_dtnet,5,flow_proxy,Q4-severe,18,0.025523084200470312,12844.830428318664,11922.468916588388,13788.88826216438,22627.409268555286,20985.48156611593,24118.152267437676
see_v2x,aoi_mean_s,ca_dtnet,5,speed_mean_kmh,Q1-mild,19,0.022283136818086885,3.2827614869994637,3.045062817178319,3.50509905850765,6.444334626118142,5.758826478213039,7.11598252918459
see_v2x,aoi_mean_s,ca_dtnet,5,speed_mean_kmh,Q2-moderate,18,0.022556692118907328,3.613212833366079,3.2118652642533707,4.0066087424899095,7.275404572325783,6.290914022090066,8.23373240652671
see_v2x,aoi_mean_s,ca_dtnet,5,speed_mean_kmh,Q3-high,19,0.022975109456279584,4.772701909687409,4.250923963690628,5.304303900662145,9.1690820055179,8.042683607254942,10.32143481950644
see_v2x,aoi_mean_s,ca_dtnet,5,speed_mean_kmh,Q4-severe,18,0.025523084200470312,3.3282551760878314,2.993142380567177,3.7534780634315354,6.473318633183099,5.642967321959292,7.431247581501693
see_v2x,aoi_mean_s,ca_dtnet,5,vehicle_count,Q1-mild,19,0.022283136818086885,0.8426395009815542,0.753606715054467,0.9312467193910962,1.4241023191530773,1.2967607333028455,1.5597168486874782
see_v2x,aoi_mean_s,ca_dtnet,5,vehicle_count,Q2-moderate,18,0.022556692118907328,1.0351537130843096,0.9949257369315417,1.0707023539717313,1.7045257628490815,1.6103308996513999,1.819250353144397
see_v2x,aoi_mean_s,ca_dtnet,5,vehicle_count,Q3-high,19,0.022975109456279584,1.1244201576796164,1.0615428262721938,1.188702605176549,2.0932574792389933,1.941749698631368,2.242416855058045
