domain,communication_metric,model,horizon_s,target,severity,samples,communication_mean,MAE,MAE_CI_lower,MAE_CI_upper,RMSE,RMSE_CI_lower,RMSE_CI_upper
cicv5g,aoi_p95_s,ca_dtnet,30,flow_proxy,Q3-high,21,0.3221212410418713,16139.22433132229,15524.733961482974,16734.42022867263,27870.587294163655,26810.744699527993,28851.464997306135
cicv5g,aoi_p95_s,ca_dtnet,30,flow_proxy,Q4-severe,16,0.41158933223908145,13659.85665819906,12896.586946993677,14417.580975512657,24276.74972017543,22907.428337837315,25554.626509686153
cicv5g,aoi_p95_s,ca_dtnet,30,speed_mean_kmh,Q1-mild,19,0.21057941099527863,3.6517836831555086,3.414843527870012,3.9205281902754794,6.605105379299613,6.148204194746925,7.128115136205101
cicv5g,aoi_p95_s,ca_dtnet,30,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,4.39159240439266,4.035139086659653,4.81670967642028,8.420373774486917,7.484809204547181,9.380686107637423
cicv5g,aoi_p95_s,ca_dtnet,30,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.840586238375043,4.590420823637669,5.096271935825196,9.092248883334475,8.351927882057884,9.858449601798336
cicv5g,aoi_p95_s,ca_dtnet,30,speed_mean_kmh,Q4-severe,16,0.41158933223908145,3.915532115125282,3.5052153793628382,4.364058515608294,7.224790641957513,6.441592747477382,8.256975038062286
cicv5g,aoi_p95_s,ca_dtnet,30,vehicle_count,Q1-mild,19,0.21057941099527863,1.9167902655808295,1.8840634260008855,1.952211573727741,3.404173480314529,3.3359533467136058,3.4777132941486704
cicv5g,aoi_p95_s,ca_dtnet,30,vehicle_count,Q2-moderate,18,0.25868722848788633,1.9599797761612057,1.9198373023563136,1.9993589173614164,3.4599490578050265,3.4034307352048034,3.509958648515922
cicv5g,aoi_p95_s,ca_dtnet,30,vehicle_count,Q3-high,21,0.3221212410418713,1.3843510807355688,1.2551237668627224,1.5131165267007611,2.3586775609392703,2.1584228328049107,2.590863816729196
cicv5g,aoi_p95_s,ca_dtnet,30,vehicle_count,Q4-severe,16,0.41158933223908145,1.036995511068302,0.9596192852192836,1.1272622392038534,1.830410785331635,1.6742925648681082,1.9946499856267537
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q1-mild,19,0.21057941099527863,15000.038725946637,14213.893947833776,15718.458476941498,24006.56432850823,22956.90617676205,25009.35046720346
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q2-moderate,18,0.25868722848788633,15280.93168330899,14541.562083378667,16182.214763207518,24494.600092873443,23303.31945430511,25732.708251889362
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q3-high,21,0.3221212410418713,13890.9132920104,12906.207805679816,14783.548818273295,23745.218965913642,22071.112101340186,25271.881960382565
cicv5g,aoi_p95_s,graph_gru,5,flow_proxy,Q4-severe,16,0.41158933223908145,9294.004256778266,8790.754340640895,9772.627086018265,15790.314818444082,14851.109234345853,16754.560237930094
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q1-mild,19,0.21057941099527863,4.044272140628883,3.8312784947920484,4.311318596471951,7.268203827964277,6.581748711223039,7.988541235088692
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,4.666618653580207,4.140860578752304,5.317788814976614,8.557095021480324,7.185401563951809,9.818554033591395
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.060844349593074,3.750369332787619,4.37802022381458,7.119167871768097,6.472722884920391,7.759389715191461
cicv5g,aoi_p95_s,graph_gru,5,speed_mean_kmh,Q4-severe,16,0.41158933223908145,2.90161989556333,2.81321758337771,2.988642568328895,4.929752373905263,4.669858090929459,5.198685829693026
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q1-mild,19,0.21057941099527863,1.1215291079908714,1.0613670577445695,1.1787464067004798,1.7800390420406198,1.7089547178727664,1.8464334089135563
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q2-moderate,18,0.25868722848788633,1.0982743733453775,1.05692534312977,1.1400517080141723,1.8288912883726178,1.7410039252254943,1.9127440479217765
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q3-high,21,0.3221212410418713,1.0030266838293032,0.9353630164394258,1.0670347311538382,1.7412928689654146,1.594239495950566,1.8790355359948643
cicv5g,aoi_p95_s,graph_gru,5,vehicle_count,Q4-severe,16,0.41158933223908145,0.8301611863299366,0.7879729891987309,0.8753857235999819,1.3302022018072934,1.2645848253797796,1.3979129023243748
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q1-mild,19,0.21057941099527863,20092.88543940647,19120.02204021619,21098.935275594456,32213.994932413065,31194.69335058956,33314.25197404402
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q2-moderate,18,0.25868722848788633,18223.7203434652,17467.02892624764,18908.26463255139,29287.65858933169,27660.61308187379,30880.7737310338
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q3-high,21,0.3221212410418713,18125.467828104396,17315.320935363605,18966.32065488241,29611.19148388088,28200.556068798585,30943.633269984453
cicv5g,aoi_p95_s,graph_gru,10,flow_proxy,Q4-severe,16,0.41158933223908145,12240.032786714944,11562.897652311105,12956.19831358197,20836.246176433306,19650.620976608283,22097.78124642747
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q1-mild,19,0.21057941099527863,4.871134590626486,4.65437213872829,5.113224978321444,7.993316593833058,7.364540900366688,8.732168854560928
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,4.5156761692664436,4.102914214972316,5.038427689398074,7.834752200460335,6.725094443117719,9.118692053589545
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.882205138977075,4.403406423727877,5.372412219340455,8.128305145839736,7.273008621128629,9.089103237637616
cicv5g,aoi_p95_s,graph_gru,10,speed_mean_kmh,Q4-severe,16,0.41158933223908145,3.4191105199932603,3.255238708771458,3.5934195495384413,5.535809887681053,5.216516682171405,5.920824629511492
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q1-mild,19,0.21057941099527863,1.5379417473858414,1.4920337503416603,1.5839768774973142,2.5765291019799132,2.5004446680838366,2.653369308434083
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q2-moderate,18,0.25868722848788633,1.4431563405173313,1.3817525153954882,1.5063664716433514,2.3464256773779173,2.259783765574033,2.426990328382891
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q3-high,21,0.3221212410418713,1.2752505030367693,1.1770209030093328,1.3676079936296401,2.153722023044423,1.963498434367907,2.357612174628141
cicv5g,aoi_p95_s,graph_gru,10,vehicle_count,Q4-severe,16,0.41158933223908145,1.1249374906309542,1.08861936694688,1.1651388063402364,1.8563039243183577,1.7694918316458634,1.9405669647474586
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q1-mild,19,0.21057941099527863,15843.004588567803,15375.688267447806,16373.228528052257,24942.746123411307,23967.288045378493,26135.352076539315
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q2-moderate,18,0.25868722848788633,17405.041535393433,16670.450726439,18128.82508849052,28626.497864513585,27279.57179330391,29988.707662174307
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q3-high,21,0.3221212410418713,15166.49130488341,14443.554342374126,15856.278676252306,24508.100038748948,23169.847725562813,25791.353588862883
cicv5g,aoi_p95_s,graph_gru,30,flow_proxy,Q4-severe,16,0.41158933223908145,15323.3666006844,14628.721270447053,16073.356335211101,25054.641453365493,23810.839900442348,26129.339736045582
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q1-mild,19,0.21057941099527863,4.131304464041494,3.9323478946090256,4.354042849033607,6.370213231928595,6.0322349424530906,6.767840816483736
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,4.683134475864076,4.295685955785189,5.09840462241336,8.02829419757907,7.025255142650875,9.07820346044758
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.918508946419036,4.668555334761722,5.166443404541647,8.430626493865432,7.795253509460277,9.092974484856061
cicv5g,aoi_p95_s,graph_gru,30,speed_mean_kmh,Q4-severe,16,0.41158933223908145,4.3515740527104745,3.9921664602470304,4.739976547919466,6.850765018656292,6.207581039188274,7.725136246287169
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q1-mild,19,0.21057941099527863,1.797326300138525,1.7493247514036094,1.851401646899191,3.022025435267688,2.948317370219379,3.105216372184259
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q2-moderate,18,0.25868722848788633,1.9791041069199042,1.8835458829123004,2.0611337633551368,3.3096438795376963,3.157848782227269,3.458051240463222
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q3-high,21,0.3221212410418713,1.3483674610498209,1.301889075811134,1.391908579671468,2.257635721040573,2.154956561990942,2.3671746154965088
cicv5g,aoi_p95_s,graph_gru,30,vehicle_count,Q4-severe,16,0.41158933223908145,1.2372573151018995,1.1684825071834968,1.3106439898101354,2.0242217459403564,1.8872610957590907,2.1597008996093368
cicv5g,aoi_p95_s,historical_average,5,flow_proxy,Q1-mild,19,0.21057941099527863,18894.9948628247,18155.427423614692,19641.66946194075,30905.798087374522,29927.360529461985,31819.248550621855
cicv5g,aoi_p95_s,historical_average,5,flow_proxy,Q2-moderate,18,0.25868722848788633,20192.0053082761,19257.425171491537,21152.003077551984,33897.551157614515,32441.953683292915,35211.44173573854
cicv5g,aoi_p95_s,historical_average,5,flow_proxy,Q3-high,21,0.3221212410418713,18522.53173410751,17580.61067163062,19502.365657059458,30436.761701619213,29052.721119703474,31849.61640849502
cicv5g,aoi_p95_s,historical_average,5,flow_proxy,Q4-severe,16,0.41158933223908145,17346.353558098766,16803.371409921663,17859.462795769938,27597.679400342204,26644.54716623662,28596.591502985986
cicv5g,aoi_p95_s,historical_average,5,speed_mean_kmh,Q1-mild,19,0.21057941099527863,5.8677114314796235,5.552040056827947,6.214345813341878,9.410932799123048,8.670873807300609,10.157542850686545
cicv5g,aoi_p95_s,historical_average,5,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,5.68871529836414,5.149478930513916,6.303559666802181,9.382956267582225,8.130114585122598,10.602285316183321
cicv5g,aoi_p95_s,historical_average,5,speed_mean_kmh,Q3-high,21,0.3221212410418713,5.512164297592345,5.356438722073391,5.683129779168487,8.533581368315637,8.231127372637664,8.830367503635742
cicv5g,aoi_p95_s,historical_average,5,speed_mean_kmh,Q4-severe,16,0.41158933223908145,5.266798345294397,5.124807067474881,5.393647239745714,7.649471612971281,7.385943260414668,7.897896518064025
cicv5g,aoi_p95_s,historical_average,5,vehicle_count,Q1-mild,19,0.21057941099527863,2.185443615274706,2.1339492176261423,2.233988019642854,3.670472515458616,3.5831821315017494,3.762379677831613
cicv5g,aoi_p95_s,historical_average,5,vehicle_count,Q2-moderate,18,0.25868722848788633,2.2559457124489373,2.200287622666916,2.3075322342088933,4.241046820246276,4.046415322930693,4.4246024847393866
cicv5g,aoi_p95_s,historical_average,5,vehicle_count,Q3-high,21,0.3221212410418713,1.60478117839387,1.4351486726078932,1.781621787864651,3.019689367349275,2.5797938121516557,3.486719176891837
cicv5g,aoi_p95_s,historical_average,5,vehicle_count,Q4-severe,16,0.41158933223908145,1.4249718507093112,1.367328399715358,1.489060030652064,2.5530458265972045,2.3893139556954983,2.72329533546581
cicv5g,aoi_p95_s,historical_average,10,flow_proxy,Q1-mild,19,0.21057941099527863,19140.700091913048,18337.264866040554,19903.329336449344,31120.789940236038,30124.23961666221,32099.203721504782
cicv5g,aoi_p95_s,historical_average,10,flow_proxy,Q2-moderate,18,0.25868722848788633,20296.778974703848,19609.918270848233,21039.555221342525,33813.91733833498,32606.73930516025,35029.30652095353
cicv5g,aoi_p95_s,historical_average,10,flow_proxy,Q3-high,21,0.3221212410418713,19218.70941272806,18381.402098311275,20096.109586020884,32005.361688916044,30929.77446923924,33112.77031102376
cicv5g,aoi_p95_s,historical_average,10,flow_proxy,Q4-severe,16,0.41158933223908145,17712.70329824916,16989.363874877585,18469.05381947734,27703.414790362825,26661.07035232,28893.687235993944
cicv5g,aoi_p95_s,historical_average,10,speed_mean_kmh,Q1-mild,19,0.21057941099527863,5.952751748782563,5.663531276752583,6.253028042600265,9.321215938246706,8.6810853283938,10.10506340261027
cicv5g,aoi_p95_s,historical_average,10,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,5.314193977880161,4.879451328079912,5.838879069287453,8.797877455722775,7.814488399591399,9.953417617622296
cicv5g,aoi_p95_s,historical_average,10,speed_mean_kmh,Q3-high,21,0.3221212410418713,5.69868357346855,5.3597648839085705,6.072170506725521,8.755084771905523,8.062297575313785,9.590452868597058
cicv5g,aoi_p95_s,historical_average,10,speed_mean_kmh,Q4-severe,16,0.41158933223908145,5.23732156584855,5.1159766413744325,5.359406614604745,7.86696651317264,7.589525788720119,8.179325691251549
cicv5g,aoi_p95_s,historical_average,10,vehicle_count,Q1-mild,19,0.21057941099527863,2.2416120737435037,2.193810131044116,2.2849849492293632,3.784213786399341,3.7093255066469175,3.85551414955866
cicv5g,aoi_p95_s,historical_average,10,vehicle_count,Q2-moderate,18,0.25868722848788633,2.1508911733421403,2.1039496080957836,2.1983510787900316,3.8641333671548628,3.685001477497647,4.045031324023711
cicv5g,aoi_p95_s,historical_average,10,vehicle_count,Q3-high,21,0.3221212410418713,1.642050238247695,1.41071705670428,1.8619988071501568,3.0568765299428016,2.5595751414396832,3.6260713459936253
cicv5g,aoi_p95_s,historical_average,10,vehicle_count,Q4-severe,16,0.41158933223908145,1.3579492839886371,1.3106093137168875,1.40179764881664,2.326055793700816,2.233216109410505,2.4193576111632775
cicv5g,aoi_p95_s,historical_average,30,flow_proxy,Q1-mild,19,0.21057941099527863,18083.658396055525,17560.684521811465,18622.865191516466,29803.751895012923,28846.610241620383,30861.741477385505
cicv5g,aoi_p95_s,historical_average,30,flow_proxy,Q2-moderate,18,0.25868722848788633,18876.755207309718,18113.469047021743,19644.337221611153,31024.35966245561,29929.65158084492,32054.559667830785
cicv5g,aoi_p95_s,historical_average,30,flow_proxy,Q3-high,21,0.3221212410418713,20987.640780935268,20336.11356900267,21651.288874169746,33610.83240278506,32577.542682360767,34515.4985935951
cicv5g,aoi_p95_s,historical_average,30,flow_proxy,Q4-severe,16,0.41158933223908145,19259.921385081867,18417.059547450597,20146.59011484131,31517.295351167573,30215.02755877328,32763.2605865456
cicv5g,aoi_p95_s,historical_average,30,speed_mean_kmh,Q1-mild,19,0.21057941099527863,5.476322678003817,5.22779561548365,5.7688419209564925,8.069664788419386,7.684248507814656,8.50158472468332
cicv5g,aoi_p95_s,historical_average,30,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,5.847567027961683,5.6197559326606745,6.15200434845769,9.05479569750437,8.405917286935514,9.820294046554395
cicv5g,aoi_p95_s,historical_average,30,speed_mean_kmh,Q3-high,21,0.3221212410418713,5.8569179841339585,5.589221859815122,6.135291598039194,9.305082523322953,8.615656977900562,10.015147483381307
cicv5g,aoi_p95_s,historical_average,30,speed_mean_kmh,Q4-severe,16,0.41158933223908145,5.408065294167903,5.084786403501785,5.733486024858256,8.100599259408693,7.535219298273879,8.777938685359773
cicv5g,aoi_p95_s,historical_average,30,vehicle_count,Q1-mild,19,0.21057941099527863,1.931529423052972,1.8765411174700295,1.9855266447458955,3.67901432370015,3.5887032987889436,3.764069777215346
cicv5g,aoi_p95_s,historical_average,30,vehicle_count,Q2-moderate,18,0.25868722848788633,2.2190039802796635,2.152909158858985,2.276091911364246,3.7862705908359473,3.7019428463581026,3.8609044579321146
cicv5g,aoi_p95_s,historical_average,30,vehicle_count,Q3-high,21,0.3221212410418713,1.8212415273963543,1.732231433515694,1.9072504907714485,3.1965878369672405,3.117282036880211,3.288394313020401
cicv5g,aoi_p95_s,historical_average,30,vehicle_count,Q4-severe,16,0.41158933223908145,1.3471056481183643,1.2547926354092371,1.442358137916571,2.304954181927651,2.1932795017151365,2.448599372014599
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q1-mild,19,0.21057941099527863,14975.636196224237,14278.864453798022,15662.141378248789,24128.480577757306,23084.83456446553,25063.811514487752
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q2-moderate,18,0.25868722848788633,15826.275553968913,15087.86318894395,16772.69625974438,26189.861879673866,24737.456847662055,27651.584771792892
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q3-high,21,0.3221212410418713,15036.628719305332,14026.681417600264,15992.081744524206,24765.660010216285,23115.216650808685,26202.99577928685
cicv5g,aoi_p95_s,impaired_gru,5,flow_proxy,Q4-severe,16,0.41158933223908145,10136.870574172186,9686.837548902107,10547.864713654717,17162.390175416243,16205.004762018905,18153.429935341457
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q1-mild,19,0.21057941099527863,4.093779208172694,3.8465173758273594,4.391304212643883,7.568962933644846,6.789695110736077,8.347019534123108
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,4.67537736467283,4.111989027064052,5.332655287196213,8.795106176180887,7.3656348549967685,10.12508779635963
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.083792132840348,3.7789644978913435,4.4128213522174295,7.290884921634873,6.6140425787856625,7.978800948653603
cicv5g,aoi_p95_s,impaired_gru,5,speed_mean_kmh,Q4-severe,16,0.41158933223908145,2.850226378973419,2.7309662063054936,2.988661144754527,5.008615028531449,4.729627160725773,5.29999439214253
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q1-mild,19,0.21057941099527863,1.173483431740207,1.1269912364298371,1.2154575811335189,1.8648894454814207,1.8087830349599583,1.9170300058279668
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q2-moderate,18,0.25868722848788633,1.1410278607869406,1.1036894828743884,1.1811699126833906,1.9948571726068327,1.8816464725753446,2.115463420362944
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q3-high,21,0.3221212410418713,1.0041406311285184,0.9251264468035652,1.073907347822146,1.7855483428712358,1.5976210332294785,1.9638819733069486
cicv5g,aoi_p95_s,impaired_gru,5,vehicle_count,Q4-severe,16,0.41158933223908145,0.8102013723862738,0.7472075439602978,0.8761964692745049,1.3169050961998674,1.2236373017033866,1.416794652988096
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q1-mild,19,0.21057941099527863,19920.84873159578,18873.556832318543,20880.171286877805,31417.55409132465,30199.758366362195,32751.751695630337
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q2-moderate,18,0.25868722848788633,17429.60528537685,16702.631997471843,18097.51275209539,30104.07846043382,28770.912203780354,31462.906346348987
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q3-high,21,0.3221212410418713,17828.755689023525,16839.87174185086,18817.259707399568,28936.167850808408,27351.577987703513,30670.42997537629
cicv5g,aoi_p95_s,impaired_gru,10,flow_proxy,Q4-severe,16,0.41158933223908145,12416.839405651011,11693.235999711698,13301.00905946229,20322.863567607077,18906.119544709803,22104.886303583833
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q1-mild,19,0.21057941099527863,4.988956326452173,4.746185535198101,5.2477501177135455,8.359430362191242,7.645691339615772,9.20388489173015
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,4.437819299510782,3.973437692614438,5.005315088904382,8.280245414781398,7.157529507372288,9.571701268924324
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.780230708087771,4.256779642714023,5.3139024574744145,8.249605750799518,7.316080640453375,9.32009750472047
cicv5g,aoi_p95_s,impaired_gru,10,speed_mean_kmh,Q4-severe,16,0.41158933223908145,3.2452704878659233,3.081692418259455,3.4020206111545033,5.458143960239214,5.122900742060905,5.795596910007558
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q1-mild,19,0.21057941099527863,1.5369576874260336,1.4958928197336052,1.5777570957058167,2.6246931476530917,2.533484637480884,2.7031203210181327
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q2-moderate,18,0.25868722848788633,1.47405437016864,1.4087402445306596,1.5427306336007018,2.4661964643895264,2.400652235962305,2.5388555169161404
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q3-high,21,0.3221212410418713,1.2615169326763318,1.134492840549089,1.3785881355191774,2.1677623426644113,1.901953084329271,2.4451036161932196
cicv5g,aoi_p95_s,impaired_gru,10,vehicle_count,Q4-severe,16,0.41158933223908145,1.072679289388137,1.027311838360407,1.1137843509160739,1.776010832467533,1.695968233729348,1.8586478724208753
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q1-mild,19,0.21057941099527863,14726.77147378934,14054.968498677168,15362.934007866843,24900.328366251484,23595.03573372649,26362.974430481117
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q2-moderate,18,0.25868722848788633,15813.62187915136,15158.119436486077,16574.771102974606,26670.88407251996,25366.00442110872,28172.17908368951
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q3-high,21,0.3221212410418713,14064.924686318966,13287.637300769286,14811.890495060381,24139.373013908113,22453.21318140292,25836.415245750894
cicv5g,aoi_p95_s,impaired_gru,30,flow_proxy,Q4-severe,16,0.41158933223908145,15510.177819249071,14863.536159239986,16288.649294943063,26343.948765763307,25127.043832275125,27564.452592326576
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q1-mild,19,0.21057941099527863,4.166428029086745,3.970448491378616,4.388457196685317,6.575395425552219,6.193132977473891,6.983410152921351
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,4.874857741028701,4.51329603799591,5.266762880425117,8.775974593885236,7.806987826174585,9.810327736755347
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.870933830933713,4.618374530563343,5.141636857479745,8.819440345002885,8.226644024376935,9.474350832252465
cicv5g,aoi_p95_s,impaired_gru,30,speed_mean_kmh,Q4-severe,16,0.41158933223908145,4.487723883866908,4.121500018198381,4.870069582008579,7.428298169500531,6.77949877928688,8.267463004358236
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q1-mild,19,0.21057941099527863,1.765495270071992,1.7103951383797857,1.8246104703064545,3.0441043175855977,2.954471101821863,3.1441447452723743
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q2-moderate,18,0.25868722848788633,2.0907871308178545,2.006578898416521,2.1692274836822474,3.3517380295454338,3.2502258184453776,3.4565351804692552
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q3-high,21,0.3221212410418713,1.2817676387946446,1.1651436290178685,1.3956246764741884,2.257856209358075,2.0839656144462286,2.441080990224716
cicv5g,aoi_p95_s,impaired_gru,30,vehicle_count,Q4-severe,16,0.41158933223908145,1.2057866497046068,1.139030106942846,1.2730451487935683,2.0441579483513945,1.905604862918584,2.1738114350414204
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q1-mild,19,0.21057941099527863,15676.616237423756,14885.531751000715,16435.870091792443,26433.912678186156,25282.978100622044,27623.294068916064
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q2-moderate,18,0.25868722848788633,18538.91137062832,17695.333216804735,19519.985260824124,31289.549676026236,29731.700484745394,32739.323788428712
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q3-high,21,0.3221212410418713,15998.835904630705,14959.613044460473,17114.205497851894,29473.9662865112,27485.46652226687,31586.460469662503
cicv5g,aoi_p95_s,persistence,5,flow_proxy,Q4-severe,16,0.41158933223908145,13841.897893140831,13216.839804642812,14509.333661186929,24761.24042264472,23745.625686999058,25694.379669282403
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q1-mild,19,0.21057941099527863,4.234218909753405,3.8884307926687263,4.553729547707176,9.353952363878333,8.41593076196558,10.166785055867946
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,5.7980437779616345,5.12354866452371,6.487935864958656,11.937968140782566,10.690329509507903,13.064354702072198
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q3-high,21,0.3221212410418713,4.336819048773798,3.855753903892705,4.862910924822674,9.01617359115642,8.067496754038599,9.902321665787655
cicv5g,aoi_p95_s,persistence,5,speed_mean_kmh,Q4-severe,16,0.41158933223908145,3.680528220708289,3.371636188077394,3.9975806889853445,7.296672030668467,6.734439954019874,7.8033842882011095
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q1-mild,19,0.21057941099527863,1.1622088506597705,1.1035375834971726,1.2165660547443735,1.948825333823883,1.868274327805172,2.02517458641363
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q2-moderate,18,0.25868722848788633,1.1384335589176038,1.0746812888027168,1.2085610621097378,1.942622821495867,1.8433505959652405,2.043459599376387
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q3-high,21,0.3221212410418713,1.0093677140218853,0.9523614668546094,1.0655933296894993,1.8788153205976863,1.7750250878969471,1.9868553763271228
cicv5g,aoi_p95_s,persistence,5,vehicle_count,Q4-severe,16,0.41158933223908145,0.903688545165215,0.8196465336988971,0.9980020736825262,1.6054986660114594,1.4736570564784657,1.7458411922967692
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q1-mild,19,0.21057941099527863,21069.35965136427,19994.031895262473,22210.51199456352,35581.16700713028,34438.45163869412,36846.23872966736
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q2-moderate,18,0.25868722848788633,22134.81186420274,21144.477436078167,23211.613519828512,39157.012234894035,37098.682859630186,41233.08297669532
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q3-high,21,0.3221212410418713,21650.677178143895,20363.994172600862,22794.304943791605,38652.973440583344,36446.6344892549,40870.40772942728
cicv5g,aoi_p95_s,persistence,10,flow_proxy,Q4-severe,16,0.41158933223908145,17572.788899423125,16280.760346564091,18829.903814215068,31990.430499609676,29651.305081897808,33967.94304388907
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q1-mild,19,0.21057941099527863,5.099902469545169,4.750707295945955,5.4073627633411645,9.569733094905041,8.770124545138705,10.290046776309858
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q2-moderate,18,0.25868722848788633,5.643805265101229,5.111469091054655,6.272950834044626,10.77819263246896,9.560345067290319,11.940826193056072
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q3-high,21,0.3221212410418713,5.895672983840091,5.315554503043779,6.439954783877861,10.898542593108415,9.994112889286598,11.891214072075726
cicv5g,aoi_p95_s,persistence,10,speed_mean_kmh,Q4-severe,16,0.41158933223908145,4.325013297916894,3.9431257673123086,4.705083521189511,7.801336080700536,7.252290901715622,8.318832484124265
cicv5g,aoi_p95_s,persistence,10,vehicle_count,Q1-mild,19,0.21057941099527863,1.6773080906397428,1.6169111935825917,1.7351165429367474,2.896451427452604,2.8028537571778074,2.985445315583058
cicv5g,aoi_p95_s,persistence,10,vehicle_count,Q2-moderate,18,0.25868722848788633,1.6393443160432297,1.5363616099340776,1.7331740112204588,2.8758917637389207,2.70322694698493,3.0165106891609086
cicv5g,aoi_p95_s,persistence,10,vehicle_count,Q3-high,21,0.3221212410418713,1.3590945036238582,1.2654176841392861,1.4559134052045875,2.480511683057494,2.306143458382173,2.6576643745376463
