domain,communication_metric,model,horizon_s,target,mild_MAE,severe_MAE,relative_degradation_pct
see_v2x,aoi_mean_s,graph_gru,30,vehicle_count,1.4759771422671843,1.286279941972216,-12.852312788418354
see_v2x,aoi_mean_s,historical_average,5,flow_proxy,17796.239185067905,19333.108877130555,8.63592400663681
see_v2x,aoi_mean_s,historical_average,5,speed_mean_kmh,5.489080111123259,5.448135457262967,-0.7459292441866188
see_v2x,aoi_mean_s,historical_average,5,vehicle_count,1.7761263951579616,1.3343820611526196,-24.871221593378372
see_v2x,aoi_mean_s,historical_average,10,flow_proxy,18338.272050478776,19670.901447958895,7.266930023783785
see_v2x,aoi_mean_s,historical_average,10,speed_mean_kmh,5.378720376157224,5.318499831848178,-1.1196072668888073
see_v2x,aoi_mean_s,historical_average,10,vehicle_count,1.7583394620561317,1.2914476403569524,-26.55299668346834
see_v2x,aoi_mean_s,historical_average,30,flow_proxy,19362.853353359566,20944.7680143521,8.169842698918368
see_v2x,aoi_mean_s,historical_average,30,speed_mean_kmh,5.519844442843843,5.918543735097227,7.223016801641441
see_v2x,aoi_mean_s,historical_average,30,vehicle_count,1.5588533251673613,1.6718468783487483,7.2485044379916515
see_v2x,aoi_mean_s,impaired_gru,5,flow_proxy,12354.430456716887,14090.652718939007,14.053438305419904
see_v2x,aoi_mean_s,impaired_gru,5,speed_mean_kmh,3.3862236156096004,3.5755845990998356,5.592099176738387
see_v2x,aoi_mean_s,impaired_gru,5,vehicle_count,0.9459632047689114,0.9150867596691123,-3.2640217524041684
see_v2x,aoi_mean_s,impaired_gru,10,flow_proxy,15831.986383974127,16450.60079447379,3.9073707840316447
see_v2x,aoi_mean_s,impaired_gru,10,speed_mean_kmh,3.793928387835828,3.9241225725397886,3.4316458048661964
see_v2x,aoi_mean_s,impaired_gru,10,vehicle_count,1.26377309644688,1.0987691263659225,-13.056455248115629
see_v2x,aoi_mean_s,impaired_gru,30,flow_proxy,15617.299371944719,13524.980124259337,-13.397445985076864
see_v2x,aoi_mean_s,impaired_gru,30,speed_mean_kmh,4.306878823849645,4.980236496092714,15.634469838130968
see_v2x,aoi_mean_s,impaired_gru,30,vehicle_count,1.498209077901298,1.1295063809886643,-24.609562169264045
see_v2x,aoi_mean_s,persistence,5,flow_proxy,15128.24699248626,15779.658105781593,4.3059259517539505
see_v2x,aoi_mean_s,persistence,5,speed_mean_kmh,4.2672893189331695,3.933747162646858,-7.816253611509806
see_v2x,aoi_mean_s,persistence,5,vehicle_count,1.001725654139206,0.9936248010457073,-0.8086897823926446
see_v2x,aoi_mean_s,persistence,10,flow_proxy,20303.01249829044,19269.06692635794,-5.092572208282158
see_v2x,aoi_mean_s,persistence,10,speed_mean_kmh,4.938420958780074,4.84692900323112,-1.8526560641012995
see_v2x,aoi_mean_s,persistence,10,vehicle_count,1.4477998734488131,1.2714025847945887,-12.183817022697044
see_v2x,aoi_mean_s,persistence,30,flow_proxy,29579.99053992658,29845.35022261947,0.8970918443486994
see_v2x,aoi_mean_s,persistence,30,speed_mean_kmh,7.27820413496809,7.254746547990341,-0.32229910717696053
see_v2x,aoi_mean_s,persistence,30,vehicle_count,2.37273521769224,2.1001822018092557,-11.48687020372153
see_v2x,aoi_p95_s,ca_dtnet,5,flow_proxy,10439.842253653225,15282.470215824253,46.38602619184023
see_v2x,aoi_p95_s,ca_dtnet,5,speed_mean_kmh,2.9492571860899153,3.3538800772660524,13.719484747297747
see_v2x,aoi_p95_s,ca_dtnet,5,vehicle_count,0.7659938757543399,0.9762751253517745,27.452079384465673
see_v2x,aoi_p95_s,ca_dtnet,10,flow_proxy,13405.589759177637,17411.203382901906,29.8801745814949
see_v2x,aoi_p95_s,ca_dtnet,10,speed_mean_kmh,3.5049399579426117,4.467977695040724,27.476582934554862
see_v2x,aoi_p95_s,ca_dtnet,10,vehicle_count,1.066671586343901,1.2937854285544592,21.291824305532135
see_v2x,aoi_p95_s,ca_dtnet,30,flow_proxy,13750.090221777768,15197.47511141339,10.526366491342456
see_v2x,aoi_p95_s,ca_dtnet,30,speed_mean_kmh,4.108577127841989,4.064067154418491,-1.083342771236774
see_v2x,aoi_p95_s,ca_dtnet,30,vehicle_count,1.0286299514293524,1.9201187364628447,86.66758877941948
see_v2x,aoi_p95_s,graph_gru,5,flow_proxy,9469.926260370925,16254.913939910994,71.64773508243921
see_v2x,aoi_p95_s,graph_gru,5,speed_mean_kmh,2.9403690219728786,3.91338119989431,33.09149862963209
see_v2x,aoi_p95_s,graph_gru,5,vehicle_count,0.8388147893168542,1.138673078229047,35.747853895329804
see_v2x,aoi_p95_s,graph_gru,10,flow_proxy,13118.319263883102,21036.053244122988,60.35631410521223
see_v2x,aoi_p95_s,graph_gru,10,speed_mean_kmh,3.563329295618094,4.967717372338136,39.41224501776541
see_v2x,aoi_p95_s,graph_gru,10,vehicle_count,1.1616978461539695,1.4175649544254072,22.025271624287605
see_v2x,aoi_p95_s,graph_gru,30,flow_proxy,15017.726405902838,18849.41245796564,25.51442174731707
see_v2x,aoi_p95_s,graph_gru,30,speed_mean_kmh,4.540611089740881,4.977038863483847,9.611652796423643
see_v2x,aoi_p95_s,graph_gru,30,vehicle_count,1.2477689848436413,1.9499404880387308,56.274158606022986
see_v2x,aoi_p95_s,historical_average,5,flow_proxy,17340.636865963268,18892.787819509507,8.950945490312142
see_v2x,aoi_p95_s,historical_average,5,speed_mean_kmh,5.242539955178254,5.802562519476735,10.682275538541179
see_v2x,aoi_p95_s,historical_average,5,vehicle_count,1.402836951586859,2.2397174591809663,59.65629153707541
see_v2x,aoi_p95_s,historical_average,10,flow_proxy,17973.57423934217,19239.8400136668,7.045152830827642
see_v2x,aoi_p95_s,historical_average,10,speed_mean_kmh,5.273799796422209,5.796220744786317,9.90596851492022
see_v2x,aoi_p95_s,historical_average,10,vehicle_count,1.3689414782676304,1.9806898392096228,44.68769236559179
see_v2x,aoi_p95_s,historical_average,30,flow_proxy,19502.91866122185,18698.307307704803,-4.1255945712190485
see_v2x,aoi_p95_s,historical_average,30,speed_mean_kmh,5.514246625264756,5.926407333946752,7.474469967413902
see_v2x,aoi_p95_s,historical_average,30,vehicle_count,1.3931799596430003,2.142380450821215,53.77628931674894
see_v2x,aoi_p95_s,impaired_gru,5,flow_proxy,10369.89246963827,17564.6653875786,69.38136474412609
see_v2x,aoi_p95_s,impaired_gru,5,speed_mean_kmh,2.8935208410491433,4.056114900245811,40.17921829646157
see_v2x,aoi_p95_s,impaired_gru,5,vehicle_count,0.8075857157672431,1.1302792322157453,39.957803382659925
see_v2x,aoi_p95_s,impaired_gru,10,flow_proxy,13366.30920876602,21157.652602562113,58.29091091713238
see_v2x,aoi_p95_s,impaired_gru,10,speed_mean_kmh,3.42738621416908,5.1917644352242265,51.47882688601557
see_v2x,aoi_p95_s,impaired_gru,10,vehicle_count,1.1113150280931114,1.3289651873621344,19.584919829977785
see_v2x,aoi_p95_s,impaired_gru,30,flow_proxy,15182.415971054668,14657.425218663513,-3.4578867644761293
see_v2x,aoi_p95_s,impaired_gru,30,speed_mean_kmh,4.666863775191376,5.043974294516412,8.080598377901255
see_v2x,aoi_p95_s,impaired_gru,30,vehicle_count,1.1843843937943876,1.9838263910072236,67.4985245205594
see_v2x,aoi_p95_s,persistence,5,flow_proxy,13790.143550669416,13869.629284473414,0.5763952602225244
see_v2x,aoi_p95_s,persistence,5,speed_mean_kmh,3.5731399521512364,2.6979655162577703,-24.493147348377605
see_v2x,aoi_p95_s,persistence,5,vehicle_count,0.9068162397600134,1.0000000259457016,10.275928139835285
see_v2x,aoi_p95_s,persistence,10,flow_proxy,17733.99551107966,22611.7335206402,27.505014346655965
see_v2x,aoi_p95_s,persistence,10,speed_mean_kmh,4.3252333308968725,5.365126165153367,24.042467823039203
see_v2x,aoi_p95_s,persistence,10,vehicle_count,1.3192407594399624,1.5409836648036033,16.80837270195751
see_v2x,aoi_p95_s,persistence,30,flow_proxy,26894.385775590312,23780.272086683795,-11.579047444659501
see_v2x,aoi_p95_s,persistence,30,speed_mean_kmh,6.537508737070103,6.5804295222870826,0.6565312090208008
see_v2x,aoi_p95_s,persistence,30,vehicle_count,2.202761074307804,2.459016505058996,11.633373795130291
see_v2x,packet_loss_mean,ca_dtnet,5,flow_proxy,13005.564644239303,12599.783126813118,-3.1200607472710558
see_v2x,packet_loss_mean,ca_dtnet,5,speed_mean_kmh,3.6201495739868896,3.780013796240424,4.41595626215741
see_v2x,packet_loss_mean,ca_dtnet,5,vehicle_count,1.0286534366488016,0.9045578635276192,-12.063885415002215
see_v2x,packet_loss_mean,ca_dtnet,10,flow_proxy,16387.547615664676,15629.887244085314,-4.623390816906985
see_v2x,packet_loss_mean,ca_dtnet,10,speed_mean_kmh,4.37738747462046,3.860009652504315,-11.819328856170571
see_v2x,packet_loss_mean,ca_dtnet,10,vehicle_count,1.3699267556217374,1.2062350862413675,-11.948935774393664
see_v2x,packet_loss_mean,ca_dtnet,30,flow_proxy,14464.93309968819,13954.878759945263,-3.526143786683469
see_v2x,packet_loss_mean,ca_dtnet,30,speed_mean_kmh,3.599246062942318,4.718348304357274,31.09268493276734
see_v2x,packet_loss_mean,ca_dtnet,30,vehicle_count,1.8769440472807462,1.3567629078152526,-27.71425911431344
see_v2x,packet_loss_mean,graph_gru,5,flow_proxy,14875.359788319673,11942.035782282437,-19.719348289905213
see_v2x,packet_loss_mean,graph_gru,5,speed_mean_kmh,4.022470568375694,3.8646556978079634,-3.9233318800670465
see_v2x,packet_loss_mean,graph_gru,5,vehicle_count,1.114958069007766,0.8814554493060189,-20.942726376721534
see_v2x,packet_loss_mean,graph_gru,10,flow_proxy,19794.3742854398,15284.77578231125,-22.78222306043495
see_v2x,packet_loss_mean,graph_gru,10,speed_mean_kmh,4.890976634215922,3.9079746896477547,-20.098275172314857
see_v2x,packet_loss_mean,graph_gru,10,vehicle_count,1.537412346076459,1.2188895585310613,-20.718110290090376
see_v2x,packet_loss_mean,graph_gru,30,flow_proxy,15887.883948196535,15349.536303593675,-3.388416269641936
see_v2x,packet_loss_mean,graph_gru,30,speed_mean_kmh,4.093881348673679,5.068617886571561,23.809594184568002
see_v2x,packet_loss_mean,graph_gru,30,vehicle_count,1.781326600264253,1.505513245315219,-15.483592585422512
see_v2x,packet_loss_mean,historical_average,5,flow_proxy,18981.088863609315,18796.440026775443,-0.972804237736778
see_v2x,packet_loss_mean,historical_average,5,speed_mean_kmh,5.800280225657893,5.7899268286462675,-0.17849822062004742
see_v2x,packet_loss_mean,historical_average,5,vehicle_count,2.173208501260422,1.6889296164722347,-22.28405062279616
see_v2x,packet_loss_mean,historical_average,10,flow_proxy,19158.179943158462,19098.975252980963,-0.3090308701198458
see_v2x,packet_loss_mean,historical_average,10,speed_mean_kmh,5.94836411863034,5.217725947855353,-12.28301016843134
see_v2x,packet_loss_mean,historical_average,10,vehicle_count,2.2213953850657884,1.6405363617701314,-26.148385136021872
see_v2x,packet_loss_mean,historical_average,30,flow_proxy,17992.829542668464,19080.54925161067,6.045295468187306
see_v2x,packet_loss_mean,historical_average,30,speed_mean_kmh,5.4618203520687345,5.924107748764743,8.463980249268232
see_v2x,packet_loss_mean,historical_average,30,vehicle_count,1.922979528783246,1.7142910729077652,-10.852349266676404
see_v2x,packet_loss_mean,impaired_gru,5,flow_proxy,14914.575813247604,12737.470389049286,-14.597166231593953
see_v2x,packet_loss_mean,impaired_gru,5,speed_mean_kmh,4.059521746359543,3.8718277351844113,-4.6235498277868645
see_v2x,packet_loss_mean,impaired_gru,5,vehicle_count,1.1693297820664588,0.8873846400242273,-24.11168722076031
see_v2x,packet_loss_mean,impaired_gru,10,flow_proxy,19720.5627651739,14974.908918044901,-24.0644950331099
see_v2x,packet_loss_mean,impaired_gru,10,speed_mean_kmh,5.002230092170452,3.7848217111853995,-24.337312680934502
see_v2x,packet_loss_mean,impaired_gru,10,vehicle_count,1.5457666297745623,1.1831731167353996,-23.457196171088544
see_v2x,packet_loss_mean,impaired_gru,30,flow_proxy,14487.899775782404,14740.608561551211,1.744274806421939
see_v2x,packet_loss_mean,impaired_gru,30,speed_mean_kmh,4.12542007403123,5.17159208359535,25.35916314592218
see_v2x,packet_loss_mean,impaired_gru,30,vehicle_count,1.758218507170808,1.4638202922718921,-16.74411980216425
see_v2x,packet_loss_mean,persistence,5,flow_proxy,15565.227008587166,15682.933408009178,0.7562138307202242
see_v2x,packet_loss_mean,persistence,5,speed_mean_kmh,4.276209008453549,4.424172583328704,3.460157682578972
see_v2x,packet_loss_mean,persistence,5,vehicle_count,1.1518550968328287,0.907786911290527,-21.18913951021132
see_v2x,packet_loss_mean,persistence,10,flow_proxy,20732.48021915847,19622.181105893193,-5.355360774630031
see_v2x,packet_loss_mean,persistence,10,speed_mean_kmh,5.0940421102833895,4.821344394832909,-5.353267778541839
see_v2x,packet_loss_mean,persistence,10,vehicle_count,1.6704055880739903,1.3750000383220862,-17.684659946812463
see_v2x,packet_loss_mean,persistence,30,flow_proxy,32231.90478153429,26201.33522551724,-18.70993848142075
see_v2x,packet_loss_mean,persistence,30,speed_mean_kmh,7.712430095872288,6.963031025193036,-9.716769687269586
see_v2x,packet_loss_mean,persistence,30,vehicle_count,2.418464325968825,2.3442623786146735,-3.0681431291161294
see_v2x,jitter_mean_ms,ca_dtnet,5,flow_proxy,14043.230453662844,13240.327023364807,-5.717369895386472
see_v2x,jitter_mean_ms,ca_dtnet,5,speed_mean_kmh,4.227811724169788,3.8496513849812564,-8.944587956274992
see_v2x,jitter_mean_ms,ca_dtnet,5,vehicle_count,1.011890495165335,1.0417910205765482,2.954917084267703
see_v2x,jitter_mean_ms,ca_dtnet,10,flow_proxy,17850.247548169336,14487.571916423743,-18.838257691773993
see_v2x,jitter_mean_ms,ca_dtnet,10,speed_mean_kmh,4.798025911563691,4.235035916220023,-11.733783946715064
see_v2x,jitter_mean_ms,ca_dtnet,10,vehicle_count,1.3419759661784756,1.3624484965717283,1.5255511839751414
see_v2x,jitter_mean_ms,ca_dtnet,30,flow_proxy,15747.115857846884,14334.739883368855,-8.969108929069932
see_v2x,jitter_mean_ms,ca_dtnet,30,speed_mean_kmh,4.8469618231456195,3.57634703723913,-26.214664559920326
see_v2x,jitter_mean_ms,ca_dtnet,30,vehicle_count,1.6065108238910693,1.9197950469061302,19.500909449596872
see_v2x,jitter_mean_ms,graph_gru,5,flow_proxy,13952.914114908808,14715.010523883426,5.4619157166585355
see_v2x,jitter_mean_ms,graph_gru,5,speed_mean_kmh,4.501759018697971,4.072792853949618,-9.528856653893826
see_v2x,jitter_mean_ms,graph_gru,5,vehicle_count,1.0498045620693917,1.140022083451377,8.593744377026967
see_v2x,jitter_mean_ms,graph_gru,10,flow_proxy,18154.80880749774,17884.123674028688,-1.4909831127338107
see_v2x,jitter_mean_ms,graph_gru,10,speed_mean_kmh,5.069143019982191,4.629501563570313,-8.672895079336962
see_v2x,jitter_mean_ms,graph_gru,10,vehicle_count,1.361976245229396,1.533194681719053,12.571323166042925
see_v2x,jitter_mean_ms,graph_gru,30,flow_proxy,15559.203106110688,16565.98592648617,6.470657999055445
see_v2x,jitter_mean_ms,graph_gru,30,speed_mean_kmh,5.0731771399100705,3.98398381550002,-21.469648944337735
see_v2x,jitter_mean_ms,graph_gru,30,vehicle_count,1.4749414938403191,1.9226586452326333,30.35490900666832
see_v2x,jitter_mean_ms,historical_average,5,flow_proxy,17942.261940183816,20210.08964540839,12.639586428867366
see_v2x,jitter_mean_ms,historical_average,5,speed_mean_kmh,5.758261172698171,5.538521354388106,-3.81607939164547
see_v2x,jitter_mean_ms,historical_average,5,vehicle_count,1.8912539825348826,2.153406041954974,13.861282538191722
see_v2x,jitter_mean_ms,historical_average,10,flow_proxy,19053.067966749863,18989.44832804718,-0.3339075828295702
see_v2x,jitter_mean_ms,historical_average,10,speed_mean_kmh,5.713432266200645,5.621220047466721,-1.6139548746912469
see_v2x,jitter_mean_ms,historical_average,10,vehicle_count,1.9502758415523447,2.159273302267393,10.716302545032
see_v2x,jitter_mean_ms,historical_average,30,flow_proxy,20051.759375417732,18291.85926867652,-8.776786484371387
see_v2x,jitter_mean_ms,historical_average,30,speed_mean_kmh,5.864488760197397,5.33444015903458,-9.038274637960912
see_v2x,jitter_mean_ms,historical_average,30,vehicle_count,1.9975895526228298,2.010457767978493,0.6441871541803237
see_v2x,jitter_mean_ms,impaired_gru,5,flow_proxy,15040.00932576446,14962.018882705785,-0.5185531562471937
see_v2x,jitter_mean_ms,impaired_gru,5,speed_mean_kmh,4.514670031152318,4.092501363477385,-9.351041467632472
see_v2x,jitter_mean_ms,impaired_gru,5,vehicle_count,1.0772084298111004,1.1734229056955496,8.931834576168137
see_v2x,jitter_mean_ms,impaired_gru,10,flow_proxy,17870.064667687042,17609.887424661527,-1.455939012329521
see_v2x,jitter_mean_ms,impaired_gru,10,speed_mean_kmh,5.014377584172672,4.614001226945862,-7.984567370676203
see_v2x,jitter_mean_ms,impaired_gru,10,vehicle_count,1.3739560499009864,1.5770693528052746,14.783100335750582
see_v2x,jitter_mean_ms,impaired_gru,30,flow_proxy,15027.552385230634,14628.55637422105,-2.6550964573675944
see_v2x,jitter_mean_ms,impaired_gru,30,speed_mean_kmh,5.048729708903811,4.083031474621351,-19.12754867163168
see_v2x,jitter_mean_ms,impaired_gru,30,vehicle_count,1.5396522369341685,1.9071043512865569,23.865916156331867
see_v2x,jitter_mean_ms,persistence,5,flow_proxy,16510.89415108067,16797.348641472196,1.7349423221431297
see_v2x,jitter_mean_ms,persistence,5,speed_mean_kmh,4.8336148744247405,4.709889418651233,-2.559687909191634
see_v2x,jitter_mean_ms,persistence,5,vehicle_count,1.033649736442781,1.200364348504785,16.128733416298736
see_v2x,jitter_mean_ms,persistence,10,flow_proxy,22291.605069433735,19668.950759623807,-11.765210722331238
see_v2x,jitter_mean_ms,persistence,10,speed_mean_kmh,6.077964944070539,4.872554422532906,-19.8324691018553
see_v2x,jitter_mean_ms,persistence,10,vehicle_count,1.408973302109565,1.693078385832789,20.16397906769801
see_v2x,jitter_mean_ms,persistence,30,flow_proxy,28408.537927839894,30989.80700921141,9.086244029619724
see_v2x,jitter_mean_ms,persistence,30,speed_mean_kmh,7.394977732698614,7.17481313284304,-2.977217883758364
see_v2x,jitter_mean_ms,persistence,30,vehicle_count,2.339085495460366,2.4635702523093257,5.321941269712557
see_v2x,throughput_mean_bps,ca_dtnet,5,flow_proxy,14649.833070748831,12493.804335304745,-14.717087389531654
see_v2x,throughput_mean_bps,ca_dtnet,5,speed_mean_kmh,4.691630846028378,3.566523742837801,-23.981151495431536
see_v2x,throughput_mean_bps,ca_dtnet,5,vehicle_count,1.0894058706831442,1.0168463897972615,-6.660463484957704
see_v2x,throughput_mean_bps,ca_dtnet,10,flow_proxy,18377.665992299575,16367.908433246754,-10.935869440079257
see_v2x,throughput_mean_bps,ca_dtnet,10,speed_mean_kmh,5.122190156423689,4.3981059748701075,-14.136222163323872
see_v2x,throughput_mean_bps,ca_dtnet,10,vehicle_count,1.442586657863345,1.383259106891175,-4.112581399358258
see_v2x,throughput_mean_bps,ca_dtnet,30,flow_proxy,15694.084929207464,14488.692023158064,-7.680555518119668
see_v2x,throughput_mean_bps,ca_dtnet,30,speed_mean_kmh,4.88495805643909,3.652566137386021,-25.228300883889187
see_v2x,throughput_mean_bps,ca_dtnet,30,vehicle_count,1.7787998827591618,1.8803947271991575,5.711426274172312
see_v2x,throughput_mean_bps,graph_gru,5,flow_proxy,14203.426682077119,14674.52212498428,3.3167731523639317
see_v2x,throughput_mean_bps,graph_gru,5,speed_mean_kmh,4.793737596480002,4.024562560556474,-16.04541380996293
see_v2x,throughput_mean_bps,graph_gru,5,vehicle_count,1.076542401477688,1.102922132152381,2.4504125795177405
see_v2x,throughput_mean_bps,graph_gru,10,flow_proxy,17969.573860254615,19884.171732544484,10.654664863942829
see_v2x,throughput_mean_bps,graph_gru,10,speed_mean_kmh,5.170350824061989,4.916846678388403,-4.903035670297555
see_v2x,throughput_mean_bps,graph_gru,10,vehicle_count,1.3791153146995425,1.5560814530287903,12.831859320235026
see_v2x,throughput_mean_bps,graph_gru,30,flow_proxy,16855.229715310103,15886.428219820087,-5.747779839567832
see_v2x,throughput_mean_bps,graph_gru,30,speed_mean_kmh,5.097532969752454,4.139769365805613,-18.788767188973672
see_v2x,throughput_mean_bps,graph_gru,30,vehicle_count,1.622006067105306,1.8057323594786157,11.327102590219303
see_v2x,throughput_mean_bps,historical_average,5,flow_proxy,17983.69199076195,18881.265397162228,4.99104080997859
see_v2x,throughput_mean_bps,historical_average,5,speed_mean_kmh,5.874905137022742,5.682904766266771,-3.268144181923892
see_v2x,throughput_mean_bps,historical_average,5,vehicle_count,2.132800889950416,2.1579612889562187,1.179688127775435
see_v2x,throughput_mean_bps,historical_average,10,flow_proxy,19037.832730539812,19024.313032491755,-0.07101490090499031
see_v2x,throughput_mean_bps,historical_average,10,speed_mean_kmh,5.840546556808854,5.965750991430719,2.1437109213953884
see_v2x,throughput_mean_bps,historical_average,10,vehicle_count,2.138860594425515,2.2160642481199857,3.609569204029888
see_v2x,throughput_mean_bps,historical_average,30,flow_proxy,19488.036826321957,18024.121650212768,-7.511865813652238
see_v2x,throughput_mean_bps,historical_average,30,speed_mean_kmh,5.913133591655023,5.446521731571475,-7.891109714702678
see_v2x,throughput_mean_bps,historical_average,30,vehicle_count,2.0619714141532763,1.9232836205537276,-6.725980388234489
see_v2x,throughput_mean_bps,impaired_gru,5,flow_proxy,15016.817390572322,14642.301158390537,-2.493978733580786
see_v2x,throughput_mean_bps,impaired_gru,5,speed_mean_kmh,4.812596931743097,4.0659176443709155,-15.515101231430743
see_v2x,throughput_mean_bps,impaired_gru,5,vehicle_count,1.0956508883968978,1.1570810084518564,5.60672383373573
see_v2x,throughput_mean_bps,impaired_gru,10,flow_proxy,17481.3847733182,19310.78393737122,10.464841245552698
see_v2x,throughput_mean_bps,impaired_gru,10,speed_mean_kmh,5.149250419456002,4.964155400509458,-3.594601223660004
see_v2x,throughput_mean_bps,impaired_gru,10,vehicle_count,1.3916494519443239,1.5658953403506566,12.520817430769347
see_v2x,throughput_mean_bps,impaired_gru,30,flow_proxy,16285.12291551724,14683.330059492142,-9.835927332779603
see_v2x,throughput_mean_bps,impaired_gru,30,speed_mean_kmh,5.093295022100366,4.132667432722627,-18.860631149843226
see_v2x,throughput_mean_bps,impaired_gru,30,vehicle_count,1.7410814283258773,1.7771605678253475,2.072225842242151
see_v2x,throughput_mean_bps,persistence,5,flow_proxy,16979.361167180192,15611.595873072205,-8.055457921178844
see_v2x,throughput_mean_bps,persistence,5,speed_mean_kmh,5.474150344767408,4.274972334802169,-21.90619424475401
see_v2x,throughput_mean_bps,persistence,5,vehicle_count,1.0473588767767934,1.1596204099176415,10.718535409226213
see_v2x,throughput_mean_bps,persistence,10,flow_proxy,23341.804145829163,20850.277098314524,-10.674097991516096
see_v2x,throughput_mean_bps,persistence,10,speed_mean_kmh,6.496736978243553,5.032125089339062,-22.543807630735888
see_v2x,throughput_mean_bps,persistence,10,vehicle_count,1.462659434934688,1.701466852295499,16.32693230046277
see_v2x,throughput_mean_bps,persistence,30,flow_proxy,27376.341474897417,32862.85182580443,20.041064858632886
see_v2x,throughput_mean_bps,persistence,30,speed_mean_kmh,7.392014667474843,7.690279918001395,4.034965615469279
see_v2x,throughput_mean_bps,persistence,30,vehicle_count,2.5245902575988843,2.429680891537738,-3.75939681298913
