domain,communication_metric,horizon_s,target,severity,samples,PICP,MPIW,coverage_error_from_0_8
see_v2x,aoi_mean_s,10,speed_mean_kmh,Q1-mild,19,0.7540983606557377,9.296184999939149,-0.04590163934426239
see_v2x,aoi_mean_s,10,speed_mean_kmh,Q2-moderate,18,0.7641165755919854,10.687365227842342,-0.03588342440801462
see_v2x,aoi_mean_s,10,speed_mean_kmh,Q3-high,19,0.734253666954271,11.503009748220123,-0.06574633304572908
see_v2x,aoi_mean_s,10,speed_mean_kmh,Q4-severe,18,0.8187613843351548,9.425333108645463,0.01876138433515473
see_v2x,aoi_mean_s,10,vehicle_count,Q1-mild,19,0.7981018119068163,2.924916967300719,-0.0018981880931837614
see_v2x,aoi_mean_s,10,vehicle_count,Q2-moderate,18,0.7768670309653916,3.2338134926533986,-0.023132969034608486
see_v2x,aoi_mean_s,10,vehicle_count,Q3-high,19,0.7506471095772218,3.084022764996493,-0.04935289042277824
see_v2x,aoi_mean_s,10,vehicle_count,Q4-severe,18,0.8570127504553734,2.8162083864443703,0.05701275045537335
see_v2x,aoi_mean_s,30,flow_proxy,Q1-mild,19,0.8101811906816221,35122.92132342251,0.010181190681622043
see_v2x,aoi_mean_s,30,flow_proxy,Q2-moderate,18,0.8078324225865209,36803.176209756326,0.007832422586520837
see_v2x,aoi_mean_s,30,flow_proxy,Q3-high,19,0.7955133735979293,40105.29807783727,-0.004486626402070759
see_v2x,aoi_mean_s,30,flow_proxy,Q4-severe,18,0.8178506375227685,37982.41040516411,0.017850637522768498
see_v2x,aoi_mean_s,30,speed_mean_kmh,Q1-mild,19,0.8334771354616048,10.23514035463042,0.0334771354616048
see_v2x,aoi_mean_s,30,speed_mean_kmh,Q2-moderate,18,0.8242258652094718,11.207063456586866,0.024225865209471786
see_v2x,aoi_mean_s,30,speed_mean_kmh,Q3-high,19,0.7998274374460742,12.230776430300912,-0.00017256255392583686
see_v2x,aoi_mean_s,30,speed_mean_kmh,Q4-severe,18,0.7668488160291439,10.523556454429388,-0.033151183970856146
see_v2x,aoi_mean_s,30,vehicle_count,Q1-mild,19,0.8015530629853321,3.418889485000893,0.0015530629853320876
see_v2x,aoi_mean_s,30,vehicle_count,Q2-moderate,18,0.7176684881602914,3.7597177034421403,-0.08233151183970866
see_v2x,aoi_mean_s,30,vehicle_count,Q3-high,19,0.7385677308024158,3.5817085470204546,-0.061432269197584266
see_v2x,aoi_mean_s,30,vehicle_count,Q4-severe,18,0.8387978142076503,3.3782532539354166,0.03879781420765027
see_v2x,aoi_p95_s,5,flow_proxy,Q1-mild,19,0.8628127696289905,29924.203362769942,0.0628127696289904
see_v2x,aoi_p95_s,5,flow_proxy,Q2-moderate,19,0.7817083692838654,36713.972436472955,-0.0182916307161346
see_v2x,aoi_p95_s,5,flow_proxy,Q3-high,35,0.8159250585480095,36013.33641216098,0.015925058548009408
see_v2x,aoi_p95_s,5,flow_proxy,Q4-severe,1,0.7213114754098361,33822.10863392793,-0.07868852459016396
see_v2x,aoi_p95_s,5,speed_mean_kmh,Q1-mild,19,0.817946505608283,8.016376573172655,0.017946505608282926
see_v2x,aoi_p95_s,5,speed_mean_kmh,Q2-moderate,19,0.7558239861949957,11.214498139592791,-0.044176013805004355
see_v2x,aoi_p95_s,5,speed_mean_kmh,Q3-high,35,0.7971896955503512,9.589875075121403,-0.002810304449648804
see_v2x,aoi_p95_s,5,speed_mean_kmh,Q4-severe,1,0.7377049180327869,9.430615185918464,-0.06229508196721312
see_v2x,aoi_p95_s,5,vehicle_count,Q1-mild,19,0.8602243313201036,2.322235677064055,0.06022433132010352
see_v2x,aoi_p95_s,5,vehicle_count,Q2-moderate,19,0.7868852459016393,2.6018024857273367,-0.013114754098360715
see_v2x,aoi_p95_s,5,vehicle_count,Q3-high,35,0.8046838407494146,2.6071088397909756,0.004683840749414525
see_v2x,aoi_p95_s,5,vehicle_count,Q4-severe,1,0.819672131147541,2.582585233103274,0.01967213114754096
see_v2x,aoi_p95_s,10,flow_proxy,Q1-mild,19,0.7929249352890423,32445.7824242225,-0.007075064710957757
see_v2x,aoi_p95_s,10,flow_proxy,Q2-moderate,19,0.7592752372735116,39817.00864011785,-0.040724762726488395
see_v2x,aoi_p95_s,10,flow_proxy,Q3-high,35,0.7887587822014052,38163.79042900932,-0.011241217798594882
see_v2x,aoi_p95_s,10,flow_proxy,Q4-severe,1,0.7868852459016393,36215.843236018634,-0.013114754098360715
see_v2x,aoi_p95_s,10,speed_mean_kmh,Q1-mild,19,0.7713546160483175,8.660397316964119,-0.02864538395168259
see_v2x,aoi_p95_s,10,speed_mean_kmh,Q2-moderate,19,0.7454702329594478,11.7874023828571,-0.054529767040552235
see_v2x,aoi_p95_s,10,speed_mean_kmh,Q3-high,35,0.7765807962529275,10.250146302074171,-0.023419203747072515
see_v2x,aoi_p95_s,10,speed_mean_kmh,Q4-severe,1,0.7704918032786885,9.949955402607515,-0.029508196721311553
see_v2x,aoi_p95_s,10,vehicle_count,Q1-mild,19,0.8239861949956859,2.749469371852231,0.023986194995685883
see_v2x,aoi_p95_s,10,vehicle_count,Q2-moderate,19,0.7471958584987057,3.103751920558858,-0.05280414150129431
see_v2x,aoi_p95_s,10,vehicle_count,Q3-high,35,0.806088992974239,3.1070174446612935,0.006088992974238927
see_v2x,aoi_p95_s,10,vehicle_count,Q4-severe,1,0.7704918032786885,3.113433618450878,-0.029508196721311553
see_v2x,aoi_p95_s,30,flow_proxy,Q1-mild,19,0.8205349439171701,35023.15343209059,0.020534943917170034
see_v2x,aoi_p95_s,30,flow_proxy,Q2-moderate,19,0.7946505608283003,40473.125848801305,-0.005349439171699721
see_v2x,aoi_p95_s,30,flow_proxy,Q3-high,35,0.8088992974238877,37307.45468162628,0.00889929742388762
see_v2x,aoi_p95_s,30,flow_proxy,Q4-severe,1,0.7704918032786885,35286.50749863799,-0.029508196721311553
see_v2x,aoi_p95_s,30,speed_mean_kmh,Q1-mild,19,0.818809318377912,9.870583064764226,0.018809318377912
see_v2x,aoi_p95_s,30,speed_mean_kmh,Q2-moderate,19,0.7877480586712682,12.412418845057738,-0.012251941328731863
see_v2x,aoi_p95_s,30,speed_mean_kmh,Q3-high,35,0.8112412177985947,10.967764763580808,0.01124121779859466
see_v2x,aoi_p95_s,30,speed_mean_kmh,Q4-severe,1,0.7540983606557377,10.754774300042143,-0.04590163934426239
see_v2x,aoi_p95_s,30,vehicle_count,Q1-mild,19,0.8731665228645383,3.260552418011456,0.07316652286453829
see_v2x,aoi_p95_s,30,vehicle_count,Q2-moderate,19,0.72648835202761,3.5988843898074108,-0.07351164797239007
see_v2x,aoi_p95_s,30,vehicle_count,Q3-high,35,0.7484777517564402,3.6459771584516263,-0.05152224824355989
see_v2x,aoi_p95_s,30,vehicle_count,Q4-severe,1,0.6885245901639344,3.5563399468362293,-0.11147540983606563
see_v2x,packet_loss_mean,5,flow_proxy,Q1-mild,19,0.817083692838654,36507.56772415303,0.017083692838653963
see_v2x,packet_loss_mean,5,flow_proxy,Q2-moderate,19,0.8291630716134598,35253.101938916574,0.029163071613459768
see_v2x,packet_loss_mean,5,flow_proxy,Q3-high,20,0.8008196721311476,33776.71265709354,0.0008196721311475308
see_v2x,packet_loss_mean,5,flow_proxy,Q4-severe,16,0.826844262295082,32589.202906561462,0.026844262295081966
see_v2x,packet_loss_mean,5,speed_mean_kmh,Q1-mild,19,0.7791199309749783,9.661460502546394,-0.020880069025021708
see_v2x,packet_loss_mean,5,speed_mean_kmh,Q2-moderate,19,0.8153580672993962,9.671684133668485,0.01535806729939615
see_v2x,packet_loss_mean,5,speed_mean_kmh,Q3-high,20,0.771311475409836,9.921786966334459,-0.028688524590164022
see_v2x,packet_loss_mean,5,speed_mean_kmh,Q4-severe,16,0.8012295081967213,9.043585933933706,0.0012295081967212962
see_v2x,packet_loss_mean,5,vehicle_count,Q1-mild,19,0.7894736842105264,2.6811260541842685,-0.010526315789473606
see_v2x,packet_loss_mean,5,vehicle_count,Q2-moderate,19,0.8265746333045729,2.532309184579921,0.02657463330457288
see_v2x,packet_loss_mean,5,vehicle_count,Q3-high,20,0.8090163934426229,2.4711160802767678,0.009016393442622839
see_v2x,packet_loss_mean,5,vehicle_count,Q4-severe,16,0.8370901639344261,2.431908036048058,0.0370901639344261
see_v2x,packet_loss_mean,10,flow_proxy,Q1-mild,19,0.7653149266609145,38365.362785549114,-0.03468507333908555
see_v2x,packet_loss_mean,10,flow_proxy,Q2-moderate,19,0.811044003451251,37687.68351712149,0.011044003451251005
see_v2x,packet_loss_mean,10,flow_proxy,Q3-high,20,0.7754098360655737,36710.75896842459,-0.024590163934426368
see_v2x,packet_loss_mean,10,flow_proxy,Q4-severe,16,0.7766393442622951,35357.40495966116,-0.02336065573770496
see_v2x,packet_loss_mean,10,speed_mean_kmh,Q1-mild,19,0.7368421052631579,10.272279102056748,-0.06315789473684219
see_v2x,packet_loss_mean,10,speed_mean_kmh,Q2-moderate,19,0.7903364969801553,10.28737105044182,-0.009663503019844755
see_v2x,packet_loss_mean,10,speed_mean_kmh,Q3-high,20,0.7639344262295081,10.575322221865463,-0.03606557377049191
see_v2x,packet_loss_mean,10,speed_mean_kmh,Q4-severe,16,0.7797131147540983,9.692092058564038,-0.02028688524590172
see_v2x,packet_loss_mean,10,vehicle_count,Q1-mild,19,0.7730802415875754,3.2188290143614267,-0.026919758412424666
see_v2x,packet_loss_mean,10,vehicle_count,Q2-moderate,19,0.8015530629853322,2.9977785600006994,0.0015530629853321987
see_v2x,packet_loss_mean,10,vehicle_count,Q3-high,20,0.7967213114754098,2.938113217273611,-0.003278688524590234
see_v2x,packet_loss_mean,10,vehicle_count,Q4-severe,16,0.8114754098360656,2.887027529940891,0.011475409836065542
see_v2x,packet_loss_mean,30,flow_proxy,Q1-mild,19,0.8041415012942191,36143.16774708656,0.004141501294219085
see_v2x,packet_loss_mean,30,flow_proxy,Q2-moderate,19,0.8257118205349439,37875.727657900585,0.025711820534943808
see_v2x,packet_loss_mean,30,flow_proxy,Q3-high,20,0.7959016393442624,39101.2744542843,-0.004098360655737654
see_v2x,packet_loss_mean,30,flow_proxy,Q4-severe,16,0.805327868852459,36693.26411950386,0.00532786885245895
see_v2x,packet_loss_mean,30,speed_mean_kmh,Q1-mild,19,0.8274374460742019,10.936829664101866,0.027437446074201843
see_v2x,packet_loss_mean,30,speed_mean_kmh,Q2-moderate,19,0.8274374460742019,11.050355523847983,0.027437446074201843
see_v2x,packet_loss_mean,30,speed_mean_kmh,Q3-high,20,0.7844262295081966,11.503491693840887,-0.015573770491803418
see_v2x,packet_loss_mean,30,speed_mean_kmh,Q4-severe,16,0.783811475409836,10.636076554007687,-0.016188524590164066
see_v2x,packet_loss_mean,30,vehicle_count,Q1-mild,19,0.71786022433132,3.7337342130380535,-0.08213977566868003
see_v2x,packet_loss_mean,30,vehicle_count,Q2-moderate,19,0.7886108714408974,3.5316020786192013,-0.01138912855910268
see_v2x,packet_loss_mean,30,vehicle_count,Q3-high,20,0.7811475409836064,3.455299940947794,-0.018852459016393652
see_v2x,packet_loss_mean,30,vehicle_count,Q4-severe,16,0.8145491803278688,3.3967157175473686,0.014549180327868783
see_v2x,jitter_mean_ms,5,flow_proxy,Q1-mild,19,0.7972389991371873,34581.27374755186,-0.0027610008628127236
see_v2x,jitter_mean_ms,5,flow_proxy,Q2-moderate,18,0.8214936247723132,32808.88385228095,0.021493624772313202
see_v2x,jitter_mean_ms,5,flow_proxy,Q3-high,19,0.8222605694564279,32662.807139471995,0.022260569456427848
see_v2x,jitter_mean_ms,5,flow_proxy,Q4-severe,18,0.831511839708561,38456.4876139259,0.031511839708560974
see_v2x,jitter_mean_ms,5,speed_mean_kmh,Q1-mild,19,0.7713546160483175,10.289550692762939,-0.02864538395168259
see_v2x,jitter_mean_ms,5,speed_mean_kmh,Q2-moderate,18,0.802367941712204,9.017722176717477,0.0023679417122040025
see_v2x,jitter_mean_ms,5,speed_mean_kmh,Q3-high,19,0.7972389991371872,8.977152460946758,-0.0027610008628128346
see_v2x,jitter_mean_ms,5,speed_mean_kmh,Q4-severe,18,0.7941712204007286,10.115361292017353,-0.005828779599271416
see_v2x,jitter_mean_ms,5,vehicle_count,Q1-mild,19,0.8196721311475411,2.498858571000115,0.019672131147541072
see_v2x,jitter_mean_ms,5,vehicle_count,Q2-moderate,18,0.8406193078324226,2.468543740579444,0.04061930783242251
see_v2x,jitter_mean_ms,5,vehicle_count,Q3-high,19,0.8162208800690249,2.442296207264735,0.01622088006902489
see_v2x,jitter_mean_ms,5,vehicle_count,Q4-severe,18,0.7814207650273224,2.7262439778534295,-0.01857923497267766
see_v2x,jitter_mean_ms,10,flow_proxy,Q1-mild,19,0.7661777394305436,37472.491151855036,-0.033822260569456475
see_v2x,jitter_mean_ms,10,flow_proxy,Q2-moderate,18,0.778688524590164,35286.74466391629,-0.021311475409836023
see_v2x,jitter_mean_ms,10,flow_proxy,Q3-high,19,0.7799827437446074,35184.50554225663,-0.020017256255392635
see_v2x,jitter_mean_ms,10,flow_proxy,Q4-severe,18,0.8051001821493624,40516.51096306648,0.0051001821493623645
see_v2x,jitter_mean_ms,10,speed_mean_kmh,Q1-mild,19,0.7549611734253666,10.977662455679047,-0.04503882657463343
see_v2x,jitter_mean_ms,10,speed_mean_kmh,Q2-moderate,18,0.7741347905282332,9.582001084584984,-0.025865209471766848
see_v2x,jitter_mean_ms,10,speed_mean_kmh,Q3-high,19,0.7696289905090595,9.60544971860396,-0.030371009490940515
see_v2x,jitter_mean_ms,10,speed_mean_kmh,Q4-severe,18,0.7704918032786886,10.758784413216654,-0.02950819672131144
see_v2x,jitter_mean_ms,10,vehicle_count,Q1-mild,19,0.7817083692838653,2.963752777610441,-0.01829163071613471
see_v2x,jitter_mean_ms,10,vehicle_count,Q2-moderate,18,0.8160291438979963,2.9467034110019017,0.016029143897996256
see_v2x,jitter_mean_ms,10,vehicle_count,Q3-high,19,0.8067299396031061,2.897512445708698,0.006729939603106083
see_v2x,jitter_mean_ms,10,vehicle_count,Q4-severe,18,0.7759562841530054,3.259197116461612,-0.024043715846994607
see_v2x,jitter_mean_ms,30,flow_proxy,Q1-mild,19,0.7920621225194133,40549.71630027626,-0.00793787748058672
see_v2x,jitter_mean_ms,30,flow_proxy,Q2-moderate,18,0.8114754098360656,36152.15025736017,0.011475409836065542
see_v2x,jitter_mean_ms,30,flow_proxy,Q3-high,19,0.8127696289905091,36248.32881153463,0.012769628990509041
see_v2x,jitter_mean_ms,30,flow_proxy,Q4-severe,18,0.8151183970856102,36976.39810753409,0.015118397085610136
see_v2x,jitter_mean_ms,30,speed_mean_kmh,Q1-mild,19,0.7860224331320104,11.884161982214124,-0.013977566867989677
see_v2x,jitter_mean_ms,30,speed_mean_kmh,Q2-moderate,18,0.7959927140255009,10.475020197794164,-0.004007285974499175
see_v2x,jitter_mean_ms,30,speed_mean_kmh,Q3-high,19,0.8075927523727352,10.633019689681992,0.0075927523727351565
see_v2x,jitter_mean_ms,30,speed_mean_kmh,Q4-severe,18,0.8369763205828781,11.201486776981483,0.03697632058287803
see_v2x,jitter_mean_ms,30,vehicle_count,Q1-mild,19,0.7584124245038826,3.4986032277646864,-0.04158757549611747
see_v2x,jitter_mean_ms,30,vehicle_count,Q2-moderate,18,0.7877959927140255,3.4530920914737764,-0.012204007285974594
see_v2x,jitter_mean_ms,30,vehicle_count,Q3-high,19,0.8265746333045729,3.39641494939127,0.02657463330457288
see_v2x,jitter_mean_ms,30,vehicle_count,Q4-severe,18,0.7213114754098361,3.796324268261693,-0.07868852459016396
see_v2x,throughput_mean_bps,5,flow_proxy,Q1-mild,18,0.7841530054644809,35188.41527947635,-0.015846994535519188
see_v2x,throughput_mean_bps,5,flow_proxy,Q2-moderate,19,0.8429680759275237,32618.331237595277,0.04296807592752361
see_v2x,throughput_mean_bps,5,flow_proxy,Q3-high,18,0.8151183970856102,33771.19519428498,0.015118397085610136
see_v2x,throughput_mean_bps,5,flow_proxy,Q4-severe,19,0.8274374460742019,36810.15480016646,0.027437446074201843
see_v2x,throughput_mean_bps,5,speed_mean_kmh,Q1-mild,18,0.7568306010928961,10.727168537687026,-0.04316939890710392
see_v2x,throughput_mean_bps,5,speed_mean_kmh,Q2-moderate,19,0.818809318377912,8.826729182041088,0.018809318377912
see_v2x,throughput_mean_bps,5,speed_mean_kmh,Q3-high,18,0.8041894353369763,9.204538786638,0.004189435336976244
see_v2x,throughput_mean_bps,5,speed_mean_kmh,Q4-severe,19,0.7834339948231234,9.683382950583157,-0.016566005176876675
see_v2x,throughput_mean_bps,5,vehicle_count,Q1-mild,18,0.7950819672131149,2.5355688612544145,-0.004918032786885185
see_v2x,throughput_mean_bps,5,vehicle_count,Q2-moderate,19,0.8507333908541845,2.4186286725476207,0.05073339085418449
see_v2x,throughput_mean_bps,5,vehicle_count,Q3-high,18,0.8187613843351547,2.4814561777740303,0.01876138433515462
see_v2x,throughput_mean_bps,5,vehicle_count,Q4-severe,19,0.7929249352890423,2.6909328546266877,-0.007075064710957757
see_v2x,throughput_mean_bps,10,flow_proxy,Q1-mild,18,0.7632058287795992,38232.60061174118,-0.03679417122040085
see_v2x,throughput_mean_bps,10,flow_proxy,Q2-moderate,19,0.7946505608283003,35250.348746640346,-0.005349439171699721
see_v2x,throughput_mean_bps,10,flow_proxy,Q3-high,18,0.8041894353369762,36240.354534781276,0.004189435336976133
see_v2x,throughput_mean_bps,10,flow_proxy,Q4-severe,19,0.7670405522001726,38666.932613170575,-0.0329594477998274
see_v2x,throughput_mean_bps,10,speed_mean_kmh,Q1-mild,18,0.7459016393442623,11.340774882412392,-0.0540983606557377
see_v2x,throughput_mean_bps,10,speed_mean_kmh,Q2-moderate,19,0.8015530629853322,9.510654540646833,0.0015530629853321987
see_v2x,throughput_mean_bps,10,speed_mean_kmh,Q3-high,18,0.7868852459016393,9.798599987741225,-0.013114754098360715
see_v2x,throughput_mean_bps,10,speed_mean_kmh,Q4-severe,19,0.7342536669542709,10.315899280881668,-0.06574633304572919
see_v2x,throughput_mean_bps,10,vehicle_count,Q1-mild,18,0.7622950819672131,3.022675785662346,-0.03770491803278697
see_v2x,throughput_mean_bps,10,vehicle_count,Q2-moderate,19,0.8395168248490078,2.8602059524601997,0.03951682484900776
see_v2x,throughput_mean_bps,10,vehicle_count,Q3-high,18,0.8060109289617485,2.941818417100853,0.006010928961748485
see_v2x,throughput_mean_bps,10,vehicle_count,Q4-severe,19,0.7713546160483175,3.2297599995223942,-0.02864538395168259
see_v2x,throughput_mean_bps,30,flow_proxy,Q1-mild,18,0.7814207650273224,40218.376270217595,-0.01857923497267766
see_v2x,throughput_mean_bps,30,flow_proxy,Q2-moderate,19,0.8084555651423643,37123.95424711706,0.00845556514236423
see_v2x,throughput_mean_bps,30,flow_proxy,Q3-high,18,0.8378870673952641,36507.04816930641,0.03788706739526404
see_v2x,throughput_mean_bps,30,flow_proxy,Q4-severe,19,0.8032786885245901,36266.52405714987,0.003278688524590012
see_v2x,throughput_mean_bps,30,speed_mean_kmh,Q1-mild,18,0.7877959927140255,12.104986484168155,-0.012204007285974594
see_v2x,throughput_mean_bps,30,speed_mean_kmh,Q2-moderate,19,0.7834339948231234,10.478628131505197,-0.016566005176876675
see_v2x,throughput_mean_bps,30,speed_mean_kmh,Q3-high,18,0.8269581056466302,10.691934376011446,0.02695810564663015
see_v2x,throughput_mean_bps,30,speed_mean_kmh,Q4-severe,19,0.8274374460742019,10.977108806850332,0.027437446074201843
see_v2x,throughput_mean_bps,30,vehicle_count,Q1-mild,18,0.7331511839708562,3.5328821166854314,-0.06684881602914383
see_v2x,throughput_mean_bps,30,vehicle_count,Q2-moderate,19,0.8265746333045728,3.396146917042777,0.02657463330457277
see_v2x,throughput_mean_bps,30,vehicle_count,Q3-high,18,0.8224043715846994,3.4515352890506583,0.022404371584699323
see_v2x,throughput_mean_bps,30,vehicle_count,Q4-severe,19,0.7144089732528043,3.7499229007441715,-0.08559102674719576
