model,profile_seed,trainable_parameters,checkpoint_size_mb,training_seconds,seconds_per_epoch,batch_size,latency_batch_mean_ms,latency_batch_std_ms,latency_per_sample_ms,peak_gpu_memory_mb,model_label,overall_wape
dcrnn,42,124233,0.5370283126831055,339.395705788,28.28297548233333,16,118.42412833001164,54.38841988877354,7.401508020625727,53.43603515625,DCRNN,0.4393037017241884
graph_wavenet,42,98541,0.4273605346679687,117.49430227200004,9.791191856000005,16,17.89584907999142,0.1086327081221649,1.118490567499464,198.701171875,Graph WaveNet,0.43193255059305596
graph_gru,42,34377,0.1505975723266601,31.71857365199992,3.171857365199992,16,2.6818204899791453,0.0399976949172869,0.1676137806236965,328.41259765625,Graph GRU,0.440265461093125
ca_dtnet,42,71203,0.2887811660766601,102.83716435399992,3.95527555207692,16,6.292295669977648,0.0443638549673501,0.393268479373603,385.60009765625,CA-DTNet,0.41163208554048425
