model,horizon_s,target,predictor,samples,coefficient,robust_SE,t_value,p_value,CI_lower,CI_upper,R2,adjusted_R2
impaired_gru,30,speed_mean_kmh,delta_aoi_mean_s_see_minus_cic,74,-0.007308749500110901,0.019758530627833813,-0.369903493219029,0.7114543985607308,-0.046034757918096754,0.03141725891787495,0.05990832438802818,0.005410256236609512
impaired_gru,30,speed_mean_kmh,delta_aoi_p95_s_see_minus_cic,74,-0.0008512242211754309,0.02143595756912289,-0.0397101094472012,0.968324241862103,-0.04286492903078506,0.0411624805884342,0.05990832438802818,0.005410256236609512
impaired_gru,30,vehicle_count,const,74,-0.000285405786811785,0.0013161371202481925,-0.21685110344579006,0.8283243846071411,-0.0028649871412145043,0.0022941755675909346,0.48620997035981706,0.4564250411053137
impaired_gru,30,vehicle_count,delta_latency_mean_ms_see_minus_cic,74,0.011588510124340362,0.011609926698050558,0.9981553222283659,0.31820404728297236,-0.011166528066988762,0.034343548315669485,0.48620997035981706,0.4564250411053137
impaired_gru,30,vehicle_count,delta_latency_p95_ms_see_minus_cic,74,-0.030526917955740526,0.01026305526563643,-2.974447390725173,0.002935167819675705,-0.05064213664773208,-0.010411699263748967,0.48620997035981706,0.4564250411053137
impaired_gru,30,vehicle_count,delta_aoi_mean_s_see_minus_cic,74,-0.04750237009659236,0.012019291013487948,-3.9521773824500626,7.744329901996704e-05,-0.07105974760273466,-0.02394499259045006,0.48620997035981706,0.4564250411053137
impaired_gru,30,vehicle_count,delta_aoi_p95_s_see_minus_cic,74,0.05920940417321629,0.012432197214238295,4.762585659870742,1.911280223597698e-06,0.03484274538461004,0.08357606296182254,0.48620997035981706,0.4564250411053137
persistence,5,flow_proxy,const,74,26.21854964029721,15.530831771051258,1.6881613313954862,0.09138026383106054,-4.221321280913678,56.658420561508095,0.0453910818684089,-0.009948565559509515
persistence,5,flow_proxy,delta_latency_mean_ms_see_minus_cic,74,82.2581761533599,194.962837927143,0.42191720754546835,0.6730854495865946,-299.86196450756006,464.37831681427986,0.0453910818684089,-0.009948565559509515
persistence,5,flow_proxy,delta_latency_p95_ms_see_minus_cic,74,-161.9985881950933,260.70646298567107,-0.621383092462871,0.5343475938270963,-672.9738661838333,348.9766897936467,0.0453910818684089,-0.009948565559509515
persistence,5,flow_proxy,delta_aoi_mean_s_see_minus_cic,74,104.34217920576666,115.54157664460092,0.9030704118459197,0.36648852622060846,-122.11514973462542,330.7995081461587,0.0453910818684089,-0.009948565559509515
persistence,5,flow_proxy,delta_aoi_p95_s_see_minus_cic,74,-34.86943773586745,153.25527623495108,-0.22752520234546547,0.8200153744253194,-335.24425959710885,265.50538412537395,0.0453910818684089,-0.009948565559509515
persistence,5,speed_mean_kmh,const,74,0.005159621966278925,0.003421185885265974,1.5081384465251875,0.13151909710541254,-0.0015457791532591664,0.011865023085817016,0.09855872204534533,0.04630125665666962
persistence,5,speed_mean_kmh,delta_latency_mean_ms_see_minus_cic,74,-4.181263321208911e-05,0.022650658300569407,-0.001845978719790144,0.998527122916414,-0.04443628712845135,0.04435266186202717,0.09855872204534533,0.04630125665666962
persistence,5,speed_mean_kmh,delta_latency_p95_ms_see_minus_cic,74,-0.013340345549738335,0.02660418441717511,-0.501437869342316,0.6160629937756998,-0.06548358884546328,0.03880289774598661,0.09855872204534533,0.04630125665666962
persistence,5,speed_mean_kmh,delta_aoi_mean_s_see_minus_cic,74,0.0464251333506226,0.049577398651342273,0.9364172912159374,0.3490583786253416,-0.05074478245319291,0.1435950491544381,0.09855872204534533,0.04630125665666962
persistence,5,speed_mean_kmh,delta_aoi_p95_s_see_minus_cic,74,-0.038120330673917534,0.051050674571094114,-0.7467155134420498,0.45523530335788764,-0.13817781421973677,0.061937152871901706,0.09855872204534533,0.04630125665666962
persistence,5,vehicle_count,const,74,0.002215330456417497,0.0021366443067586094,1.0368269764929934,0.2998165009089925,-0.0019724154326019286,0.006403076345436923,0.09637042761528714,0.04398610457849217
persistence,5,vehicle_count,delta_latency_mean_ms_see_minus_cic,74,-0.015360647125818274,0.010979940841895599,-1.3989735780002965,0.161820906490579,-0.03688093572831405,0.0061596414766775,0.09637042761528714,0.04398610457849217
persistence,5,vehicle_count,delta_latency_p95_ms_see_minus_cic,74,0.014162673075668885,0.010574882354683025,1.3392747645459173,0.18048124089192297,-0.0065637154802579666,0.03488906163159573,0.09637042761528714,0.04398610457849217
persistence,5,vehicle_count,delta_aoi_mean_s_see_minus_cic,74,0.0370895821887901,0.032924686566381076,1.126497654397164,0.2599549328667903,-0.027441617683586543,0.10162078206116673,0.09637042761528714,0.04398610457849217
persistence,5,vehicle_count,delta_aoi_p95_s_see_minus_cic,74,-0.03805619494787767,0.03334729359388067,-1.14120790164696,0.2537834169197989,-0.10341568937376704,0.027303299478011703,0.09637042761528714,0.04398610457849217
persistence,10,flow_proxy,const,74,24.136077203057482,23.282894422003825,1.0366441888877589,0.2999017112811113,-21.497557319918535,69.7697117260335,0.0941265563954431,0.04161215386764261
persistence,10,flow_proxy,delta_latency_mean_ms_see_minus_cic,74,-56.61494939468271,124.5867814334861,-0.4544217993536343,0.6495252651788318,-300.80055395407896,187.57065516471351,0.0941265563954431,0.04161215386764261
persistence,10,flow_proxy,delta_latency_p95_ms_see_minus_cic,74,27.64422698772757,115.06473410506803,0.2402493448816824,0.8101369619520399,-197.8785077488834,253.16696172433853,0.0941265563954431,0.04161215386764261
persistence,10,flow_proxy,delta_aoi_mean_s_see_minus_cic,74,338.35658080805035,355.9160168647805,0.9506641026964479,0.34177491645631697,-359.2259937678699,1035.9391553839705,0.0941265563954431,0.04161215386764261
persistence,10,flow_proxy,delta_aoi_p95_s_see_minus_cic,74,-340.33954768232627,359.53581778071486,-0.9466081843614907,0.3438384719112343,-1045.0168016846828,364.3377063200304,0.0941265563954431,0.04161215386764261
persistence,10,speed_mean_kmh,const,74,0.0038516089777976097,0.0033038801871681776,1.1657834908047624,0.2437019937106386,-0.002623877198287471,0.01032709515388269,0.09708191342633554,0.044738835943804234
persistence,10,speed_mean_kmh,delta_latency_mean_ms_see_minus_cic,74,-0.0073549054769153415,0.016714117637092452,-0.4400415048290149,0.6599070469029306,-0.040113974078982255,0.02540416312515157,0.09708191342633554,0.044738835943804234
persistence,10,speed_mean_kmh,delta_latency_p95_ms_see_minus_cic,74,-0.0007428436924654417,0.016088248197915562,-0.04617306268072658,0.9631723124354022,-0.03227523073472137,0.030789543349790487,0.09708191342633554,0.044738835943804234
persistence,10,speed_mean_kmh,delta_aoi_mean_s_see_minus_cic,74,0.04644356486267669,0.05060621957731894,0.9177442071466666,0.3587527978314198,-0.05274280290259423,0.1456299326279476,0.09708191342633554,0.044738835943804234
persistence,10,speed_mean_kmh,delta_aoi_p95_s_see_minus_cic,74,-0.043354713868214004,0.0514118261320164,-0.8432829006479332,0.3990702436981872,-0.14412004146640134,0.05741061372997333,0.09708191342633554,0.044738835943804234
persistence,10,vehicle_count,const,74,0.0022153304920465686,0.0021356095439062236,1.0373293649898794,0.2995823848898933,-0.001970387299049641,0.006401048283142778,0.09668650884458019,0.04432050935730947
persistence,10,vehicle_count,delta_latency_mean_ms_see_minus_cic,74,-0.00420687659054221,0.011043331008537067,-0.3809427234672289,0.7032457496410593,-0.025851407636629253,0.01743765445554483,0.09668650884458019,0.04432050935730947
persistence,10,vehicle_count,delta_latency_p95_ms_see_minus_cic,74,0.0012978819958793415,0.010272186790334956,0.12634914282327026,0.8994555575719408,-0.018835234155645267,0.02143099814740395,0.09668650884458019,0.04432050935730947
persistence,10,vehicle_count,delta_aoi_mean_s_see_minus_cic,74,0.03092662368268902,0.032867614169221536,0.9409451967964827,0.34673294437669666,-0.033492716346743556,0.09534596371212159,0.09668650884458019,0.04432050935730947
persistence,10,vehicle_count,delta_aoi_p95_s_see_minus_cic,74,-0.03092582635577236,0.03325608010828132,-0.9299299934050649,0.35240733236159594,-0.09610654563498265,0.03425489292343793,0.09668650884458019,0.04432050935730947
persistence,30,flow_proxy,const,74,6.088120433426097,25.039853316482358,0.24313722434702212,0.8078990953952153,-42.98909024504515,55.165331111897345,0.06818483519151519,0.014166564767834844
persistence,30,flow_proxy,delta_latency_mean_ms_see_minus_cic,74,-253.27857420664913,218.8944723823867,-1.157080722276974,0.24723938197363293,-682.3038564910246,175.74670807772634,0.06818483519151519,0.014166564767834844
persistence,30,flow_proxy,delta_latency_p95_ms_see_minus_cic,74,309.9605916068687,279.3051742759025,1.1097559950704108,0.26710418643204015,-237.46749066958336,857.3886738833207,0.06818483519151519,0.014166564767834844
persistence,30,flow_proxy,delta_aoi_mean_s_see_minus_cic,74,362.28084716795877,326.24258478714984,1.110464617622869,0.26679886679296927,-277.1428692381098,1001.7045635740274,0.06818483519151519,0.014166564767834844
persistence,30,flow_proxy,delta_aoi_p95_s_see_minus_cic,74,-435.7696995730614,346.34095208090235,-1.2582101451036876,0.2083157669344834,-1114.5854920229426,243.0460928768199,0.06818483519151519,0.014166564767834844
persistence,30,speed_mean_kmh,const,74,0.0014100638186586058,0.0035545140970298377,0.3966966454956134,0.6915911741595799,-0.005556655794059787,0.008376783431376999,0.08328843972944411,0.030145740583324865
persistence,30,speed_mean_kmh,delta_latency_mean_ms_see_minus_cic,74,-0.02767762232440719,0.023078266091399298,-1.1992938384015757,0.23041371012375667,-0.07291019268918178,0.017554948040367394,0.08328843972944411,0.030145740583324865
persistence,30,speed_mean_kmh,delta_latency_p95_ms_see_minus_cic,74,0.034655361355483943,0.02747416067607648,1.261380166043092,0.20717191075304675,-0.019193004075092578,0.08850372678606047,0.08328843972944411,0.030145740583324865
persistence,30,speed_mean_kmh,delta_aoi_mean_s_see_minus_cic,74,0.05576756960882692,0.051606094873284804,1.0806392102669333,0.279857633621421,-0.04537851772556842,0.15691365694322226,0.08328843972944411,0.030145740583324865
persistence,30,speed_mean_kmh,delta_aoi_p95_s_see_minus_cic,74,-0.06564272343800823,0.053346703293275094,-1.2304925962741389,0.2185126977912405,-0.1702003405867717,0.03891489371075525,0.08328843972944411,0.030145740583324865
persistence,30,vehicle_count,const,74,0.0026583965512637447,0.002125236965291581,1.2508706533339518,0.21098167230932596,-0.0015069913593209554,0.006823784461848444,0.099309997939803,0.04709608477689298
persistence,30,vehicle_count,delta_latency_mean_ms_see_minus_cic,74,-0.009260900153630847,0.010828024535371203,-0.8552714415615579,0.3924008937830432,-0.030483438266674455,0.011961637959412762,0.099309997939803,0.04709608477689298
persistence,30,vehicle_count,delta_latency_p95_ms_see_minus_cic,74,0.005742414915554484,0.010139021047597264,0.566367787244639,0.5711437879526746,-0.014129701176229723,0.02561453100733869,0.099309997939803,0.04709608477689298
persistence,30,vehicle_count,delta_aoi_mean_s_see_minus_cic,74,0.03526231678921653,0.032760208805556856,1.0763764357703134,0.28175893663419305,-0.028946512595686855,0.09947114617411991,0.099309997939803,0.04709608477689298
persistence,30,vehicle_count,delta_aoi_p95_s_see_minus_cic,74,-0.03420542430396167,0.03313379232849692,-1.0323425693274202,0.3019116656494195,-0.09914646393904517,0.03073561533112182,0.099309997939803,0.04709608477689298
